"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"70575797010538_ereg_211",0.854,0.719,0.888,0.84,0.55,0.647,0.462,0,0.462
"70575942010538_ereg_211",0.432,0.441,0.747,0.336,0.452,1.371,0,0,0
"70576052010538_ereg_211",0.484,0.597,0.305,0.625,0.421,0.64,0.397,0,0.397
"70576229010538_ereg_211",0.442,0.797,1.034,0.706,0.687,0.995,0.501,0,0.501
"70576487010538_ereg_211",0.335,0.338,1.465,0.384,0.148,0.413,0.26,0,0.26
"70576827010538_ereg_211",0.56,0.308,0.186,1.126,0.594,0.956,0.493,0,0.493
"70577037010538_ereg_M211",0.435,0.851,0.392,0.794,0.762,1.26,0.452,0,0.452
"70577179010538_ereg_M211",0.247,0.108,1.173,0.239,0.044,0.238,0,0,0
"70577292010538_ereg_M211",0.56,0.775,0.28,0.729,0.727,1.158,0.419,0,0.419
"70577698010538_ereg_M211",0.51,0.741,0.34,0.769,0.461,0.745,0.492,0,0.492
"70577966010538_ereg_211",0.507,0.664,0.614,0.67,0.397,0.825,0.476,0,0.476
"70578652010538_ereg_M211",0.796,0.513,0.596,0.383,0.388,0.954,0,0,0
"70579019010538_ereg_M211",0.541,0.494,0.525,0.426,0.479,0.777,0.167,0,0.167
"70579136010538_ereg_M211",0.742,0.638,0.472,0.587,0.63,1.101,0.299,0,0.299
"70579392010538_ereg_M211",0.61,0.631,0.397,0.68,0.5,1.332,0.317,0,0.317
"70579501010538_ereg_211",0.467,0.469,0.392,0.876,0.478,0.825,0.419,0,0.419
"70579823010538_ereg_M211",0.829,0.853,0.623,0.576,0.39,0.337,0,0,0
"70579980010538_ereg_M211",0.622,0.882,0.633,0.764,0.613,1.044,0.495,0,0.495
"70580119010538_ereg_M211",0.444,0.736,0.571,0.694,0.436,0.824,0.498,0,0.498
"70580250010538_ereg_M211",0.308,0.324,0.431,0.456,0.221,0.634,0.22,0,0.22
"70580403010538_ereg_211",0.604,0.771,0.276,0.794,0.655,0.949,0.456,0,0.456
"70580673010538_ereg_211",0.856,0.822,0.521,0.861,0.501,1.493,0.446,0,0.446
"70580812010538_ereg_211",0.741,0.671,0.453,1.048,0.531,0.877,0.469,0,0.469
"70581692010538_ereg_211",0.748,0.867,0.601,0.666,0.581,0.937,0.355,0,0.355
"70581930010538_ereg_211",0.465,0.849,0.607,0.685,0.619,0.858,0.488,0,0.488
"70582711010538_ereg_M211",0.362,0.47,0.622,0.529,0.305,0.755,0.321,0,0.321
"70582845010538_ereg_M211",0.53,0.841,0.435,0.665,0.514,0.796,0.462,0,0.462
"70583284010538_ereg_211",0.726,0.971,0.333,1.023,0.774,1.396,0.497,0,0.497
"70583442010538_ereg_211",0.604,0.559,0.25,0.515,0.534,0.843,0.321,0,0.321
"70584381010538_ereg_M211",0.571,0.737,0.374,0.855,0.499,1.032,0.486,0,0.486
"70584555010538_ereg_M211",0.515,0.47,0.275,0.962,0.505,0.962,0.485,0,0.485
"70584792010538_ereg_211",0.409,0.815,0.577,0.876,0.757,1.085,0.5,0,0.5
"70585179010538_ereg_211",0.634,0.724,0.354,0.82,0.392,1.37,0.388,0,0.388
"70585444010538_ereg_211",0.755,0.529,0.614,0.475,0.589,1.331,0.226,0,0.226
"70585546010538_ereg_211",0.611,0.664,0.459,0.625,0.554,0.915,0.402,0,0.402
"70585734010538_ereg_211",0.499,0.65,0.229,0.65,0.515,1.055,0.47,0,0.47
"70585891010538_ereg_211",0.397,0.682,0.632,0.638,0.442,0.793,0.45,0,0.45
"70586388010538_ereg_211",0.28,0.237,0.17,0.231,0.153,0.303,0.14,0,0.14
"70586959010538_ereg_211",0.643,0.692,0.324,0.659,0.373,0.694,0.37,0,0.37
"70587096010538_ereg_211",0.464,0.663,0.298,0.755,0.462,0.884,0.496,0,0.496
"70588266010538_ereg_211",0.375,0.432,0.208,0.415,0.271,0.373,0.301,0,0.301
"70588660010538_ereg_M211",0.663,0.739,1.102,0.771,0.523,1.054,0.471,0,0.471
"70588866010538_ereg_211",0.649,0.958,1.239,0.929,0.287,1.815,0.482,0,0.482
"70588962010538_ereg_211",0.437,0.657,0.655,0.691,0.904,0.691,0.472,0,0.472
"70590087010538_ereg_M211",0.248,0.288,0.532,0.294,0.193,0.355,0.204,0,0.204
"70590310010538_ereg_M211",0.661,0.772,0.252,0.878,0.669,0.853,0.409,0,0.409
"70590574010538_ereg_211",0.346,0.337,0.224,0.743,0.57,0.625,0.33,0,0.33
"70590995010538_ereg_211",0.707,0.681,0.483,0.664,0.5,0.925,0.498,0,0.498
"70591234010538_ereg_211",0.636,0.772,0.542,0.929,0.658,0.93,0.427,0,0.427
"70592061010538_ereg_M211",0.745,0.865,1.115,0.889,0.389,1.393,0.5,0,0.5
"70592210010538_ereg_211",0.514,0.592,0.302,0.583,0.379,0.402,0.419,0,0.419
"70592462010538_ereg_M211",0.405,0.178,1.529,0.353,0.063,0.257,0,0,0
"70592994010538_ereg_211",0.715,0.587,0.439,0.697,0.633,1,0.377,0,0.377
"70593135010538_ereg_M211",0.265,0.328,1.525,0.367,0.156,0.517,0.213,0,0.213
"70593621010538_ereg_211",0.492,0.814,1.1,0.607,0.593,0.899,0.468,0,0.468
"70593788010538_ereg_M211",0.361,0.881,0.396,0.884,0.804,1.257,0.483,0,0.483
"70593955010538_ereg_M211",0.391,0.687,0.358,0.683,0.541,1.081,0.46,0,0.46
"70594049010538_ereg_M211",0.606,0.669,0.724,0.524,0.531,1.288,0.273,0,0.273
"70594178010538_ereg_M211",0.439,0.822,0.299,0.939,0.685,1.364,0.495,0,0.495
"70594452010538_ereg_M211",0.26,0.281,0.092,0.257,0.36,0.36,0.121,0,0.121
"70594574010538_ereg_M211",0.619,0.717,0.526,0.665,0.688,0.878,0.407,0,0.407
"70595058010538_ereg_M211",0.335,0.39,0.577,0.421,0.243,0.433,0.264,0,0.264
"70595237010538_ereg_M211",0.809,0.66,0.444,0.693,0.587,1.119,0.32,0,0.32
"70595399010538_ereg_211",0.51,0.654,0.572,0.654,0.497,0.735,0.471,0,0.471
"70595586010538_ereg_M211",0.619,0.709,0.61,0.777,0.456,0.59,0.465,0,0.465
"70595704010538_ereg_M211",0.683,0.613,0.207,0.643,0.64,0.977,0.318,0,0.318
"70596173010538_ereg_211",0.757,0.613,0.34,0.607,0.787,0.994,0.213,0,0.213
"70596715010538_ereg_M211",0.413,0.793,0.163,0.881,0.682,1.051,0.425,0,0.425
"70596870010538_ereg_M211",0.7,0.772,0.335,0.919,0.306,1.387,0.457,0,0.457
"70596991010538_ereg_M211",0.703,0.812,0.447,0.823,0.66,1.132,0.419,0,0.419
"70597277010538_ereg_M211",0.451,0.566,0.976,0.643,0.328,0.702,0.439,0,0.439
"70597405010538_ereg_211",0.403,0.712,0.469,0.616,0.522,0.893,0.47,0,0.47
"70597764010538_ereg_M211",0.686,0.442,0.28,0.62,0.338,0.855,0.304,0,0.304
"70598211010538_ereg_M211",0.637,0.691,0.908,0.699,0.516,1.006,0.426,0,0.426
"70598408010538_ereg_M211",0.793,0.742,0.44,0.584,0.612,0.899,0.268,0,0.268
"70598555010538_ereg_M211",0.492,0.636,0.57,0.739,0.431,0.801,0.451,0,0.451
"70598897010538_ereg_M211",0.554,0.733,0.407,0.748,0.444,0.889,0.492,0,0.492
"70599375010538_ereg_M211",0.727,0.513,0.509,0.45,0.521,0.895,0.236,0,0.236
"70599653010538_ereg_M211",0.554,0.588,0.191,0.632,0.611,0.898,0.31,0,0.31
"70599976010538_ereg_M211",0.484,0.536,0.235,0.577,0.525,0.642,0.326,0,0.326
"70600473010538_ereg_M211",0.503,0.641,0.367,0.807,0.439,1.124,0.449,0,0.449
"70601274010538_ereg_M211",0.648,0.84,0.371,0.768,0.657,0.914,0.35,0,0.35
"70601620010538_ereg_M211",0.437,0.321,1.615,0.332,0.146,0.442,0.157,0,0.157
"70601941010538_ereg_M211",0.793,0.71,0.294,0.75,0.672,1.246,0.37,0,0.37
"70602090010538_ereg_M211",0.252,0.004,0.435,0.164,0.039,0.231,0,0,0
"70602545010538_ereg_M211",0.526,0.763,0.438,0.722,0.53,0.63,0.486,0,0.486
"70602730010538_ereg_M211",0.409,0.544,0.405,1.213,0.598,0.973,0.491,0,0.491
"70602911010538_ereg_M211",0.65,0.846,1.403,0.649,0.579,1.084,0.495,0,0.495
"70603048010538_ereg_M211",0.518,0.424,0.541,0.283,0.441,0.405,0,0,0
"70603174010538_ereg_211",0.417,0.452,0.511,0.31,0.208,0.334,0.239,0,0.239
"70603753010538_ereg_211",1.173,0.81,0.706,0.702,0.293,0.829,0.453,0,0.453
"70604067010538_ereg_211",0.157,0.365,0.404,0.412,0.856,0.465,0,0,0
"70604449010538_ereg_211",0.593,0.549,0.42,0.552,0.556,0.77,0.33,0,0.33
"70604610010538_ereg_M211",0.567,0.936,0.633,0.818,0.713,1.115,0.499,0,0.499
"70604865010538_ereg_M211",0.579,0.531,0.385,0.495,0.442,0.712,0.257,0,0.257
"70605004010538_ereg_M211",0.556,0.541,0.311,0.959,0.542,1.089,0.497,0,0.497
"70605397010538_ereg_M211",0.682,0.698,0.562,0.593,0.597,0.955,0.348,0,0.348
"70605492010538_ereg_M211",0.76,0.065,0.477,0.197,0.242,0.534,0,0,0
"70605863010538_ereg_M211",0.483,0.718,0.404,0.737,0.443,0.858,0.482,0,0.482
"70606516010538_ereg_211",0.449,0.905,1.553,0.57,0.748,0.93,0.498,0,0.498
"70606812010538_ereg_211",0.44,0.713,0.502,0.758,0.97,0.761,0.451,0,0.451
"70606939010538_ereg_211",0.434,0.77,1.225,0.739,0.743,0.823,0.5,0,0.5
"70607469010538_ereg_211",0.597,0.306,0.206,1.133,0.743,0.897,0.501,0,0.501
"70607889010538_ereg_M211",0.777,0.819,0.243,0.952,0.6,1.413,0.463,0,0.463
"70608160010538_ereg_M211",0.555,0.733,0.837,0.708,0.417,0.753,0.485,0,0.485
"70608512010538_ereg_M211",0.461,0.631,0.36,0.636,0.561,0.904,0.445,0,0.445
"70608680010538_ereg_M211",0.427,0.693,0.373,0.686,0.418,0.835,0.501,0,0.501
"70609459010538_ereg_211",0.697,0.925,0.605,0.919,0.851,1.577,0.499,0,0.499
"70610019010538_ereg_M211",0.638,0.73,0.273,0.819,0.511,0.811,0.486,0,0.486
"70610256010538_ereg_M211",0.396,0.553,0.2,0.544,0.427,0.874,0.442,0,0.442
"70610349010538_ereg_M211",0.169,0.003,0.292,0.11,0.026,0.155,0,0,0
"70610696010538_ereg_M211",0.461,0.312,1.249,0.88,0.451,0.75,0.364,0,0.364
"70611678010538_ereg_M211",0.389,0.329,0.357,0.3,0.338,0.757,0.153,0,0.153
"70612381010538_ereg_M211",0.454,0.606,0.359,1.112,0.611,1.002,0.489,0,0.489
"70613099010538_ereg_M211",0.345,0.558,0.279,0.55,0.331,0.551,0.377,0,0.377
"70613452010538_ereg_M211",0.329,0.421,0.33,0.523,0.279,0.789,0.353,0,0.353
"70613748010538_ereg_M211",0.053,0.009,0.015,0,0,0.073,0,0,0
"70614135010538_ereg_M211",0.527,0.636,0.334,0.801,0.489,1.131,0.497,0,0.497
"70614306010538_ereg_M211",0.459,0.469,0.21,0.459,0.301,0.344,0.334,0,0.334
"70614765010538_ereg_M211",0.596,0.666,0.439,0.637,0.419,0.532,0.466,0,0.466
"70614881010538_ereg_M211",0.593,0.727,0.363,0.743,0.68,0.827,0.407,0,0.407
"70615315010538_ereg_211",0.558,0.681,0.966,0.685,0.722,0.876,0.485,0,0.485
"70615736010538_ereg_211",0.298,0.628,1.37,0.966,1.796,0.394,0.494,0,0.494
"70615819010538_ereg_211",0.502,0.614,0.727,0.67,0.506,0.856,0.488,0,0.488
"70616097010538_ereg_211",1.031,1.019,1.307,0.667,0.43,0.643,0.494,0,0.494
"70616848010538_ereg_211",0.461,0.222,0.54,0.137,0.181,0.45,0,0,0
"70617447010538_ereg_211",0.715,0.615,0.365,0.727,1.269,0.499,0.291,0,0.291
"70617517010538_ereg_211",0.338,0.499,0.35,0.494,0.318,0.568,0.356,0,0.356
"70617657010538_ereg_211",0.794,0.342,0.71,0.191,0.524,1.594,0,0,0
"70617790010538_ereg_211",0.484,0.627,0.613,0.619,0.452,0.641,0.404,0,0.404
"70617979010538_ereg_211",0.475,0.717,0.733,0.767,0.655,0.997,0.5,0,0.5
"70618333010538_ereg_211",0.29,0.302,0.13,0.298,0.196,0.147,0.217,0,0.217
"70618800010538_ereg_211",0.415,0.856,1.394,0.574,0.428,0.562,0.499,0,0.499
"70619133010538_ereg_211",0.559,0.711,0.381,0.828,0.458,0.974,0.476,0,0.476
"70619460010538_ereg_211",0.392,0.689,0.357,0.937,0.469,1.232,0.469,0,0.469
"70619594010538_ereg_211",0.479,0.648,0.586,0.635,0.394,0.634,0.425,0,0.425
"70619764010538_ereg_211",0.5,0.527,1.205,0.713,0.444,0.742,0.475,0,0.475
"70620434010538_ereg_211",0.493,0.605,0.281,0.663,0.448,0.577,0.404,0,0.404
"70620650010538_ereg_211",0.585,0.619,0.266,0.6,0.388,0.492,0.494,0,0.494
"70620790010538_ereg_211",0.466,0.581,0.519,0.588,0.395,0.491,0.437,0,0.437
"70621374010538_ereg_211",0.652,0.7,1.056,0.809,0.653,0.857,0.43,0,0.43
"70621611010538_ereg_211",0.442,0.566,1.658,0.605,0.426,0.758,0.445,0,0.445
"70621760010538_ereg_211",0.311,0.588,1.296,0.494,0.287,0.802,0.477,0,0.477
"70621889010538_ereg_211",0.432,0.598,0.751,0.627,0.359,0.778,0.451,0,0.451
"70622003010538_ereg_211",0.547,0.544,0.804,0.885,0.575,0.877,0.499,0,0.499
"70622184010538_ereg_211",0.585,0.681,0.503,0.778,0.645,0.776,0.429,0,0.429
"70622348010538_ereg_211",0.546,0.57,1.307,0.486,0.314,0.359,0.402,0,0.402
"70623525010538_ereg_211",0.527,0.464,0.61,0.725,0.472,0.537,0.435,0,0.435
"70623612010538_ereg_211",0.674,0.728,0.553,0.665,0.752,1.643,0.343,0,0.343
"70623888010538_ereg_211",0.387,0.468,0.686,0.522,0.294,0.686,0.458,0,0.458
"70624035010538_ereg_211",0.514,0.524,0.257,0.508,0.326,0.393,0.459,0,0.459
"70624156010538_ereg_211",0.644,0.777,0.365,0.871,0.52,1.222,0.496,0,0.496
"70625064010538_ereg_221",0.725,0.753,0.602,0.828,0.361,1.485,0.49,0,0.49
"70625292010538_ereg_221",0.744,0.849,0.948,0.955,0.518,1.012,0.495,0,0.495
"70625470010538_ereg_221",0.759,0.799,0.728,0.772,0.868,0.803,0.496,0,0.496
"70625663010538_ereg_221",0.878,1.006,1.446,0.52,0.308,0.841,0.5,0,0.5
"70626436010538_ereg_221",0.651,0.782,1.012,0.37,0.097,0.447,0.364,0,0.364
"71020579010661_ereg_251",0.786,0.78,0.356,0.65,0.788,0.547,0,0,0
"71022243010661_ereg_251",0.955,0.44,0.629,0.567,0.269,0.453,0.316,0,0.316
"71032028010661_ereg_332",0.1,0.05,0.023,0.023,0.085,0.058,0,0,0
"71074687010661_ereg_251",1.099,0.39,0.45,0.449,0.071,0.516,0,0,0
"71076557010661_ereg_332",0.233,0.122,0.125,0.278,0.204,0.249,0,0,0
"71077611010661_ereg_251",0.689,0.394,0.295,0.262,0.462,0.767,0,0,0
"71154417010661_ereg_332",0.24,0.189,0.395,1.021,0.212,0.854,0,0,0
"71242198010478_ereg_232",0.194,0.173,0.681,0.313,0.15,0.32,0.2,0.134,0.237
"71242531010478_ereg_232",0.451,0.188,1.093,0.707,0.333,0.887,0.47,0,0.47
"71242595010478_ereg_232",0.702,0.649,0.333,0.114,0.224,0.377,0,0,0
"71242853010478_ereg_232",0,0,0,0,0,0,0,0,0
"71243957010478_ereg_231",0.725,0.596,0.508,0.207,0.472,0.215,0,0,0
"71244284010478_ereg_231",0.639,0.398,0.986,0.852,0.626,0.599,0.48,0,0.48
"71244483010478_ereg_231",0.803,0.632,0.876,0.691,0.586,0.505,0.449,0,0.449
"71244723010478_ereg_231",1.052,0.615,0.774,0.818,0.581,0.605,0.439,0,0.439
"71244823010478_ereg_231",0.736,0.735,0.362,0.238,0.376,0.241,0,0,0
"71246403010478_ereg_231",0.109,0.079,0.081,0.267,0.234,0.269,0,0,0
"71246470010478_ereg_255",0.013,0,0.105,0,0,0,0,0,0
"71246990010478_ereg_255",0.686,0.665,0.205,0.437,0.765,0.1,0,0,0
"71247116010478_ereg_231",0.782,0.25,0.315,0.444,0.272,0.231,0,0,0
"71248812010478_ereg_232",0.173,0.08,0.451,0.318,0.131,0.356,0.216,0,0.216
"71249737010478_ereg_232",0.674,0.594,0.343,0.152,0.243,0.152,0,0,0
"71249789010478_ereg_232",0.781,0.427,0.897,0.796,0.413,0.677,0.452,0,0.452
"71249856010478_ereg_232",0.301,0.176,0.727,0.466,0.302,0.332,0.259,0,0.259
"71250298010478_ereg_232",0.542,0.369,0.728,0.474,0.185,0.298,0.325,0,0.325
"71250586010478_ereg_232",0.013,0.003,0.001,0.03,0.04,0.038,0,0,0
"71250671010478_ereg_232",0.256,0.416,1.087,0.563,0.379,0.527,0.386,0,0.386
"71252110010478_ereg_231",0.659,0.394,0.763,0.766,0.82,0.574,0.498,0,0.498
"71252232010478_ereg_231",0.806,0.472,0.839,0.746,0.358,0.584,0.455,0,0.455
"71252313010478_ereg_231",0.929,0.751,1.106,0.804,0.538,0.573,0.489,0,0.489
"71253157010478_ereg_231",0.055,0.24,0.92,0.763,0.558,0.635,0.494,0,0.494
"71253801010478_ereg_231",0.517,0.403,0.927,0.706,0.642,0.512,0.438,0,0.438
"71254103010478_ereg_231",0.859,0.62,1.035,0.768,0.339,0.698,0.474,0,0.474
"71254300010478_ereg_231",0.257,0.366,0.987,0.684,0.623,1.191,0.452,0,0.452
"71254690010478_ereg_255",0.473,0.474,0.348,0.1,0.22,0.111,0,0,0
"71254934010478_ereg_231",0.768,0.611,1.111,0.701,0.319,0.605,0.5,0,0.5
"71255073010478_ereg_231",0.761,0.703,0.271,0.218,0.43,0.327,0,0,0
"71255511010478_ereg_255",0.665,0.652,0.272,0.13,0.27,0.173,0,0,0
"71256321010478_ereg_232",0.304,0.138,0.736,0.546,0.42,0.506,0.31,0,0.31
"71257711010478_ereg_232",0.194,0.204,1.036,0.522,0.302,0.615,0.321,0,0.321
"71258709010478_ereg_232",0.844,0.547,0.595,0.505,0.242,0.367,0.238,0,0.238
"71260616010478_ereg_231",0.55,0.523,0.33,0.108,0.279,0.111,0,0,0
"71260980010478_ereg_231",0.627,0.434,0.86,0.827,0.913,0.445,0.381,0,0.381
"71261247010478_ereg_255",0.893,0.79,0.264,0.251,0.413,0.259,0.025,0,0.025
"71261680010478_ereg_255",0.431,0.288,0.023,0.229,0.426,0.024,0,0,0
"71261951010478_ereg_232",0.674,0.707,0.926,0.266,0.229,0.263,0.154,0,0.154
"71262989010478_ereg_255",0,0,0,0,0,0,0,0,0
"71263255010478_ereg_255",0.647,0.571,0.666,0.44,0.402,0.478,0.31,0,0.31
"71263408010478_ereg_255",0.538,0.646,0.222,0.203,0.267,0.213,0.141,0,0.141
"71263716010478_ereg_231",0.904,0.673,1.115,0.682,0.448,0.518,0.498,0,0.498
"71265196010478_ereg_255",0.555,0.534,0.139,0.098,0.223,0.102,0,0,0
"71265294010478_ereg_231",0.782,0.645,0.427,0.305,0.511,0.177,0,0,0
"71265340010478_ereg_231",0,0,0,0,0,0,0,0,0
"71267395010478_ereg_255",0.595,0.866,0.379,0.142,0.284,0.41,0.235,0,0.235
"71268474010478_ereg_231",0.683,0.503,1.111,0.677,0.327,0.461,0.441,0,0.441
"71268856010478_ereg_231",0.901,0.586,1.127,0.764,0.387,0.463,0.501,0,0.501
"71271077010478_ereg_255",0.442,0.346,1.099,0.744,0.373,0.609,0.501,0,0.501
"71271154010478_ereg_255",1.002,0.791,0.17,0.385,0.825,0.143,0.076,0,0.076
"71271383010478_ereg_255",0.735,0.725,0.413,0.207,0.344,0.428,0.236,0,0.236
"71271975010478_ereg_255",0.696,0.758,0.196,0.363,0.347,0.082,0,0,0
"71272322010478_ereg_232",0.971,0.736,1.126,0.625,0.354,0.491,0.43,0,0.43
"71272654010478_ereg_231",0.434,0.34,0.601,0.185,0.338,0.41,0,0,0
"71272828010478_ereg_231",0.882,0.781,0.496,0.383,0.39,0.305,0.216,0,0.216
"71272903010478_ereg_255",0.717,0.535,0.523,0.795,0.999,0.443,0.486,0,0.486
"71273097010478_ereg_255",0.527,0.533,0.391,0.098,0.222,0.102,0,0,0
"71273175010478_ereg_255",0.548,0.643,0.246,0.114,0.214,0.273,0.138,0,0.138
"71273264010478_ereg_255",0.039,0.01,0.002,0.09,0.122,0.116,0,0,0
"71273667010478_ereg_231",0.648,0.545,1.079,0.742,0.458,0.593,0.497,0,0.497
"71273740010478_ereg_255",0.461,0.357,0.649,0.414,0.127,0.221,0.231,0,0.231
"71274177010478_ereg_232",0.375,0.324,0.087,0.172,0.317,0.221,0,0,0
"71274607010478_ereg_232",0,0,0,0,0,0,0,0,0
"71274652010478_ereg_232",0.512,0.37,0.826,0.518,0.194,0.395,0.366,0,0.366
"71275419010478_ereg_231",0.684,0.617,0.299,0.17,0.435,0.178,0,0,0
"71275891010478_ereg_231",0.739,0.617,0.563,0.473,0.507,0.344,0.242,0,0.242
"71276438010478_ereg_231",0.853,0.816,0.633,0.224,0.172,0.582,0.322,0,0.322
"71277056010478_ereg_231",0.047,0.012,0.002,0.109,0.148,0.141,0,0,0
"71277708010478_ereg_231",0.845,0.77,0.835,0.381,0.149,0.373,0.274,0,0.274
"71279177010478_ereg_231",0.691,0.593,0.727,0.662,0.684,0.562,0.482,0,0.482
"71279268010478_ereg_231",0.453,0.385,1.125,0.618,0.365,0.566,0.425,0,0.425
"71279725010478_ereg_255",0.763,0.578,0.252,0.461,0.748,0.223,0,0,0
"71280093010478_ereg_255",0.837,0.539,1.076,0.766,0.453,0.433,0.478,0,0.478
"71280237010478_ereg_255",0.32,0.218,0.519,0.298,0.169,0.182,0.204,0,0.204
"71280625010478_ereg_255",0.512,0.548,0.282,0.213,0.258,0.076,0,0,0
"71281191010478_ereg_232",0.483,0.361,0.319,0.079,0.198,0.5,0.099,0.099,0
"71281888010478_ereg_232",0.816,0.325,1.127,0.735,0.323,0.605,0.489,0.059,0.49
"71282078010478_ereg_232",0.554,0.382,0.351,0.269,0.241,0.61,0.26,0.26,0
"71282419010478_ereg_232",0.883,0.579,0.274,0.136,0.286,0.609,0,0,0
"71282773010478_ereg_232",0.777,0.62,1.031,0.66,0.348,0.518,0.452,0,0.452
"71283992010478_ereg_232",0.864,0.475,1.01,0.641,0.268,0.671,0.442,0,0.442
"71284202010478_ereg_255",0.724,0.606,0.127,0.139,0.395,0.16,0,0,0
"71284320010478_ereg_255",0.475,0.611,0.58,0.247,0.26,0.714,0.437,0,0.437
"71284547010478_ereg_231",0.146,0.145,0.424,0.311,0.102,0.312,0.234,0,0.234
"71286368010478_ereg_232",0.209,0.165,0.681,0.383,0.165,0.346,0.267,0,0.267
"71286452010478_ereg_255",0.554,0.373,0.793,0.539,0.182,0.486,0.379,0,0.379
"71286562010478_ereg_255",0.815,0.575,0.912,0.688,0.524,0.376,0.405,0,0.405
"71286799010478_ereg_232",0.593,0.48,0.878,0.585,0.26,0.527,0.459,0,0.459
"71287076010478_ereg_231",0.549,0.493,0.318,0.148,0.386,0.191,0,0,0
"71287808010478_ereg_231",0.701,0.601,0.537,0.526,0.516,0.667,0.495,0,0.495
"71288855010478_ereg_232",0.835,0.779,1.376,0.469,0.331,0.717,0.421,0,0.421
"72739043010538_ereg_221",0.717,1.13,0.503,0.369,0.53,0.72,0,0,0
"72739614010538_ereg_221",0.639,0.699,0.377,0.443,1.478,1.28,0,0,0
"72739861010538_ereg_221",0.451,0.346,0.145,0.435,0.338,0.032,0,0,0
"72739980010538_ereg_221",0.424,0.485,0.282,0.4,0.232,0.706,0,0,0
"72740908010538_ereg_223",0.224,0.52,0.521,0.995,0.24,1.29,0.501,0,0.501
"72741035010538_ereg_223",0.615,0.645,0.727,0.811,0.588,0.737,0.374,0,0.374
"72741136010538_ereg_223",0.615,0.572,0.33,0.424,0.544,0.337,0.111,0,0.111
"72741223010538_ereg_221",0.598,0.973,0.555,0.567,0.992,0.226,0,0,0
"72741914010538_ereg_221",0.203,0.208,0.192,0.247,0.317,0.491,0,0,0
"72742188010538_ereg_221",0.714,0.537,0.503,0.358,0.213,0.572,0,0,0
"72742291010538_ereg_221",0.188,0.213,0.417,0.465,1.448,0.18,0,0,0
"72742618010538_ereg_221",1.084,0.812,0.5,0.482,0.946,0.425,0.145,0,0.145
"72742950010538_ereg_221",0.551,0.505,0.52,0.54,0.777,0.139,0,0,0
"72743019010538_ereg_221",0.635,0.352,0.292,0.513,1.045,0.133,0,0,0
"72743642010538_ereg_221",0.688,0.784,0.673,0.339,0.914,0.284,0,0,0
"72743771010538_ereg_221",0.802,0.961,0.437,0.476,0.588,0.198,0.153,0,0.153
"72744899010538_ereg_221",0.465,0.231,0.36,0.162,0.236,0.803,0,0,0
"72745148010538_ereg_222",0.788,0.809,0.191,0.381,0.777,0.097,0,0,0
"72745381010538_ereg_221",0.341,0.81,0.672,0.35,0.602,0.398,0,0,0
"72745470010538_ereg_221",0.124,0.385,0.193,0.403,0.945,0.134,0,0,0
"72745554010538_ereg_221",0.25,0.644,0.837,0.389,1.519,0.66,0,0,0
"72745627010538_ereg_221",0.556,0.685,0.267,0.415,0.589,0.2,0,0,0
"72745836010538_ereg_221",0.278,0.344,0.395,0.755,1.228,0.687,0,0,0
"72745911010538_ereg_221",0.932,0.893,0.805,0.399,0.518,0.983,0,0,0
"72746946010538_ereg_222",0.642,0.686,0.302,0.383,0.289,0.259,0.103,0,0.103
"72747839010538_ereg_221",0.426,0.368,0.149,0.572,1.463,0.178,0,0,0
"72748000010538_ereg_221",0.499,0.456,0.229,0.647,1.57,0.233,0,0,0
"72748342010538_ereg_222",0.735,0.52,0.31,0.308,0.698,0.275,0,0,0
"72749149010538_ereg_222",0.219,0.262,0.268,0.198,0.604,0.223,0,0,0
"72749614010538_ereg_221",0.392,0.223,0.105,0.348,0.875,0.123,0,0,0
"72749904010538_ereg_221",0.416,0.098,0.381,0.26,0.448,1.067,0,0,0
"72749985010538_ereg_221",0.189,0.317,0.273,0.356,0.239,0.405,0,0,0
"72750078010538_ereg_221",0.456,0.571,0.319,0.238,0.496,0.209,0,0,0
"72750167010538_ereg_221",0.53,0.94,0.677,0.59,0.851,0.342,0,0,0
"72751177010538_ereg_221",0.904,0.568,0.341,0.703,1.288,0.182,0,0,0
"72752037010538_ereg_221",0.237,0.215,0.275,0.258,0.34,0.194,0,0,0
"72752218010538_ereg_221",0.192,0.228,0.256,0.229,0.297,0.222,0,0,0
"72754239010538_ereg_222",1.222,0.994,0.394,0.681,0.794,0.209,0,0,0
"72754579010538_ereg_221",0.242,0.269,0.543,0.339,0.73,0.306,0,0,0
"72755185010538_ereg_221",0.317,0.158,0.074,0.073,0.27,0.183,0,0,0
"72755242010538_ereg_221",0.3,0.496,0.508,0.526,1.106,0.695,0,0,0
"72755339010538_ereg_222",0.407,0.365,0.12,0.057,0.37,0.163,0,0,0
"72756603010538_ereg_221",0.69,0.48,0.41,0.41,1.099,0.243,0,0,0
"72756723010538_ereg_221",0.576,0.517,0.497,0.289,0.449,0.225,0,0,0
"72757144010538_ereg_221",0.476,0.653,0.628,0.588,1.01,0.417,0.273,0,0.273
"72757505010538_ereg_222",0.817,1.397,0.387,0.693,0.851,0.358,0,0,0
"72758397010538_ereg_221",1.404,1.241,0.505,0.387,0.662,0.878,0,0,0
"72758580010538_ereg_221",0.723,0.51,0.383,0.557,1.506,0.365,0,0,0
