"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"121294963010478_ereg_M231",-0.294,-0.131,1.23,-1.077,-1.109,-1.059,0.044,0,0.956
"121295170010478_ereg_M231",-0.037,0.076,0.862,-0.751,-0.815,-0.748,0.358,0,0.642
"121296083010478_ereg_M231",0.666,1.005,0.007,-0.099,-0.255,0.483,0.975,0,0.025
"121296210010478_ereg_M223",0.924,0.453,0.528,-0.25,-0.605,-0.296,0.775,0,0.225
"121296401010478_ereg_M223",0.418,0.389,0.265,-0.161,-0.342,-0.384,0.759,0,0.241
"121296744010478_ereg_M223",-0.204,-0.045,1.132,-0.968,-1.011,-0.938,0.156,0,0.844
"121297189010478_ereg_234",1.271,1.267,0.423,0.45,0.046,-0.035,1,0,0
"121297317010478_ereg_234",0.979,0.936,0.258,-0.117,-0.271,-0.189,1,0,0
"121297647010478_ereg_231",0.126,0.365,1.474,-0.865,-0.674,-0.584,0.501,0,0.499
"121298172010478_ereg_223",0.456,0.379,-0.15,-0.198,-0.217,-0.642,0.703,0,0.297
"121298443010478_ereg_223",0.524,0.121,-0.042,0.153,-0.055,-0.187,0.832,0,0.168
"121298513010478_ereg_223",0.781,0.613,0.286,-0.001,-0.253,-0.031,1,0,0
"121298980010478_ereg_234",0.999,1.112,0.431,0.023,-0.31,-0.104,1,0,0
"121300101010478_ereg_M231",1.318,0.401,0.234,0.282,-0.298,0.205,1,0,0
"121300437010478_ereg_M231",1.084,0.204,0.135,0.495,0.481,0.034,0.995,0,0.005
"121300673010478_ereg_231",0.815,0.818,0.111,-0.22,-0.391,-0.374,0.888,0,0.112
"121300880010478_ereg_M231",0.222,0.105,0.877,-0.622,-0.839,-0.572,0.391,0,0.609
"121301113010478_ereg_M231",-0.103,0.039,1.097,-0.914,-0.959,-0.92,0.193,0,0.807
"121301306010478_ereg_M231",-0.287,-0.101,1.253,-1.05,-1.037,-1.006,0.094,0,0.906
"121301374010478_ereg_M231",0.424,0.471,0.477,-0.375,-0.441,-0.425,0.726,0,0.274
"121301633010478_ereg_M223",1.063,0.714,0.161,0.06,-0.36,-0.04,0.995,0,0.005
"121302043010478_ereg_M223",0.77,0.349,0.233,-0.17,-0.372,-0.19,0.914,0,0.086
"121302158010478_ereg_M223",1.371,0.613,0.433,0.261,-0.443,0.265,1,0,0
"121302243010478_ereg_M223",0.293,0.284,0.268,-0.169,-0.273,-0.151,0.883,0,0.117
"121302386010478_ereg_231",-0.885,-0.196,0.187,0.792,1.266,-0.281,1,0,0
"121302549010478_ereg_231",0.257,0.065,-0.474,-0.313,-0.217,-0.988,0.489,0,0.511
"121302662010478_ereg_M231",0.049,0.195,0.868,-0.798,-0.867,-0.845,0.321,0,0.679
"121302762010478_ereg_231",1.162,0.55,0.372,-0.034,-0.644,-0.094,0.844,0,0.156
"121303158010478_ereg_231",-0.141,0.133,1.12,-0.641,-0.342,-0.495,0.591,0,0.409
"121303266010478_ereg_M231",1.188,1.122,0.42,0.275,-0.397,0.164,1,0,0
"121303778010478_ereg_223",1.063,0.846,0.298,-0.124,-0.389,-0.142,1,0,0
"121304316010478_ereg_223",1.364,1.038,0.549,0.307,-0.418,0.094,1,0,0
"121304353010478_ereg_M223",0.241,0.082,0.276,0.12,0.234,0,1,0,0
"121304421010478_ereg_M223",0.954,0.468,0.478,0.186,-0.196,0.303,1,0,0
"121304689010478_ereg_M223",1.439,0.868,0.635,0.377,-0.305,0.296,1,0,0
"121305239010478_ereg_223",0.99,0.646,0.345,0.003,-0.491,0.08,1,0,0
"121305689010478_ereg_231",0.81,0.818,0.6,-0.15,-0.341,-0.156,1,0,0
"121306621010478_ereg_231",0.594,0.608,0.424,-0.146,-0.28,-0.107,1,0,0
"121308682010478_ereg_M223",0.913,0.379,0.469,0.14,-0.446,0.243,1,0,0
"121310277010478_ereg_M223",0.657,0.414,0.055,-0.155,-0.308,-0.293,0.862,0,0.138
"121312210010478_ereg_M231",-0.229,-0.059,1.178,-1.015,-1.052,-1.004,0.105,0,0.895
"121313065010478_ereg_M231",-0.342,-0.149,1.241,-1.083,-1.1,-1.055,0.048,0,0.952
"121313148010478_ereg_M231",0.372,0.16,0.802,-0.361,-0.571,-0.327,0.573,0,0.427
"121313816010478_ereg_231",-0.652,-0.036,0.094,0.073,0.183,-0.207,1,0,0
"121314000010478_ereg_231",0.286,0.508,1.18,-0.735,-0.631,-0.487,0.614,0,0.386
"121314607010478_ereg_231",0.597,0.63,0.316,-0.02,-0.371,-0.076,1,0,0
"121315049010478_ereg_234",-0.565,-0.455,0.539,-0.226,-0.286,0.145,1,0,0
"121315967010478_ereg_231",0.935,0.754,0.424,-0.06,-0.391,-0.013,1,0,0
"121316043010478_ereg_231",-0.148,0.038,-0.006,-0.345,0.465,-0.443,1,0,0
"121316169010478_ereg_231",0.862,0.926,0.345,0.008,-0.087,-0.211,1,0,0
"121316632010478_ereg_231",0.282,0.17,0.553,-0.092,-0.354,0.171,1,0,0
"121317090010478_ereg_M231",0.512,0.23,-0.248,0.286,0.195,0.563,1,0,0
"121317158010478_ereg_231",0.238,0.336,0.813,-0.416,-0.337,-0.284,0.799,0,0.201
"121317231010478_ereg_M231",-0.163,-0.119,1.031,-0.764,-0.793,-0.652,0.333,0,0.667
"121317472010478_ereg_M231",-0.454,0.045,2.202,-1.399,-0.844,-0.954,0.166,0,0.834
"121317720010478_ereg_231",-0.626,-0.082,2.351,-1.527,-0.897,-1.017,0.086,0,0.914
"121317807010478_ereg_231",-0.095,-0.072,0.095,-0.042,-0.062,0.026,1,0,0
"121318759010478_ereg_223",0.405,0.154,-0.147,-0.082,-0.161,-0.541,0.675,0,0.325
"121318878010478_ereg_223",0.488,0.454,-0.077,-0.206,-0.27,-0.481,0.794,0,0.206
"121318964010478_ereg_M223",0.739,0.588,0.091,0.279,0.085,0.008,1,0,0
"121319210010478_ereg_223",-0.347,-0.723,-1.021,-0.353,-0.05,-1.484,0.14,0,0.86
"121319284010478_ereg_223",0.54,0.35,-0.019,-0.046,-0.226,-0.215,0.895,0,0.105
"121319428010478_ereg_223",0.627,0.605,-0.021,-0.208,-0.296,-0.494,0.806,0,0.194
"121319642010478_ereg_223",0.705,0.682,0.21,-0.241,-0.375,-0.346,0.862,0,0.138
"121319984010478_ereg_223",0.732,0.364,0.646,-0.219,-0.496,-0.254,0.741,0,0.259
"121320044010478_ereg_223",-0.165,-0.115,0.954,-0.934,-0.941,-0.992,0.166,0,0.834
"121320321010478_ereg_M223",0.477,0.518,0.118,0.239,0.118,0.015,1,0,0
"121320472010478_ereg_234",0.151,0.088,0.34,0.325,0.277,0.089,0.976,0,0.024
"121320550010478_ereg_234",0.64,0.681,0.372,-0.03,-0.215,-0.111,1,0,0
"121320907010478_ereg_231",-0.692,-0.117,2.44,-1.585,-0.918,-1.057,0.046,0,0.954
"121321240010478_ereg_M223",0.466,0.301,0.839,-0.307,-0.575,-0.355,0.587,0,0.413
"121321436010478_ereg_M223",1.494,1.075,0.657,0.36,-0.42,0.186,1,0,0
"121321650010478_ereg_M223",0.403,-0.068,0.438,-0.08,-0.536,0.413,1,0,0
"121322009010478_ereg_231",-0.698,-0.366,1.055,-0.005,-0.176,-0.243,0.695,0,0.305
"121322415010478_ereg_231",-0.117,-0.011,0.028,0.029,0.202,-0.11,1,0,0
"121322499010478_ereg_231",-0.047,0.256,0.936,-0.495,-0.261,-0.478,0.671,0,0.329
"121323134010478_ereg_234",-0.069,0.034,-0.063,0.003,0.23,-0.079,1,0,0
"121323484010478_ereg_234",-0.055,-0.023,0.105,-0.007,-0.068,0.034,1,0,0
"121323570010478_ereg_234",-0.422,0.105,0.329,0.556,0.857,-0.262,1,0,0
"121324413010478_ereg_231",0.753,0.703,0.271,-0.066,-0.249,-0.124,1,0,0
"121325003010478_ereg_231",-0.236,-0.149,0.605,-0.818,-0.753,-1.095,0.162,0,0.838
"121325084010478_ereg_231",0.817,0.266,0.521,-0.312,-0.787,-0.338,0.64,0,0.36
"121325350010478_ereg_231",0.157,0.308,0.579,-0.417,-0.46,-0.529,0.624,0,0.376
"121325989010478_ereg_234",-0.048,0.028,0.464,-0.227,-0.382,0.046,1,0,0
"121326076010478_ereg_234",0.534,0.209,0.582,0.033,-0.281,0.285,1,0,0
"121326439010478_ereg_M223",0.358,0.372,0.051,0.055,-0.133,0.046,1,0,0
"121326514010478_ereg_223",0.544,0.277,0.7,-0.424,-0.637,-0.411,0.632,0,0.368
"121326874010478_ereg_M223",1.231,0.633,0.476,0.238,-0.29,0.16,0.999,0,0.001
"121327147010478_ereg_M223",1.062,0.685,0.519,0.17,-0.466,0.225,1,0,0
"121327396010478_ereg_223",1.218,0.575,0.2,-0.016,-0.492,-0.049,1,0,0
"121327492010478_ereg_223",0.272,-0.15,-0.357,-0.069,-0.178,-0.475,0.696,0,0.304
"121327562010478_ereg_223",0.405,0.327,-0.218,-0.247,-0.245,-0.679,0.678,0,0.322
"121327956010478_ereg_223",0.973,0.623,0.099,-0.092,-0.45,-0.207,0.905,0,0.095
"121328546010478_ereg_231",-0.553,-0.406,0.662,-0.349,-0.474,0.169,0.953,0,0.047
"121328820010478_ereg_234",0,0,0,0,0,0,1,0,0
"121328990010478_ereg_234",-0.074,0.08,0.008,-0.265,0.361,-0.356,1,0,0
"121329527010478_ereg_234",-0.05,0.013,-0.002,-0.116,0.157,-0.15,1,0,0
"121329691010478_ereg_234",0.748,0.876,0.242,0.186,-0.128,-0.079,1,0,0
"121329771010478_ereg_234",0.467,0.529,0.136,0.101,-0.094,-0.033,1,0,0
"121330265010478_ereg_M231",1.241,0.437,0.118,0.176,-0.412,0.151,0.991,0,0.009
"121330340010478_ereg_M231",0.236,0.182,1.061,-0.629,-0.841,-0.66,0.342,0,0.658
"121330436010478_ereg_M231",-0.253,-0.06,1.197,-1.054,-1.089,-1.04,0.079,0,0.921
"121330779010478_ereg_M231",1.212,0.526,0.71,0.282,-0.317,0.447,1,0,0
"121331526010478_ereg_231",0.639,0.368,0.266,0.02,-0.412,0.409,1,0,0
"121332035010478_ereg_231",0.114,0.199,0.567,-0.484,-0.416,-0.235,0.804,0,0.196
"121332139010478_ereg_M223",1.376,0.695,0.318,0.189,-0.477,0.123,1,0,0
"121332358010478_ereg_M223",0.556,0.196,0.532,-0.208,-0.422,-0.262,0.682,0,0.318
"121332459010478_ereg_M223",0.484,0.094,0.377,0.515,0.399,0.191,1,0,0
"121332609010478_ereg_M223",0.384,0.013,-0.222,-0.049,-0.202,-0.333,0.788,0,0.212
"121332693010478_ereg_M223",0.459,0.358,0.285,0.192,-0.045,0.273,1,0,0
"121332777010478_ereg_M223",0.802,0.672,0.468,0.226,-0.292,0.13,1,0,0
"121332849010478_ereg_M223",0.163,0.232,0.27,0.874,-0.203,0.709,1,0,0
"121332902010478_ereg_M223",1.053,0.766,0.344,0.366,-0.09,0.331,1,0,0
"121332990010478_ereg_M223",0.542,0.339,0.162,0.138,-0.006,0.072,1,0,0
"121333148010478_ereg_M223",1.195,0.744,0.563,0.301,-0.305,0.26,1,0,0
"121333350010478_ereg_M223",1.267,0.559,0.45,0.164,-0.374,0.102,0.968,0,0.032
"121333412010478_ereg_231",0.443,0.369,0.497,-0.201,-0.429,0.086,1,0,0
"121334059010478_ereg_231",-0.555,-0.478,0.536,-0.329,-0.465,0.192,1,0,0
"121334241010478_ereg_231",0.127,0.33,0.891,-0.556,-0.428,-0.407,0.69,0,0.31
"121334419010478_ereg_231",-0.434,-0.096,1.724,-1.256,-0.986,-1.022,0.078,0,0.922
"121334909010478_ereg_231",0.024,0.141,0.763,-0.789,-0.829,-0.882,0.309,0,0.691
"121335015010478_ereg_231",0.175,0.199,1.041,-0.705,-0.885,-0.716,0.327,0,0.673
"121335181010478_ereg_M231",1.064,0.39,0.589,0.198,-0.35,0.443,1,0,0
"121335240010478_ereg_231",-0.503,0.027,2.257,-1.44,-0.879,-0.993,0.118,0,0.882
"121335326010478_ereg_231",-0.448,0.008,1.988,-1.278,-0.814,-0.824,0.265,0,0.735
"121335540010478_ereg_231",-0.193,0.048,1.028,-0.666,-0.546,-0.329,0.698,0,0.302
"121335609010478_ereg_231",0.741,0.841,0.631,-0.302,-0.551,-0.153,0.863,0,0.137
"121335663010478_ereg_231",0.422,0.439,0.396,-0.128,-0.215,-0.093,0.945,0,0.055
"121335786010478_ereg_231",0.041,0.28,0.955,-0.468,-0.472,0.122,0.722,0,0.278
"121336700010478_ereg_234",-0.208,-0.271,-0.291,-0.344,-0.133,-0.027,1,0,0
"121336746010478_ereg_234",-0.025,0.047,-0.206,0.477,0.09,0.358,1,0,0
"121337013010478_ereg_234",-0.087,0.022,-0.004,-0.201,0.271,-0.258,1,0,0
"121337272010478_ereg_M223",0.124,0.115,0.872,-0.716,-0.873,-0.714,0.362,0,0.638
"121337500010478_ereg_M223",0.384,0.244,0.736,-0.39,-0.662,-0.365,0.581,0,0.419
"121337573010478_ereg_M223",1.019,0.206,0.336,0.489,0.174,0.294,1,0,0
"121337628010478_ereg_M223",1.061,0.735,0.354,0.125,-0.336,0.057,1,0,0
"121337848010478_ereg_234",0,0,0,0,0,0,1,0,0
"121339104010478_ereg_231",0.105,0.119,0.033,0.022,-0.023,-0.007,1,0,0
"121339289010478_ereg_231",0.264,0.425,0.923,-0.433,-0.58,-0.217,0.831,0,0.169
"121339467010478_ereg_234",-0.011,0.003,0,-0.025,0.033,-0.032,1,0,0
"121339557010478_ereg_234",1.009,1.135,0.296,0.218,-0.219,-0.063,1,0,0
"121339719010478_ereg_234",-0.074,0.019,-0.003,-0.171,0.23,-0.219,1,0,0
"121339757010478_ereg_234",-0.018,-0.008,0.005,0.005,0.016,-0.011,1,0,0
"121340075010478_ereg_234",-0.689,-0.096,2.513,-1.639,-0.936,-1.113,0.004,0,0.996
"121340734010478_ereg_234",0.93,0.989,0.262,-0.151,-0.417,-0.181,1,0,0
"121340798010478_ereg_234",0.549,0.582,0.298,0.115,0,-0.071,1,0,0
"121342173010478_ereg_231",0.44,0.491,0.15,0.079,-0.103,-0.033,1,0,0
"121342291010478_ereg_223",1.406,0.806,0.514,0.258,-0.369,0.167,1,0,0
"121342824010478_ereg_223",-0.234,-0.467,-0.649,-0.224,-0.026,-0.941,0.454,0,0.546
"121342919010478_ereg_223",0.916,0.269,0.149,0.018,-0.237,-0.028,1,0,0
"121342971010478_ereg_223",0.242,0.073,0.572,-0.253,-0.429,-0.028,0.753,0,0.247
"121343100010478_ereg_223",0.69,0.347,0.301,0.082,-0.174,0.012,1,0,0
"121343217010478_ereg_223",0.939,0.594,0.223,-0.154,-0.349,-0.165,1,0,0
"121343393010478_ereg_223",0.82,0.159,0.665,0.276,-0.336,0.158,1,0,0
"121343471010478_ereg_223",1.202,0.466,0.227,0.153,-0.398,0.102,1,0,0
"121343550010478_ereg_223",0.484,0.558,0.243,0.294,0.08,-0.159,1,0,0
"121343760010478_ereg_223",1.184,0.36,-0.096,0.134,-0.414,-0.153,0.853,0,0.147
"121343828010478_ereg_223",1.372,0.776,0.646,0.302,-0.271,0.197,1,0,0
"121343905010478_ereg_223",0.159,-0.172,-0.456,-0.101,-0.086,-0.705,0.529,0,0.471
"121344153010478_ereg_223",1.247,0.588,0.316,-0.112,-0.4,-0.153,1,0,0
"121344528010478_ereg_231",0.061,0.191,0.924,-0.574,-0.516,-0.285,0.729,0,0.271
"121344598010478_ereg_231",-0.629,-0.122,2.028,-1.321,-0.782,-0.988,0.126,0,0.874
"121345403010478_ereg_231",-0.456,-0.103,1.52,-0.993,-0.617,-0.593,0.436,0,0.564
"121345706010478_ereg_231",-0.542,-0.128,1.911,-1.262,-0.849,-0.874,0.192,0,0.808
"121346697010478_ereg_231",0.148,0.329,1.591,-0.768,-0.658,-0.49,0.472,0,0.528
"121346746010478_ereg_M223",1.186,0.456,0.293,0.161,-0.373,0.16,1,0,0
"121347021010478_ereg_223",0.952,0.445,0.623,0.03,-0.396,0.069,0.871,0,0.129
"121347091010478_ereg_223",0.507,0.364,0.637,-0.546,-0.669,-0.541,0.606,0,0.394
"121347232010478_ereg_M223",0.351,0.189,0.109,-0.01,-0.178,0.116,1,0,0
"121347332010478_ereg_234",0,0,0,0,0,0,1,0,0
"121349315010478_ereg_234",-0.555,-0.609,0.139,-0.285,-0.276,-0.277,0.726,0,0.274
"121351046010478_ereg_M223",0.7,0.517,0.397,0.002,-0.21,-0.03,0.941,0,0.059
"121351499010478_ereg_231",-0.469,-0.484,0.346,-0.388,-0.42,0.174,0.955,0,0.045
"121351854010478_ereg_231",0.668,0.364,0.44,0.267,-0.147,0.19,1,0,0
"121351985010478_ereg_231",0.249,0.309,0.44,-0.191,-0.355,0.012,1,0,0
"121352147010478_ereg_231",-0.72,-0.286,1.838,-1.134,-0.767,-0.598,0.391,0,0.609
"121352251010478_ereg_231",-0.621,-0.131,2.035,-1.287,-0.784,-0.892,0.192,0,0.808
"121352421010478_ereg_231",-0.516,-0.039,2.149,-1.395,-0.868,-0.949,0.146,0,0.854
"121354033010478_ereg_231",0.741,0.604,0.495,-0.149,-0.391,0.065,1,0,0
"121354083010478_ereg_231",0.047,-0.052,-0.378,-0.248,-0.043,-0.797,0.606,0,0.394
"121354462010478_ereg_M223",0.549,0.328,0.308,0.201,-0.083,0.353,1,0,0
"121354546010478_ereg_M223",-0.597,-0.492,0.613,0.133,-0.367,0.289,1,0,0
"121354809010478_ereg_M223",0.163,-0.175,0.112,0.315,0.699,-0.001,1,0,0
"121355085010478_ereg_M223",0.885,0.352,0.396,0.403,0.447,0.059,1,0,0
"121355197010478_ereg_223",1.143,0.644,0.277,-0.157,-0.404,-0.169,1,0,0
"121355314010478_ereg_223",1.09,0.701,0.193,-0.101,-0.426,-0.15,0.983,0,0.017
"121355392010478_ereg_223",0.948,0.745,0.232,-0.148,-0.392,-0.195,1,0,0
"121355641010478_ereg_223",0.402,0.411,0.127,-0.087,-0.198,-0.059,1,0,0
"121356165010478_ereg_M231",-0.619,-0.24,1.51,-0.943,-0.492,-0.571,0.495,0,0.505
"122407048010661_ereg_221",-0.085,-0.571,0.519,-0.307,-0.437,0.077,0.756,0,0.244
"122407078010661_ereg_221",1.252,0.365,0.195,-0.27,-0.833,-0.043,0.953,0,0.047
"122407082010661_ereg_221",0.003,-0.263,0.5,-0.083,0.299,-0.124,0.84,0,0.16
"122407086010661_ereg_221",-0.286,-1.063,1.47,-0.5,-0.42,-0.473,0.433,0,0.567
"122407094010661_ereg_221",0.364,-0.348,0.677,-0.278,-0.492,-0.119,0.719,0,0.281
"122407096010661_ereg_221",-0.667,-0.597,0.094,-0.523,-0.411,-0.133,0.671,0,0.329
"122407112010661_ereg_M211",0.783,-0.014,0.516,-0.177,-0.493,-0.123,0.841,0,0.159
"122407124010661_ereg_221",-0.009,0.23,0.207,0.254,0.587,0.443,1,0,0
"122407126010661_ereg_M211",-0.82,-0.761,0.432,-0.562,-0.341,-0.185,0.513,0,0.487
"122407128010661_ereg_221",-0.193,-1.324,2.054,-0.729,-0.798,-0.815,0.176,0,0.824
"122407134010661_ereg_221",-0.345,-0.582,0.449,-0.634,-0.532,-0.195,0.502,0,0.498
"122407142010661_ereg_221",-0.548,-0.132,-0.323,-0.126,-0.006,0.654,0.976,0,0.024
"122407152010661_ereg_221",0.319,-0.07,0.248,-0.068,-0.238,0.432,0.844,0,0.156
"122407156010661_ereg_221",0.448,-0.633,1.073,-0.327,-0.655,-0.293,0.583,0,0.417
"122407160010661_ereg_221",-0.062,-0.551,0.714,0.003,-0.224,-0.127,0.699,0,0.301
"122407164010661_ereg_221",-0.03,-0.501,0.504,-0.477,-0.602,-0.311,0.566,0,0.434
"122407166010661_ereg_221",-0.258,-1.149,1.503,-0.897,-0.813,-1.05,0.167,0,0.833
"122407168010661_ereg_221",-0.083,0.005,0.204,0.613,1.813,-0.025,1,0,0
"122407170010661_ereg_221",0.168,-0.678,1.112,-0.323,-0.585,-0.219,0.533,0,0.467
"122407184010661_ereg_M211",0.652,-0.122,0.186,-0.246,-0.633,-0.122,0.762,0,0.238
"122407186010661_ereg_221",-0.188,-0.254,0.245,-0.077,-0.408,0.584,0.749,0,0.251
"122407188010661_ereg_M211",-0.463,-0.694,0.086,-0.446,-0.418,-0.037,0.758,0,0.242
"122407192010661_ereg_M211",-0.162,-1.167,1.461,-0.559,-0.513,-0.572,0.408,0,0.592
"122407198010661_ereg_M211",-0.256,0.326,0.082,0.254,0.248,1.242,1,0,0
"122407200010661_ereg_M211",-0.907,0.403,-0.006,0.359,0.792,1.023,1,0,0
"122407202010661_ereg_M211",-0.746,-0.907,0.671,-0.853,-0.698,-0.191,0.276,0,0.724
"122407204010661_ereg_M211",-1.284,-1.403,-0.596,-1.379,-0.904,-0.752,0,0,1
"122407206010661_ereg_M211",-0.844,-0.552,-0.152,-0.596,-0.231,0.012,0.67,0,0.33
"122407214010661_ereg_221",-0.37,-0.883,0.997,-0.153,-0.258,-0.099,0.597,0,0.403
"122407216010661_ereg_221",0.227,-0.615,0.993,-0.377,-0.524,-0.277,0.602,0,0.398
"122407218010661_ereg_M211",-0.812,-0.502,-0.066,-0.262,-0.29,0.239,0.75,0,0.25
"122407224010661_ereg_M211",0.135,0.126,0.236,0.393,0.844,0.668,1,0,0
"122407228010661_ereg_M211",-0.089,-0.315,-0.228,0.035,0.524,0.094,1,0,0
"122407232010661_ereg_M211",0.113,-0.195,-0.175,-0.258,-0.364,0.064,0.848,0,0.152
"122407240010661_ereg_M211",-0.325,0.401,0.41,0.098,0.496,0.593,0.966,0,0.034
"122407254010661_ereg_M211",-0.946,-0.811,0.129,-0.358,-0.189,0.051,0.585,0,0.415
"122407258010661_ereg_M211",-0.99,-1.328,-0.397,-1.294,-0.809,-1.07,0.12,0,0.88
"122407262010661_ereg_M211",-0.861,-0.183,-0.032,0.371,0.333,0.635,1,0,0
"122407264010661_ereg_M211",-1.097,0.202,-0.018,0.092,0.57,0.794,0.876,0,0.124
"122407266010661_ereg_M211",-0.304,0.258,0.164,0.14,0.43,0.402,1,0,0
"122407268010661_ereg_M211",-1.046,-0.864,-0.547,-0.675,-0.469,-0.413,0.42,0,0.58
"122407278010661_ereg_M211",-1.476,-0.492,-0.373,-0.227,-0.258,0.484,0.691,0,0.309
"122407280010661_ereg_M211",-0.857,-1.407,-0.552,-1.336,-0.852,-1.295,0.067,0,0.933
"122407282010661_ereg_M211",-1.364,-0.655,-0.448,-0.406,-0.36,0.162,0.58,0,0.42
"122407284010661_ereg_M211",0.241,0.395,0.379,0.376,0.574,0.99,1,0,0
"122407286010661_ereg_M211",-0.677,-1.22,0.801,-0.892,-0.674,-0.622,0.331,0,0.669
"122407292010661_ereg_M211",-1.013,-0.898,-0.606,-0.707,-0.467,-0.505,0.387,0,0.613
"122407296010661_ereg_M211",0.053,-0.367,-0.191,-0.4,-0.489,-0.094,0.795,0,0.205
"122407298010661_ereg_M211",-0.271,-0.263,0.587,-0.444,-0.125,-0.094,0.657,0,0.343
"122407302010661_ereg_M211",-0.381,-0.345,0.651,-0.336,-0.115,0.211,0.639,0,0.361
"122407306010661_ereg_M211",-0.899,-0.813,0.5,-0.792,-0.375,-0.388,0.397,0,0.603
"122407314010661_ereg_M211",-0.418,-0.13,0.071,-0.024,0.577,0.021,0.808,0,0.192
"122407318010661_ereg_M211",-0.523,-0.794,0.64,-0.638,-0.571,-0.081,0.459,0,0.541
"122407324010661_ereg_M211",-0.666,-0.805,-0.173,-0.846,-0.595,-0.139,0.554,0,0.446
"122407328010661_ereg_M211",-0.689,-0.672,0.427,-0.318,-0.328,0.034,0.702,0,0.298
"122407338010661_ereg_M211",-0.439,-0.522,0.32,-0.459,-0.48,-0.229,0.54,0,0.46
"122407344010661_ereg_M211",0.6,-0.213,0.758,-0.059,-0.522,-0.084,0.721,0,0.279
"122407346010661_ereg_M211",-1.116,-1.092,-0.377,-1.009,-0.643,-0.649,0.274,0,0.726
"122407348010661_ereg_M211",-1.046,-1.276,-0.251,-1.315,-0.751,-0.969,0.135,0,0.865
"122407352010661_ereg_M211",0.105,0.552,0.765,0.048,0.548,0.336,1,0,0
"122407354010661_ereg_M211",-0.206,0.422,0.513,0.065,0.46,0.455,0.983,0,0.017
"122407360010661_ereg_M211",-1.051,-0.826,-0.433,-0.349,-0.082,-0.242,0.564,0,0.436
"122407362010661_ereg_M211",-0.984,-1.183,-0.003,-1.17,-0.547,-1.083,0.141,0,0.859
"122407366010661_ereg_M211",-0.817,0.259,0.127,0.129,0.443,0.741,0.946,0,0.054
"122407368010661_ereg_M211",-1.242,-0.441,-0.386,-0.327,-0.035,0.207,0.611,0,0.389
"122407370010661_ereg_M211",-0.952,-0.395,-0.341,-0.285,0.181,0.056,0.652,0,0.348
"122407374010661_ereg_M211",-0.286,-1.127,1.769,-0.491,-0.246,-0.665,0.369,0,0.631
"122407388010661_ereg_M211",-0.907,-0.044,-0.053,0.262,0.575,0.612,0.966,0,0.034
"122407390010661_ereg_M211",-1.152,-0.209,-0.046,-0.236,0.212,0.413,0.673,0,0.327
"122407392010661_ereg_M211",-0.803,-1.357,0.254,-0.175,-0.069,-0.52,0.515,0,0.485
"122407398010661_ereg_M211",-0.54,-0.38,0.416,0.11,0.11,0.303,0.838,0,0.162
"122407402010661_ereg_M211",-0.093,0.149,0.146,0.176,0.017,0.816,0.898,0,0.102
"122407406010661_ereg_M211",-0.158,0.223,0.224,-0.019,0.235,0.536,0.991,0,0.009
"122407412010661_ereg_221",-0.39,-0.473,-0.563,-0.424,-0.334,0.125,1,0,0
"122407414010661_ereg_221",-0.897,-1.14,0.764,-1.132,-0.773,-0.808,0.164,0,0.836
"122407420010661_ereg_M211",-0.691,-1.491,-0.44,-1.348,-0.883,-1.456,0.034,0,0.966
"122407422010661_ereg_M211",-1.074,-0.843,-0.483,-0.656,-0.485,-0.335,0.45,0,0.55
"122407424010661_ereg_M211",-1.111,-0.944,-0.407,-0.858,-0.486,-0.498,0.34,0,0.66
"122407428010661_ereg_M211",-0.564,0.106,0.019,-0.035,0.246,0.568,0.974,0,0.026
"122407434010661_ereg_M211",-1.077,-0.123,-0.092,-0.178,0.263,0.481,0.77,0,0.23
"122407436010661_ereg_M211",-1.227,-0.396,-0.413,-0.277,0.017,0.238,0.629,0,0.371
"122407442010661_ereg_M211",-0.203,0.127,0.417,-0.182,0.171,0.379,0.82,0,0.18
"122407444010661_ereg_M211",-0.448,-1.149,1.093,-0.04,-0.109,-0.257,0.548,0,0.452
"122407454010661_ereg_M211",-0.156,-1.192,1.469,-0.662,-0.656,-0.636,0.369,0,0.631
"122407458010661_ereg_M211",-0.959,-1.293,-0.081,-1.425,-0.841,-0.922,0.201,0,0.799
"122407466010661_ereg_221",0.97,0.251,-0.092,0.101,-0.372,0.307,1,0,0
"122555859010661_ereg_221",0.43,0.265,0.39,0.199,-0.242,0.145,0.897,0,0.103
"122555879010661_ereg_221",0.742,0.097,0.582,-0.151,-0.481,-0.11,0.777,0,0.223
"122555883010661_ereg_221",-0.129,-0.056,0.109,0.259,1.148,-0.061,1,0,0
"122555891010661_ereg_221",0.104,-0.129,-0.214,-0.354,-0.357,0.086,0.982,0,0.018
"122555909010661_ereg_221",0.836,0.637,0.287,0.384,-0.235,0.316,1,0,0
"122555911010661_ereg_221",0.091,0.596,-0.053,0.321,-0.2,0.704,1,0,0
"122555913010661_ereg_221",1.039,0.513,0.003,0.261,-0.476,0.289,1,0,0
"122555921010661_ereg_221",0.58,-0.16,0.943,-0.405,-0.681,-0.278,0.701,0,0.299
"122555927010661_ereg_221",0.511,-0.1,0.606,-0.178,-0.411,-0.217,0.794,0,0.206
"122555929010661_ereg_221",0.102,0.638,-0.015,0.569,0.185,0.353,1,0,0
