"temp","prec","therm","deficit","moisture"
"100233123010661_ereg_212",-8.145,857.061,217.755,1464.102,0.963
"100233238010661_ereg_212",-7.89,798.087,511.304,1174.501,0.939
"100233576010661_ereg_212",-9.342,820.961,137.139,1896.346,0.083
"100233810010661_ereg_212",-7.053,801.6,184.973,1809.842,0
"100234477010661_ereg_212",-7.233,754.133,813.682,866.537,-0.658
"100234823010661_ereg_212",-6.817,800.214,121.794,1734.681,0.099
"100235062010661_ereg_212",-7.435,818.395,197.056,1841.431,0.957
"100235240010661_ereg_212",-3.225,760.711,661.458,1254.609,-0.557
"100235417010661_ereg_212",-4.965,760.339,603.993,1280.953,0.052
"100235719010661_ereg_212",-8.405,816.55,302.971,1779.466,0.487
"100235922010661_ereg_212",-6.617,805.473,632.606,1294.654,-0.508
"100236211010661_ereg_212",-7.71,758.857,600.316,1155.465,0.162
"100236269010661_ereg_212",-6.648,807.158,314.029,1715.474,-0.754
"100236743010661_ereg_212",-1.04,874.766,337.994,1493.969,-0.552
"100237093010661_ereg_212",-6.793,854.773,85.967,2267.688,0
"100237412010661_ereg_212",-5.635,871.839,381.763,1814.042,-0.101
"100237733010661_ereg_212",-5.65,870.687,132.737,1687.807,0
"100237985010661_ereg_222",-2.09,920.047,120.843,2530.764,-0.173
"100238229010661_ereg_222",-3.01,907.812,132.823,2490.907,0
"100238566010661_ereg_222",-2.383,959.324,184.587,2323.785,0.515
"100238689010661_ereg_212",-5.795,803.162,366.3,1465.392,1
"100239015010661_ereg_212",-5.648,864.806,398.233,1800.864,0.494
"100239130010661_ereg_212",-5.747,886.655,451.121,1664.553,-0.446
"100239213010661_ereg_212",-1.9,828.659,252.791,1229.958,0
"100239295010661_ereg_212",-5.435,768.337,554.986,1218.207,0.801
"100239460010661_ereg_212",-3.492,766.208,608.393,1197.555,-0.271
"100239591010661_ereg_212",-6.245,809.476,580.337,1264.456,-0.581
"100239713010661_ereg_212",-6.072,799.878,578.847,1218.122,0.369
"100240187010661_ereg_212",-5.502,854.352,421.803,1786.819,-0.27
"100240320010661_ereg_212",-6.385,812.089,614.601,1398.752,0.158
"100240432010661_ereg_212",-4.053,798.382,568.669,1216.053,0.236
"100241750010661_ereg_212",-8.182,826.835,220.017,1888.886,1
"100242050010661_ereg_212",-8.107,812.969,311.765,1810.012,0.2
"100242125010661_ereg_212",-8.67,804.21,240.283,1933.541,0.63
"100242375010661_ereg_212",-9.26,764.754,124.056,1291.887,0.507
"100242540010661_ereg_212",-8.633,765.952,390.865,1555.814,0.168
"100242676010661_ereg_212",-7.44,900.29,365.079,1140.022,1
"100243052010661_ereg_212",-7.315,824.773,226.987,1430.427,-0.224
"100243176010661_ereg_212",-8.422,825.399,221.652,1737.272,0.676
"100243653010661_ereg_212",-8.95,828.637,213.187,1979.708,0.659
"100243866010661_ereg_212",-7.822,848.293,322.015,1271.839,0.096
"100243993010661_ereg_212",-8.095,799.714,382.069,1622.095,0.408
"100244185010661_ereg_212",-6.59,844.248,525.655,1124.939,-0.034
"100244438010661_ereg_212",-8.263,816.628,236.142,1816.888,0.781
"100244700010661_ereg_212",-3.87,816.418,92.84,2181.941,0.803
"100244948010661_ereg_212",-6.088,800.863,361.426,1787.859,0.476
"100245024010661_ereg_212",-5.442,828.894,106.013,2066.047,1
"100246484010661_ereg_212",-6.77,811.176,215.692,2132.857,-0.767
"100246581010661_ereg_212",-6.395,836.142,244.072,2179.365,-0.654
"100246880010661_ereg_212",-5.887,836.541,628.182,1331.622,-0.495
"100246926010661_ereg_212",-5.135,779.551,202.08,1945.527,0.781
"100247129010661_ereg_212",-6.56,821.261,141.037,1856.045,1
"100247818010661_ereg_212",-5.197,788.825,129.59,1944.24,0
"100248018010661_ereg_212",-6.268,752.111,157.597,1878.727,0.877
"100248810010661_ereg_212",-5.878,760.358,368.377,1778.483,-0.192
"100249358010661_ereg_212",0.055,749.958,621.395,1202.428,-0.406
"100249392010661_ereg_212",-5.705,755.219,366.345,1807.087,-0.307
"100249534010661_ereg_212",-4.047,755.655,355.161,1759.475,0.032
"100249720010661_ereg_212",-7.93,797.711,405.221,1104.654,-0.739
"100249813010661_ereg_212",-8.94,831.96,427.6,1170.67,-0.451
"100250260010661_ereg_212",-0.995,858.716,806.891,832.577,-0.184
"100250341010661_ereg_212",-3,869.51,675.365,796.272,0.877
"100250795010661_ereg_212",-4.117,846.189,773.359,880.045,1
"100251190010661_ereg_212",-6.655,821.997,125.099,1845.738,1
"100251542010661_ereg_212",-7.397,824.639,735.13,857.366,0
"100251625010661_ereg_212",-8.17,848.661,402.639,1566.201,-0.939
"100252055010661_ereg_222",-0.297,895.326,604.713,1424.415,-1
"100252179010661_ereg_222",-1.252,905.51,159.966,2650.211,0
"100254749010661_ereg_212",-5.155,768.829,412.065,1929.191,0.149
"100254893010661_ereg_222",-5.175,782.04,411.27,1919.887,0.687
"100254946010661_ereg_212",-1.652,772.331,395.356,1852.861,0.33
"100255250010661_ereg_212",-5.945,789.43,414.278,1091.602,-0.085
"100255376010661_ereg_212",-4.91,781.745,602.733,1162.969,0.056
"100255509010661_ereg_212",-6.58,810.59,302.057,1423.872,1
"100255675010661_ereg_212",-9.002,789.506,301.283,1396.722,1
"100255889010661_ereg_212",-1.615,807.478,531.303,1126.373,-0.331
"100256201010661_ereg_212",-6.948,963.215,515.86,1078.482,0
"100256613010661_ereg_212",-8.947,761.152,504.866,1150.88,0
"100256843010661_ereg_212",-3.515,820.817,513.385,1102.492,-0.936
"100256961010661_ereg_212",-8.957,866.435,471.613,1145.114,1
"100257301010661_ereg_212",-7.805,732.653,394.835,1468.237,0
"100257461010661_ereg_212",-5.738,767.769,595.017,1179.845,-0.976
"100258050010661_ereg_222",-4.598,907.673,179.423,2279.982,-0.149
"100258139010661_ereg_212",-4.925,777.133,657.272,1732.402,-0.063
"100258476010661_ereg_212",-1.11,864.509,777.092,1348.888,0.083
"100258866010661_ereg_222",-0.47,949.648,833.643,1505.206,-0.088
"100259490010661_ereg_212",-7.197,755.153,144.25,1964.137,0.019
"100259881010661_ereg_212",-6.89,742.651,130.785,1877.659,1
"100260549010661_ereg_212",-6.088,799.412,127.239,1854.55,0
"100261016010661_ereg_212",-7.42,752.331,140.121,1838.813,1
"100261107010661_ereg_212",-5.745,738.726,186.783,1781.593,-1
"100261598010661_ereg_212",-7.463,751.095,143.2,1942.237,-0.621
"100261701010661_ereg_212",-7.625,729.186,152.139,2014.234,0.973
"100261809010661_ereg_212",-6.665,735.638,154.221,1910.278,0.339
"100261926010661_ereg_212",-6.78,750.005,145.768,1952.998,0.685
"100262463010661_ereg_212",-7.367,737.235,149.74,1837.446,-0.827
"100262657010661_ereg_212",-7.81,734.242,151.977,1898.153,1
"100263569010661_ereg_212",-3.988,870.573,568.041,1340.392,-0.194
"100264011010661_ereg_222",-4.945,800.152,126.651,2335.604,0.294
"100264410010661_ereg_212",-5.412,776.759,376.932,1840.265,-0.137
"100264644010661_ereg_212",-4.468,779.114,382.378,1857.048,0.077
"100264753010661_ereg_212",-4.33,853.077,774.646,879.438,-0.685
"100265023010661_ereg_212",-9.78,873.677,208.694,1932.166,0.552
"100265328010661_ereg_212",-6.395,833.434,444.441,1524.783,0.925
"100265512010661_ereg_212",-5.795,852.047,754.548,853.123,1
"100265899010661_ereg_212",-8.755,909.123,481.35,1054.891,0
"100266097010661_ereg_212",-9.453,806.77,223.858,1783.586,0.777
"100266296010661_ereg_212",-5.2,770.356,138.798,1861.642,1
"100266677010661_ereg_212",-8.665,838.058,149.139,1738.465,1
"100266945010661_ereg_212",-6.845,811.289,152.42,1705.28,0
"100267213010661_ereg_212",-6.995,802.394,118.026,1713.66,0.112
"100268076010661_ereg_222",-3.192,827.302,127.656,2302.447,-0.118
"100494586010478_ereg_231",14.025,1421.033,1160.831,2034.257,1
"100495626010478_ereg_234",14.73,1408.508,1219.122,2223.289,0.997
"100496212010478_ereg_231",13.295,1469.003,1141.158,1939.756,0.168
"100496884010478_ereg_231",12.803,1435.36,1274.686,2021.356,0.112
"100497953010478_ereg_231",13.715,1454.178,1331.177,2118.382,0.421
"100503892010478_ereg_231",15.268,1439.202,1102.353,2136.361,-0.2
"100504841010478_ereg_231",16.345,1442.937,1200.435,2337.42,-0.619
"100505049010478_ereg_231",14.91,1428.75,1087.86,2145.681,0.229
"100505121010478_ereg_231",14.88,1427.475,1409.127,1780.227,0
"100506467010478_ereg_231",15.047,1441.887,1080.298,2075.218,1
"100506595010478_ereg_231",15.383,1464.675,1118.652,2192.438,0.016
"100506752010478_ereg_231",15.795,1494.968,1133.998,2151.104,1
"100510900010478_ereg_231",15.09,1446.795,1092.353,2273.615,0.672
"100511564010478_ereg_231",15.992,1478.649,1131.366,2237.373,-0.901
"100513856010478_ereg_231",15.277,1477.145,1452.096,1921.897,0
"100514222010478_ereg_231",15.942,1461.467,1140.324,2378.729,0.707
"100515695010478_ereg_231",13.12,1441.626,975.183,2237.245,0.453
"100516714010478_ereg_231",14.057,1424.882,1025.322,2379.401,0.128
"100518507010478_ereg_231",15.788,1525.822,1285.957,2014.97,0
"100518717010478_ereg_231",15.152,1525.692,1264.672,1991.373,0.027
"100519221010478_ereg_231",15.168,1514.268,793.592,2571.027,-0.619
"100519683010478_ereg_231",15.637,1515.578,1284.131,2042.695,0.155
"100520411010478_ereg_231",14.518,1504.396,1234.561,1978.635,0
"100522370010478_ereg_231",15.443,1469.346,1016.129,2319.827,-0.261
"100523155010478_ereg_231",15.165,1480.458,1261.908,1955.088,0.229
"100523502010478_ereg_231",14.908,1482.549,977.173,2247.858,-0.221
"100524435010478_ereg_231",13.6,1429.852,1169.785,2173.063,-0.069
"100524838010478_ereg_231",12.572,1466.369,1070.598,1936.483,0.971
"100525484010478_ereg_231",11.568,1393.979,1327.472,1689.613,0.541
"100527312010478_ereg_231",13.91,1348.999,760.576,2574.934,0.027
"100527410010478_ereg_231",13.96,1339.087,758.322,2690.912,-0.957
"100527592010478_ereg_231",14.035,1379.648,762.109,2650.914,0.616
"100528181010478_ereg_231",13.545,1371.656,984.366,2292.85,-0.701
"100529791010478_ereg_231",12.45,1438.957,739.59,2740.407,0.291
"100530004010478_ereg_231",12.67,1461.241,742.927,2593.245,0.016
"100532418010478_ereg_231",13.132,1453.035,1589.287,1602.886,-0.339
"100532680010478_ereg_231",12.838,1461.51,1268.663,1951.004,0
"100533207010478_ereg_231",11.617,1443.598,1224.478,1971.252,-0.131
"100533745010478_ereg_231",11.6,1440.757,1194.007,1899.711,0.045
"100533884010478_ereg_231",12.58,1446.948,1258.966,1887.977,-0.16
"100535881010478_ereg_231",11.453,1443.406,1156.52,1812.309,0.013
"100536141010478_ereg_231",12.62,1461.083,1223.928,1918.852,0
"100537236010478_ereg_231",13.407,1448.464,1297.526,1988.195,-0.227
"100540714010478_ereg_231",13.54,1450.057,1283.606,1927.454,0
"100540863010478_ereg_231",14.322,1443.501,1382.538,2107.242,0.264
"100541561010478_ereg_231",14.09,1448.619,1322.535,1979.265,0.149
"100543469010478_ereg_231",15.68,1645.025,1114.324,2133.119,0.6
"100545032010478_ereg_231",15.602,1562.36,1120.869,2126.593,0
"100546206010478_ereg_231",16.305,1546.958,1201.904,2384.394,0.997
"100546241010478_ereg_234",16.995,1559.593,1189.655,2136.475,0.813
"100546588010478_ereg_231",16.058,1516.17,1910.019,1240.994,-0.931
"100547290010478_ereg_231",15.6,1599.645,1126.132,2181.072,0
"100547456010478_ereg_231",15.823,1553.713,887.456,2341.974,1
"100548650010478_ereg_231",13.505,1432.986,984.47,2216.262,-0.92
"100548788010478_ereg_231",14.315,1437.493,360.962,3107.993,-1
"100549148010478_ereg_231",15.133,1438.056,1086.672,2345.979,0.104
"100550513010478_ereg_231",14.303,1446.909,1046.827,2259.109,-0.605
"100550893010478_ereg_231",13.627,1428.623,1009.502,2293.27,0.536
"100551295010478_ereg_231",14.723,1444.728,1212.012,2062.108,0.013
"100555090010478_ereg_231",15.29,1442.555,1120.135,2397.781,0.283
"100555188010478_ereg_231",14.518,1447.716,1048.33,2270.733,0.019
"100555492010478_ereg_231",14.33,1454.791,1055.271,2268.161,0.013
"100555615010478_ereg_231",14.652,1454.149,1076.226,2286.29,0.931
"100557446010478_ereg_231",14.343,1444.349,1036.713,2217.409,0.997
"100559021010478_ereg_231",14.957,1413.78,1083.155,2316.663,-0.909
"100560205010478_ereg_231",13.84,1436.229,1021.068,2288.498,0
"100560279010478_ereg_231",13.595,1425.575,994.125,2199.058,0.093
"100560680010478_ereg_231",14.595,1467.869,1075.03,2392.749,0.139
"100561831010478_ereg_231",14.89,1471.982,1086.761,2301.439,0.003
"100562171010478_ereg_231",15.33,1461.208,410.131,2988.595,0.04
"100562589010478_ereg_231",14.325,1461.61,748.113,2545.832,-0.152
"100562733010478_ereg_231",14.233,1463.322,1056.053,2280.5,-0.072
"100565105010478_ereg_231",14.78,1480.707,768.673,2580.198,0.005
"100565861010478_ereg_231",15.797,1398.587,390.662,3349.51,-0.797
"100566284010478_ereg_231",15.058,1381.08,384.046,3341.18,-0.157
"100566402010478_ereg_231",14.06,1414.124,547.182,2772.544,-0.381
"100567472010478_ereg_231",15.928,1418.726,408.325,3438.639,0
"100569341010478_ereg_231",14.48,1413.052,567.111,2824.287,-0.307
"100570961010478_ereg_231",13.11,1419.84,759.926,2314.514,0.085
"100572010010478_ereg_231",13.117,1425.134,990.182,2330.705,0.029
"100572713010478_ereg_231",14.275,1410.864,1047.549,2432.473,0.043
"100572816010478_ereg_231",13.805,1418.445,997.928,2232.924,0.248
"100575829010478_ereg_231",13.888,1446.538,1311.549,1815.433,-0.744
"100575920010478_ereg_231",14,1425.93,1018.428,2279.899,0.133
"100576635010478_ereg_231",12.155,1413.287,1341.157,1766.603,0.403
"100577529010478_ereg_231",12.008,1406.182,996.148,2238.416,0.997
"100581353010478_ereg_232",16.745,1591.297,940.03,2558.665,0.019
"100582349010478_ereg_232",16.175,1606.83,917.157,2466.16,0.992
"100582823010478_ereg_232",15.8,1565.923,1134.929,2332.954,-0.173
"100583374010478_ereg_232",15.825,1547.336,1076.593,2194.468,0.053
"100584194010478_ereg_232",15.45,1553.086,1281.586,2015.135,0.085
"100585377010478_ereg_231",15.418,1551.008,1302.913,2012.037,-0.435
"100586382010478_ereg_231",15.04,1541.758,1227.724,1941.799,0.04
"100587041010478_ereg_231",15.617,1496.962,1280.318,1986.995,-1
"100587175010478_ereg_231",14.985,1496.962,1255.801,1931.122,0.717
"100587860010478_ereg_231",14.19,1457.464,825.74,2791.674,-0.547
"100591422010478_ereg_231",14.617,1425.346,770.018,2577.951,0.656
"100591760010478_ereg_231",14.053,1406.884,750.142,2452.118,0.045
"100592705010478_ereg_231",13.532,1422.641,722.91,2472.884,0.173
"100593968010478_ereg_231",15.348,1411.938,790.278,2569.165,0.728
"100594198010478_ereg_231",14.51,1400.286,962.179,2278.772,0.173
"100595159010478_ereg_231",14.543,1430.903,935.433,2312.63,0.301
"100595700010478_ereg_231",12.363,1437.517,1204.903,1894.214,-0.589
"100596736010478_ereg_231",12.578,1430.524,714.571,2597.557,0.915
"100598609010478_ereg_231",13.643,1430.35,1299.385,1967.058,0.528
"100598955010478_ereg_231",12.975,1384.048,948.761,2259.531,0.963
"100599301010478_ereg_231",11.522,1363.017,690.876,2549.43,0.595
"100599579010478_ereg_231",11.595,1405.549,680.276,2609.895,0.013
"100600510010478_ereg_231",11.055,1455.789,674.584,2380.396,0.352
"100603058010478_ereg_231",13.607,1428.702,993.793,2428.105,-0.36
"100605458010478_ereg_231",12.428,1488.31,1232.128,1886.116,0.003
"100606572010478_ereg_231",14.29,1449.805,1208.766,2166.731,-1
"100607973010478_ereg_231",13.143,1460.238,1112.559,1965.916,-0.043
"100608540010478_ereg_231",14.447,1441.512,824.647,2576.741,-0.005
"100610437010478_ereg_231",15.845,1457.459,1341.578,1910.205,-0.888
"100610662010478_ereg_231",15.168,1477.217,1108.739,2123.348,0.101
"100611938010478_ereg_231",15.067,1511.139,1543.615,1594.614,0.187
"100612171010478_ereg_231",15.773,1476.167,1025.249,2284.947,-0.339
"100612715010478_ereg_234",17.065,1470.025,1211.932,2273.036,0.995
"100612830010478_ereg_231",16.96,1482.321,1234.716,2428.973,-0.984
"100613045010478_ereg_234",15.142,1456.825,1098.351,2163.802,1
"100617022010478_ereg_231",13.867,1423.534,1039.869,2329.547,0.792
"100619307010478_ereg_231",14.603,1443.453,1074.299,2273.774,0.227
"100619614010478_ereg_231",14.473,1447.786,1068.507,2276.765,0.003
"100620525010478_ereg_231",14.43,1455.97,1068.405,2274.499,0.008
"100621511010478_ereg_231",12.797,1463.068,1144.243,2046.262,1
"100622162010478_ereg_231",11.425,1464.376,1058.368,1998.42,0
"100622256010478_ereg_231",11.747,1459.274,701.142,2483.75,-0.093
"100623177010478_ereg_231",12.18,1455.521,1078.059,2023.513,0.597
"100623747010478_ereg_231",12.242,1435.556,1120.545,2107.775,0.005
"100626518010478_ereg_231",15.328,1416.344,1105.796,2330.59,0.691
"100627232010478_ereg_231",15.21,1421.963,1442.967,1912.2,0
"100630163010478_ereg_231",14.218,1454.618,1056.123,2213.352,-0.016
"100631181010478_ereg_231",14.553,1462.258,1418.726,1885.225,1
"100631270010478_ereg_231",13.822,1463.057,1373.508,1839.055,0.019
"100631771010478_ereg_231",14.845,1421.59,1423.454,1881.729,0.043
"100634078010478_ereg_231",14.947,1416.579,783.513,2575.443,0.008
"100635800010478_ereg_231",13.665,1422.651,743.364,2455.812,1
"100636082010478_ereg_231",14.44,1422.807,744.161,2498.298,0.104
"100636632010478_ereg_231",14.715,1418.832,779.104,2471.579,0.008
"100640429010478_ereg_231",13.095,1353.321,729.739,2599.353,0.285
"100640722010478_ereg_231",13.86,1363.667,752.043,2552.195,1
"100642023010478_ereg_231",15.515,1547.817,1270.579,1967.599,-0.979
"100642093010478_ereg_231",14.987,1529.767,1233.07,1985.832,0.189
"100643519010478_ereg_231",15.665,1477.433,1021.173,2243.687,-0.691
"100643905010478_ereg_231",16.402,1541.699,1062.219,2362.294,-0.68
"100643996010478_ereg_231",15.555,1554.024,1265.973,1944.988,0
"100645280010478_ereg_231",15.312,1554.555,1282.03,1920.032,0.083
"100645950010478_ereg_231",14.987,1507.638,1245.142,1910.716,0.064
"100647256010478_ereg_231",15.04,1552.201,1267.476,1909.514,0.931
"100647331010478_ereg_231",15.337,1507.26,1268.839,1932.792,0.093
"100648525010478_ereg_231",14.25,1452.761,1203.005,2067.553,0.061
"100649430010478_ereg_231",13.432,1459.279,1155.566,1989.53,0.051
"100652365010478_ereg_231",14.503,1432.849,950.108,2232.383,0.195
"100652559010478_ereg_231",15.54,1444.876,796.841,2672.293,-0.827
"100655061010478_ereg_231",14.572,1429.931,1058.955,2166.058,1
"100655266010478_ereg_231",14.4,1436.988,1192.26,1887.674,0.28
"100657614010478_ereg_231",12.503,1489.277,721.563,2530.56,0.875
"100658297010478_ereg_231",12.705,1455.806,771.353,2608.453,0.984
"100658555010478_ereg_231",13.45,1462.845,778.035,2574.914,-0.059
"100659583010478_ereg_231",13.037,1456.298,766.183,2590.465,-0.432
"100660191010478_ereg_231",13.337,1475.931,759.644,2550.92,0.587
"100662703010478_ereg_232",15.215,1466.584,1057.128,2256.982,-1
"100663243010478_ereg_231",14.643,1459.883,1061.554,2217.531,0.816
"100664769010478_ereg_232",15.352,1483.469,806.495,2550.397,0.019
"100664883010478_ereg_232",15.34,1484.236,1097.014,2233.105,0.453
"100666335010478_ereg_231",15.288,1490.859,1046.863,2162.232,0.989
"100668562010478_ereg_231",13.437,1465.773,1310.527,2085.808,1
"100670465010478_ereg_231",14.032,1456.052,814.811,2574.32,0.011
"100670653010478_ereg_231",12.907,1459.47,757.656,2427.842,0.971
"100672523010478_ereg_231",13.848,1438.624,806.924,2566.825,0.189
"100673148010478_ereg_231",15.038,1550.665,1089.824,2140.953,-0.947
"100674071010478_ereg_231",16.865,1523.065,1045.695,2288.846,0.973
"100674996010478_ereg_234",16.047,1534.824,1149.914,2097.07,0.856
"100675192010478_ereg_234",16.613,1498.352,1168.404,2132.925,1
"100675635010478_ereg_234",14.567,1526.224,1067.873,2133.69,1
"100675719010478_ereg_231",15.738,1526.292,1129.356,2126.221,0.744
"100676594010478_ereg_231",12.15,1444.717,725.341,2702.038,-0.347
"100676757010478_ereg_231",13.065,1440.195,759.721,2818.412,0
"100679073010478_ereg_231",10.787,1447.195,667.734,2443.12,0.021
"100679171010478_ereg_231",13.11,1445.29,801.852,2809.698,0.891
"100681347010478_ereg_232",15.905,1593.186,1539.604,1685.476,0.773
"100683295010478_ereg_232",15.418,1620.756,1381.606,1951.831,-1
"100685733010478_ereg_231",14.788,1575.392,1240.783,1924.78,0.109
"100686748010478_ereg_231",13.762,1441.422,978.22,2223.443,-0.413
"100687278010478_ereg_231",13.75,1450.982,1166.77,1984.584,0.037
"100687437010478_ereg_231",12.92,1452.934,1117.824,1958.203,0.229
"100688017010478_ereg_231",14.288,1454.017,1008.913,2238.982,0.245
"100688517010478_ereg_231",13.758,1445.886,983.698,2194.127,-0.056
"100689435010478_ereg_231",13.975,1456.623,1174.294,2053.367,-1
"100692906010478_ereg_231",14.223,1456.389,1029.094,2277.403,0.568
"100693418010478_ereg_231",12.443,1450.717,1539.077,1620.78,-0.027
