"","lon","lat","phys","slope","aspect"
"55937289010538",-72.921477,42.252559,2,30,306
"122556505010661",-73.07184,42.606869,2,27,321
"59911721010538",-78.638407,39.611193,2,53,346
"53059331010538",-67.586317,45.40455,3,0,0
"70586388010538",-68.41086,45.77291,2,0,0
"70585546010538",-68.11501,46.12074,2,0,0
"70562088010538",-70.85192,44.23523,2,15,290
"70394900010538",-69.61144,46.88827,2,8,252
"70406450010538",-68.12206,45.13729,2,13,175
"70410570010538",-69.42054,44.27206,2,0,0
"75799455010538",-68.42226,46.8369,2,8,105
"75818362010538",-68.66479,44.47146,2,0,0
"75976527010538",-70.01822,45.38873,2,0,0
"55299144010661",-88.782707,46.462596,2,0,0
"58036717010661",-83.294417,43.444948,2,0,0
"89805173010661",-88.093723,45.896285,2,7,190
"100218685010661",-82.939392,43.799987,2,0,0
"102443582010661",-86.48506,46.169352,2,8,126
"102442109010661",-83.946549,44.777358,2,6,290
"102509631010661",-86.67343,46.506138,3,0,0
"102514164010661",-88.812453,46.72089,2,11,1
"102507225010661",-83.011296,42.725538,2,0,0
"68731973010661",-92.419082,48.239336,2,40,330
"68650474010661",-93.887499,46.94633,3,0,0
"92354699010661",-93.006151,46.435187,2,0,0
"92261085010661",-93.625713,47.783204,2,2,0
"99277058010661",-92.389332,46.574357,2,5,5
"99044977010661",-95.571762,46.856543,2,21,30
"99030748010661",-94.944941,48.941459,2,0,0
"102452696010661",-91.645484,47.587259,3,0,0
"102452810010661",-91.588028,47.753261,3,0,0
"102456005010661",-95.326941,47.85555,3,0,0
"102558700010661",-94.296402,48.145289,3,0,0
"102566548010661",-91.163256,47.572221,2,5,210
"102559246010661",-94.803735,48.241681,3,0,0
"102564673010661",-94.902153,47.654252,2,0,0
"102557605010661",-93.553537,46.098671,2,0,0
"70217660010661",-90.587109,37.98432,1,6,170
"92155269010661",-91.140978,36.737258,1,2,0
"97490228010661",-92.119798,40.362142,2,5,100
"102530286010661",-91.219889,37.632165,1,11,320
"102530106010661",-90.900228,37.713898,1,27,325
"100546241010478",-91.421065,31.241718,2,0.5,0
"100536141010478",-88.783559,34.562002,2,22.5,351
"100711626010478",-89.957031,32.203304,2,0.5,0
"29961552010478",-78.520741,36.505817,2,0,0
"30126405010478",-81.689925,36.527895,2,27.5,238.5
"145786849010478",-78.8939,34.896092,3,0,0
"55030899010478",-77.903204,34.725916,3,0,0
"55032233010478",-82.352167,35.22989,2,78,356
"55114108010478",-77.966782,34.557274,2,0,0
"54917474010478",-82.376633,35.960178,1,28.5,229.5
"85275763010661",-101.81112,48.792592,2,0,0
"102542481010661",-102.805433,47.636102,1,60,5
"62230080010538",-71.373453,43.514209,2,37,332
"65395293010538",-74.887465,39.317306,2,0,0
"74529159010538",-74.84615,41.106934,2,10,290
"74525681010538",-74.336186,40.177392,2,0.5,0
"53753568010538",-75.10365,41.954754,2,6,221
"53924118010538",-75.119345,44.397248,2,5.5,45
"53956907010538",-74.412493,43.452333,2,44,166
"53904839010538",-74.455264,44.010385,2,23,177
"66408197010538",-83.623497,39.02372,2,0,0
"59866145010538",-82.790659,39.398249,2,36.5,51
"157291047010478",-96.072279,34.155791,2,1.5,0
"157305779010478",-95.447476,35.024979,2,1,0
"58560327010538",-80.264741,39.748729,2,55,305
"58528440010538",-77.572914,41.561985,1,18,247
"58578781010538",-76.293841,40.803264,2,10,185
"68270836010538",-79.9503,39.8598,2,11,332
"68268930010538",-79.44004,41.48278,2,11,140
"68277859010538",-75.89567,41.09598,2,16,157
"68287563010538",-75.08393,41.26299,2,0,0
"76856818010538",-78.52742,39.7532,2,15,154
"122562298010661",-79.00856,41.58276,2,7,180
"122561940010661",-77.45669,41.57828,1,0.5,0
"23988834010478",-79.585384,34.15793,2,0,0
"23996264010478",-80.521679,34.713737,2,18.5,268
"24049458010478",-79.849141,34.712687,2,0,0
"126132533010478",-80.728283,34.49288,2,0,0
"20654821010478",-86.867234,35.55979,2,11,172.5
"20643334010478",-87.990661,36.568162,2,16.5,44
"20653896010478",-85.278634,35.252191,2,22.5,304.5
"20634936010478",-86.878148,35.257859,2,8.5,63
"20636291010478",-82.90038,36.408989,2,51.5,244.5
"20637296010478",-84.314243,35.220928,2,42.5,136.5
"76866621010478",-88.051405,36.363925,2,19,20.5
"76901423010478",-86.699712,36.357845,2,14,109
"93842715010478",-84.992981,35.216951,2,14,310
"17499536010478",-95.19385,31.15653,2,0,0
"17502229010478",-95.958453,30.193174,2,0,0
"17501286010478",-95.798389,32.742146,2,0,0
"20011845010478",-94.7997,30.161718,2,0,0
"20018915010478",-94.130142,30.498586,2,0,0
"20021093010478",-94.452187,32.659869,2,0,0
"20055323010478",-95.687836,32.385848,2,10,255
"30710116010478",-79.442284,37.38391,2,33,40
"30721517010478",-78.49639,37.730377,2,10,97
"30532271010478",-79.963903,36.734635,2,18,160
"30758735010478",-77.996706,39.074933,2,24,235
"30685170010478",-81.569612,37.026769,2,47,78
"30616234010478",-81.724267,36.646162,1,74,200
"79179295010478",-77.999298,37.999964,2,18,225
"79219396010478",-80.652915,36.797078,2,58,160
"100203601010478",-79.228219,38.342558,1,40,90
"55956066010538",-73.127108,43.434238,2,7,196
"62275173010538",-72.160618,44.522977,2,17,1
"122566756010661",-72.281941,43.730387,2,50,142
"69963045010661",-90.874417,45.98561,2,0,0
"69794618010661",-90.276297,45.703386,2,2,0
"69936866010661",-91.037165,45.673416,2,1,0
"69864490010661",-92.031223,45.193684,2,2,0
"90589536010661",-89.504411,45.384243,2,25,40
"90608926010661",-90.829565,44.125385,2,25,210
"90707288010661",-92.347302,44.606483,2,21,181
"96188385010661",-90.269619,46.142221,3,0.5,0
"96288360010661",-91.500662,46.153434,3,0.5,0
"102486716010661",-88.679073,44.971981,2,6,25
"102488340010661",-91.39834,46.598183,2,1,0
"102484832010661",-91.438954,45.742161,2,2,0
"102485021010661",-91.847336,46.035035,2,2,0
"102551265010661",-92.061297,46.357079,3,0,0
"102551268010661",-91.930495,46.204525,3,0,0
"102550941010661",-91.299785,45.539419,2,3,0
"102550230010661",-90.239192,43.807418,2,35,33
"60264333010538",-80.780665,39.702653,2,56,197
"66766398010538",-81.204306,38.121984,2,45,96
"75135603010538",-81.553225,38.445374,2,33,319
"122559832010661",-78.709739,39.374972,2,20,237
"122559956010661",-79.978497,38.195462,2,23,300
"122560896010661",-82.425607,38.169618,2,34,238
"249603600010854",-65.895926,18.311,NA,37,304
"249603919010854",-66.243219,18.124017,NA,57,290
"249604031010854",-66.728704,18.052908,NA,76,279.5
"22303490010478",-86.276089,34.84134,2,27,62.5
"22335364010478",-86.13465,32.646089,2,0,0
"22344271010478",-87.448841,34.323681,2,32,100
"22342494010478",-85.732943,32.779249,2,10,32.5
"38920131010478",-87.887695,31.050672,2,0,0
"38957644010478",-85.972441,31.186704,2,3,170
"38921077010478",-85.253143,31.959695,2,36.5,10
"38840659010478",-86.369589,33.806967,2,0,0
"59332889010478",-91.470163,35.165822,3,0,0
"121332459010478",-93.113768,35.830755,2,38,164
"121302243010478",-92.527834,35.803512,2,21,192.5
"55920545010538",-72.872146,41.877019,2,16,132
"73491682010538",-75.32059,38.555473,2,0,0
"137152483010478",-82.375991,30.222739,2,0.5,0
"20289201010478",-86.524515,30.804882,1,8,195
"137163303010478",-82.658095,28.420481,3,0,0
"20239464010478",-86.560744,30.472303,1,0,0
"61308651010478",-84.140981,31.774872,2,7.5,270
"61245925010478",-85.118166,34.867063,2,20,129.5
"61342350010478",-83.089223,32.727897,2,0,0
"76821213010478",-81.946018,31.688819,3,0,0
"123926205010478",-84.315394,33.146639,2,0,0
"70030097010661",-92.540343,43.390722,2,0.5,0
"70024665010661",-89.042725,37.988608,2,0,0
"70009891010661",-88.6664,37.398249,1,18,300
"57197344010661",-86.821536,38.841779,2,14,90
"57191606010661",-86.420316,38.734749,2,9,90
"57213792010661",-86.502739,38.477751,2,15,75
"102310046010661",-87.330344,41.139365,2,0,0
"74684183010478",-84.838365,37.232891,1,24.5,212
"74602268010478",-83.771834,37.589229,2,32,99
"74751262010478",-83.460424,38.4578,2,44,289.5
"74678524010478",-83.525468,36.841787,1,22,184.5
"74677826010478",-89.081252,36.954286,2,19,198
"75619834010478",-83.204206,36.789227,1,25,300
"75594534010478",-83.874301,37.792889,2,12.5,233
"75601379010478",-83.998522,37.435352,1,35,250
"75573505010478",-84.856933,36.727499,2,18,305
"95297022010478",-85.029629,38.363623,2,25,32
"70460314010478",-91.241752,29.563339,2,0,0
"70509012010478",-93.312202,30.187022,2,0,0
"70503106010478",-92.066089,31.318452,2,0,0
"70427870010478",-93.184622,31.577666,2,0,0
"153882468010854",-92.163178,32.282124,2,31,6
"62262506010538",-73.125935,42.419222,2,28,154
"122556519010661",-73.082712,42.340565,2,6,80
"74206566010538",-76.786784,39.315338,2,25,48
"122558169010661",-76.679563,39.671548,2,30,96
"122558224010661",-77.110129,38.621258,2,13,112.5
"70568650010538",-68.9504,44.82038,2,0,0
"75811069010538",-70.10715,43.88424,2,12,165
"75975601010538",-67.09418,44.84055,2,6,7
"75976075010538",-68.75257,46.15375,2,7,52
"55336738010661",-83.49908,44.450564,2,20,330
"89742312010661",-84.863231,45.974406,2,1.5,0
"89825321010661",-83.679898,44.706605,2,24,75
"89841444010661",-85.125489,45.030634,3,0,0
"89644435010661",-83.898624,45.414826,2,0,0
"104973749010661",-86.884409,45.843676,3,0,0
"100199705010661",-85.615362,43.600836,2,10,154
"100183155010661",-84.104829,42.818707,2,0,0
"102444194010661",-90.048317,46.581244,2,1,0
"102443858010661",-87.92531,46.592156,2,7,111
"102322385010661",-83.589329,42.690976,2,8,131
"102513039010661",-84.993394,46.412581,2,1.5,0
"102509730010661",-87.535679,46.572854,2,21,169
"102509025010661",-85.193083,45.037468,2,23,115
"68674660010661",-90.978953,47.697612,2,0,0
"68866545010661",-95.598283,47.109265,2,0,0
"92262892010661",-93.356212,47.482034,2,0,0
"92302244010661",-92.941238,46.128319,2,0,0
"92293423010661",-94.252945,45.323803,3,0,0
"99271056010661",-93.889708,47.946386,2,0,0
"99024028010661",-91.100722,47.472895,2,10,58
"99281022010661",-90.940265,47.966842,3,0,0
"98969381010661",-92.527044,48.203992,1,10,172.5
"99259911010661",-92.07388,47.743699,2,5,238
"102457916010661",-90.96326,47.685341,2,0.5,0
"102461069010661",-95.063592,48.406698,3,0,0
"102564025010661",-94.171312,48.275592,3,0,0
"102562351010661",-92.671996,46.841998,2,0,0
"102561910010661",-91.80944,47.752477,2,1.5,0
"102556504010661",-91.857413,47.363488,3,0,0
"102559309010661",-95.11878,47.303741,2,0,0
"102564067010661",-94.344071,47.738472,2,1,0
"92162142010661",-93.569534,37.727613,2,1.5,0
"92182652010661",-90.546313,38.184562,2,2,0
"97503302010661",-91.651001,37.446008,1,38,305
"102464426010661",-91.820043,37.75456,1,21,330
"102464996010661",-91.868082,39.899663,2,30,120
"102534021010661",-91.241949,36.901963,1,26,115
"102534066010661",-93.062087,36.819819,1,33,360
"85230471010478",-90.651661,32.95179,2,1,0
"30127524010478",-81.928561,36.25402,2,48.5,217.5
"30019526010478",-82.314866,35.586439,1,36.5,134
"30019035010478",-82.508504,35.764028,2,46,357.5
"55037937010478",-80.695331,35.721853,2,7.5,185
"102535284010661",-97.991603,41.66281,2,0,0
"55884880010538",-71.670829,44.254249,2,24,188
"55904171010538",-71.655129,43.731608,2,20,254
"55913386010538",-70.894963,43.235475,2,6,263
"62244710010538",-71.090919,42.921984,2,8,280.5
"53753263010538",-75.009312,42.364994,2,25,318
"65147272010538",-73.738002,44.669516,2,0,0
"64272155010538",-74.210332,43.187849,3,0,0
"65166813010538",-78.678644,42.076662,2,26,22
"65146099010538",-76.564267,42.12251,2,27,64
"74938773010538",-74.688824,43.25016,2,2,0
"4031746020004",-75.126692,43.415578,2,5,150
"65164483010538",-78.263035,42.190213,2,15,321
"74901254010538",-74.446982,41.983868,2,10.5,71
"122563819010661",-74.667914,43.822313,3,0,0
"122563895010661",-75.623872,42.335095,2,6,251
"122563391010661",-74.586582,41.747283,2,11,64
"59815103010538",-82.481198,39.300956,2,26,136
"66413489010538",-82.066495,39.127101,2,8,277
"76389058010538",-82.487122,39.41685,2,21,285
"76389128010538",-82.097377,39.562939,2,56,76.5
"157305873010478",-95.504267,35.02222,2,7,353
"157307274010478",-94.492163,34.707179,2,19.5,295
"124095424010478",-94.542091,35.680244,2,23,188.5
"124104665010478",-94.754619,36.504834,2,10.5,249
"124090621010478",-95.820739,35.284818,2,13,87
"58376030010538",-78.492829,39.977382,1,7,266
"58404492010538",-75.074795,41.378383,2,0,0
"68321131010538",-77.2653,41.7269,2,33,83
"76903011010538",-78.03754,40.62689,2,25,171
"76904295010538",-78.11055,40.49597,2,2.5,37.5
"76888207010538",-79.5738,40.35613,2,15,302
"76882644010538",-79.91948,41.27282,2,7,117
"76910214010538",-75.81825,41.11577,2,1.5,0
"76871950010538",-74.95795,41.37619,2,19,100
"122562904010661",-78.09851,41.06804,2,17,192
"122561254010661",-75.47152,41.6723,2,10,150
"122561426010661",-76.44078,40.35311,2,30,335
"55942736010538",-71.178399,41.665928,3,0,0
"24013567010478",-81.675359,33.300227,2,0,0
"24099177010478",-82.187032,33.815466,2,12.5,169.5
"96410948010661",-104.018102,43.577633,1,5,235
"102548670010661",-103.441147,43.556183,2,10,230
"102547629010661",-103.605345,43.326388,1,50,5
"20655498010478",-85.740851,36.167684,2,57.5,122
"20653437010478",-86.273502,35.067567,2,16,279
"20643573010478",-82.263863,36.194975,2,16.5,208
"20638389010478",-87.935331,35.308214,2,32,300.5
"20637379010478",-84.452214,36.029687,2,57.5,76.5
"20637892010478",-83.444357,35.807398,2,56,133.5
"93845203010478",-88.087592,36.044752,2,0.5,0
"17509315010478",-94.010629,31.758894,2,0,0
"20007140010478",-94.732761,33.601291,2,0,0
"20042464010478",-95.776255,31.887541,2,0,0
"71250586010478",-94.942151,30.498382,2,0,0
"30542173010478",-77.720535,37.94854,2,8,63
"30629848010478",-80.238969,37.382815,1,25,85
"79225228010478",-77.109972,38.050601,2,8,195
"79173331010478",-77.705005,37.928279,2,0,0
"79177811010478",-83.235793,36.68952,2,7,24
"100202469010478",-78.786011,37.313217,2,11,170
"100175773010478",-78.428032,36.686356,2,8,132
"100175589010478",-78.56778,36.792529,2,14,230
"142975005010478",-78.028217,37.034636,3,0,0
"142979931010478",-80.64501,37.000704,1,24,220
"73601374010538",-72.809994,44.086708,2,9,30
"73592136010538",-72.662555,44.788627,2,50,110
"122567056010661",-73.193237,43.156308,2,20,200
"122566932010661",-73.005644,43.135899,2,25,330
"122567272010661",-72.751379,43.508846,2,22,78
"69766679010661",-89.666087,45.957845,2,9,193
"69804617010661",-90.869446,45.429168,2,1,0
"69931259010661",-92.460135,45.108471,2,5,82.5
"90644553010661",-89.817311,45.525194,2,0.5,0
"90636164010661",-90.225443,43.653025,2,0.5,0
"96204092010661",-89.912818,45.249367,2,7,60
"96226408010661",-89.545284,45.736561,3,0.5,0
"96274458010661",-92.43979,45.488262,2,16,336
"96167848010661",-90.626752,45.200994,2,38,315
"96276700010661",-89.312967,44.577536,3,0.5,0
"102487028010661",-88.83096,45.899695,2,5,97.5
"102488280010661",-91.616699,45.619194,2,1.5,0
"102548991010661",-87.851607,44.993015,3,0,0
"102551592010661",-91.228934,46.232174,2,4,0
"102554535010661",-91.650598,44.123003,1,59,250
"66766939010538",-79.301036,39.026056,2,34,128
"60272420010538",-78.727887,39.062313,2,17,338.5
"60273041010538",-80.364125,39.228294,2,24,293
"60283192010538",-80.136992,38.372559,2,30,271
"60275572010538",-81.987196,38.258207,2,32,62
"66771067010538",-82.011174,38.919362,2,32,343
"66772309010538",-79.103507,39.362659,2,68,152
"75133148010538",-78.990164,39.222657,2,16,108
"22336960010478",-85.624283,32.432077,2,20,230
"22339074010478",-87.675811,33.288671,2,19,35
"22345034010478",-88.21131,31.127646,1,5,211.5
"22349064010478",-88.361169,31.206659,3,0,0
"22341051010478",-87.951521,30.784289,2,0,0
"59432000010478",-94.148242,34.686199,1,29,18
"59358615010478",-93.119894,35.740359,2,52.5,257
"82522587010478",-92.348119,36.001116,2,20,355
"82515868010478",-92.530865,35.286129,2,18.5,22.5
"121356165010478",-93.159484,34.556285,2,1.5,0
"121343760010478",-93.046558,36.12889,2,25.5,65
"121296210010478",-92.910883,35.551682,2,16.5,60
"121304689010478",-92.07897,35.739462,2,27.5,55
"20298620010478",-82.470232,28.507459,1,0,0
"20321852010478",-85.321849,30.082626,3,0.5,0
"20310470010478",-81.752718,26.952103,2,0,0
"90806335010478",-81.49634,29.296509,3,0,0
"20222794010478",-82.002131,28.380953,3,0,0
"20228519010478",-81.138341,26.481792,3,0,0
"61424231010478",-81.826136,32.978574,2,5,245
"61352097010478",-82.532234,31.562725,2,0,0
"61133855010478",-81.227919,32.377601,2,0,0
"61302810010478",-83.78279,33.206045,2,37.5,53
"76355947010478",-81.78536,32.125388,2,0,0
"76375190010478",-81.905856,32.88078,3,0,0
"76364524010478",-83.609627,34.700519,2,40,56
"76818824010478",-82.826871,33.079577,2,6,185
"76770405010478",-82.85292,32.273401,3,0,0
"123915440010478",-84.182463,32.353009,2,8.5,74
"123929253010478",-84.850629,31.791175,2,0,0
"102308915010661",-86.588248,39.246528,2,15,260
"102311000010661",-96.11768,37.145047,1,2,0
"74678880010478",-83.841564,36.619178,2,0,0
"74640972010478",-83.104264,37.459198,2,46,251
"29115222010478",-83.418142,38.194141,1,60,121
"75578576010478",-84.212139,37.017788,2,41,241
"75589283010478",-87.128635,37.134663,2,1.5,0
"29113845010478",-89.047942,36.680054,2,5,235
"95307448010478",-83.199019,38.528981,2,48.5,349.5
"70520656010478",-91.459015,30.406982,2,0,0
"70425247010478",-91.351936,32.314903,2,0,0
"70551755010478",-93.708497,32.328404,2,0,0
"70542654010478",-92.825592,31.844013,2,20,25
"62264919010538",-72.947967,42.138801,2,0,0
"74370314010538",-71.156989,42.759922,3,8,65
"122556381010661",-71.955109,42.334128,2,0,0
"122558270010661",-76.973834,39.154975,2,23,180
"70571114010538",-68.43251,45.07786,2,0,0
"70602911010538",-69.58801,45.32253,2,14,253
"70563772010538",-70.92356,44.38255,2,54,110
"70377953010538",-68.40221,46.41645,3,0,0
"70418057010538",-68.72112,45.10166,2,0,0
"75780110010538",-67.84085,44.97395,2,6,253
"75789821010538",-68.15895,46.2751,2,27,15
"75752887010538",-69.48728,46.0559,2,0.5,0
"75975691010538",-67.8327,45.39711,2,6,221
"75976117010538",-68.88485,44.84003,2,0,0
"75976107010538",-68.4675,45.33736,2,13,303
"75976247010538",-68.87182,45.78417,2,2.5,67.5
"75976629010538",-70.15373,46.05916,2,0,0
"75976571010538",-69.47899,44.74364,2,0,0
"54875458010661",-86.846129,46.377898,2,32,135
"55020745010661",-85.102749,46.31166,2,10,75
"54948448010661",-85.451095,42.6022,2,6,335
"89815287010661",-90.125309,46.603618,2,0.5,0
"100255889010661",-88.196765,46.784519,2,0,0
"100248810010661",-83.447702,44.760068,2,1,0
"102443720010661",-87.250403,46.447854,2,10,205
"102448199010661",-89.323103,46.364728,2,4,0
"102443384010661",-85.989954,44.548943,2,20,9
"102443054010661",-84.986597,45.54434,2,4,0
"102443090010661",-85.392628,44.704974,1,5,270
"102443252010661",-85.600089,44.619478,3,0,0
"102450782010661",-86.032009,44.206506,1,1,0
"102346349010661",-83.387548,43.44078,2,0,0
"102517251010661",-86.694542,46.544605,2,20,270
"102509583010661",-86.341187,46.42402,3,0,0
"102509865010661",-88.028547,46.614932,3,0,0
"68814128010661",-93.89294,47.972329,3,0,0
"68715903010661",-92.392447,47.75352,2,10,203
"68665878010661",-95.229104,47.778113,2,0,0
"92650570010661",-92.764145,48.483234,2,2.5,115
"99044085010661",-95.706213,46.9927,2,1,0
"98940274010661",-94.368436,47.272278,2,0,0
"98944629010661",-95.500829,47.20361,2,2.5,75
"99014654010661",-95.122642,47.06224,2,0,0
"102460232010661",-93.949152,48.610969,2,0,0
"102454757010661",-94.013528,48.067533,3,0,0
"102453227010661",-92.096755,48.260787,2,60,330
"102458885010661",-93.06332,46.954928,3,0,0
"102566542010661",-90.536913,47.74678,2,0,0
"102556399010661",-91.591232,47.088684,2,5,280
"102566155010661",-92.91205,48.430162,2,7,174.5
"102566101010661",-92.3286,47.386874,3,0,0
"102558466010661",-94.239912,47.278013,2,0,0
"102566611010661",-93.167448,47.596148,3,0,0
"102562933010661",-93.115466,47.180719,2,2.5,77.5
"70307432010661",-93.091142,36.86496,1,20,120
"70240302010661",-93.509113,36.530296,1,11,275
"92140492010661",-90.581088,37.00364,1,10,356
"92169248010661",-92.726567,37.023396,1,15,76
"92121871010661",-93.254979,38.939212,2,1.5,0
"102467126010661",-90.748391,36.811964,1,7,5
"102466097010661",-94.126398,36.637304,2,19,55
"102465608010661",-93.379948,36.626075,1,15,25
"102466469010661",-94.096773,38.458369,2,1,0
"102530025010661",-91.242588,36.596077,1,5,150
"102534042010661",-92.042503,37.756964,1,27,30
"100513856010478",-88.547399,32.217558,2,2,0
"85154665010478",-90.121336,31.224985,2,0,0
"100681347010478",-90.717367,31.13618,2,0,0
"30112540010478",-79.680893,35.634765,2,3.5,122.5
"29934105010478",-82.137756,35.776413,1,62.5,232
"30003499010478",-84.162885,35.072756,1,34.5,161.5
"54987152010478",-81.708112,35.583917,2,56.5,154.5
"54939266010478",-82.139258,36.006896,2,47.5,291.5
"55127192010478",-82.506517,35.536416,2,17.5,300
"94595897010478",-78.784112,35.405416,2,0,0
"102535218010661",-97.866526,42.778804,2,1,0
"55882006010538",-71.846721,43.94747,2,8,354
"55913949010538",-72.156505,43.317763,2,15,250
"62235442010538",-71.476236,44.657446,2,15,200
"73074558010538",-72.381401,42.878429,2,13,287.5
"122407434010661",-71.364482,45.192849,2,30,270
"59779694010538",-75.022867,40.861202,2,0,0
"53719077010538",-75.27617,42.829938,2,5,358
"53760608010538",-73.944769,44.160611,2,24.5,317
"53925166010538",-74.723695,44.118177,2,75,357
"53970136010538",-78.32617,42.743538,2,10,80
"65154483010538",-74.417224,44.906754,2,0,0
"65153067010538",-74.053428,44.25694,2,0,0
"64274255010538",-74.326964,43.869683,2,9,74
"64282663010538",-74.051927,41.306301,2,38,80
"74906901010538",-76.007607,43.725716,2,13,247
"122564031010661",-74.685544,44.294814,2,21,200
"122563711010661",-74.487092,43.253842,2,15,156
"59841494010538",-82.401019,38.511121,2,15,18
"59866903010538",-82.770116,38.714406,2,13,2
"72768407010538",-82.600734,39.352992,2,60,118
"72773717010538",-84.791477,39.128259,2,26,28
"76389268010538",-80.904389,40.351969,2,31,305
"58384540010538",-77.500157,40.823923,1,13,15
"58528657010538",-77.014608,41.068669,1,30,4
"68284184010538",-77.61305,40.51806,2,22,344
"68303905010538",-80.00628,42.0958,2,0,0
"68283265010538",-78.89742,41.89839,2,0,0
"68283146010538",-78.85352,41.66832,2,0,0
"76867790010538",-78.40328,41.20504,2,15,25
"76878318010538",-76.41347,41.3237,2,25,210
"76869189010538",-75.24799,41.23111,2,1,0
"76879341010538",-75.64024,41.73041,2,26,129
"76887024010538",-75.38726,41.24946,2,1.5,0
"76866790010538",-75.76885,39.81009,2,6,5
"122561784010661",-77.33327,40.58798,2,8,300
"122562278010661",-78.58236,41.77705,2,0,0
"122562396010661",-78.96843,41.95714,2,5,30
"23980294010478",-80.973523,33.833708,3,0,0
"24115965010478",-80.454562,33.27586,3,0,0
"75714065010478",-82.411919,34.570671,2,6.5,215
"126157312010478",-82.099744,33.835456,2,1.5,0
"96396315010661",-96.984091,45.874975,2,0.5,0
"102547605010661",-103.419014,43.727351,2,20,35
"20645270010478",-87.886742,35.385182,2,36,187.5
"20635773010478",-85.964824,35.385004,2,0.5,0
"20638153010478",-86.644167,36.355264,2,26.5,194.5
"20638449010478",-85.320466,35.855999,3,10,117.5
"20637665010478",-85.104913,35.565945,2,2,0
"76887085010478",-85.584016,35.351258,2,37,165.5
"93824615010478",-84.39971,36.50034,2,43.5,232
"93849319010478",-82.158802,36.276608,2,43,301
"93822051010478",-84.633662,35.116417,1,67,295.5
"17502490010478",-95.328681,32.873266,2,2.5,102.5
"17548307010478",-93.804586,30.930481,2,3,37.5
"20003444010478",-93.920589,30.322276,2,0,0
"20049229010478",-94.85464,32.226779,2,0,0
"30758000010478",-77.520538,37.221291,2,7,225
"30751657010478",-79.072598,37.287152,2,5.5,165.5
"30569272010478",-79.329851,37.755177,1,23,340
"55954280010538",-72.641863,43.898802,2,0,0
"55966033010538",-72.524561,44.570674,2,36,350
"122566746010661",-71.828082,44.550262,2,11,70
"122567098010661",-72.796625,44.272902,2,29,178
"69873731010661",-88.916657,45.695905,2,2,0
"69794381010661",-90.047415,45.402177,2,1.5,0
"69917506010661",-89.912726,45.018264,2,2,0
"69882895010661",-90.460442,43.074013,2,40,245
"90670371010661",-88.446689,45.388775,2,29.5,224
"90642499010661",-89.027673,45.240608,2,1,0
"90695531010661",-89.257863,45.997777,2,1.5,0
"96210411010661",-87.825081,45.639527,2,21,40
"102486002010661",-89.750753,45.503303,2,4,0
"102483887010661",-89.564429,45.612613,2,10,295
"102483794010661",-89.982519,43.631017,2,11,20
"102552129010661",-92.250193,46.327779,2,2,0
"102555792010661",-89.960701,42.574572,2,21,280
"66769160010538",-81.36481,38.176943,2,42,279
"75109657010538",-79.535049,39.162559,2,8,99.5
"66756418010538",-80.308058,37.925516,2,0,0
"75105069010538",-79.887948,38.728131,2,23,134
"122559888010661",-79.390745,39.090628,2,15,260
"122560010010661",-79.685502,39.061472,2,11,95
"22305130010478",-86.845391,32.812249,2,0,0
"22303200010478",-87.756433,32.68326,2,0,0
"22342031010478",-87.696511,31.473668,2,10,230
"22301252010478",-86.543807,33.492498,2,5,200
"22339043010478",-87.524271,33.296747,2,0,0
"22330818010478",-86.033829,33.17836,2,27.5,322.5
"38902993010478",-87.335499,31.425374,2,6,124
"38913589010478",-85.87044,31.940753,2,10.5,185
"29165696010478",-93.260895,35.073674,2,0,0
"59451481010478",-92.680195,33.383824,2,0,0
"82549682010478",-93.799801,33.364396,2,0,0
"82548634010478",-92.492257,36.081496,1,26,194
"121317807010478",-93.934685,33.807688,3,0,0
"62286924010538",-73.612543,41.117108,2,12,280
"74334066010538",-72.433754,41.469236,2,30,125
"74338058010538",-71.851546,41.782199,2,11,331
"20273947010478",-81.968263,30.428941,3,0.5,0
"20363566010478",-85.963373,30.564234,2,1.5,0
"140548043010478",-81.604345,29.097618,2,0,0
"90825211010478",-82.646301,29.318043,3,0.5,0
"20367724010478",-82.566087,28.751534,3,0,0
"20232291010478",-82.30834,27.594732,2,1.5,0
"61393676010478",-83.461542,33.696146,2,7,149
"61409877010478",-83.794909,34.794888,1,32,342
"61332184010478",-82.339076,32.019131,2,0,0
"76951716010478",-82.292293,31.945414,2,0,0
"76958411010478",-82.996211,32.785508,2,0,0
"76740516010478",-82.879938,34.184527,2,0,0
"102078157010661",-93.915699,40.736245,2,2,0
"102078298010661",-94.125111,41.098524,2,31,62
"70018750010661",-89.309096,38.997048,2,5,130
"96316612010661",-88.161494,38.565087,2,0,0
"102490743010661",-88.149118,41.819726,2,1,0
"95838681010661",-86.616869,38.067387,2,7,155
"74791605010478",-82.817726,37.758331,1,63.5,203.5
"74716567010478",-83.28453,37.54272,2,52,64
"74721806010478",-83.670439,37.011968,2,41,333
"74676140010478",-84.002521,36.61829,1,31,291
"74660698010478",-83.525106,37.659919,1,23.5,136.5
"74639125010478",-87.615271,37.161335,2,20,92
"75579600010478",-83.55235,37.580357,1,60,28
"75590678010478",-86.632752,37.604846,2,8,304
"95313597010478",-85.629158,36.887619,2,14,217
"95298597010478",-87.804356,37.591088,2,1,0
"70549608010478",-93.04229,32.236097,3,0,0
