"","lon","lat","phys","slope","aspect"
"20038427010478",-94.379639,30.772692,2,0,0
"20002084010478",-94.066763,32.595003,2,0,0
"20027844010478",-94.417338,31.714624,2,6,170
"71244823010478",-94.510188,32.293928,2,0,0
"71252313010478",-94.311013,31.756843,2,0,0
"30661990010478",-77.319277,38.34109,2,33,86
"30679626010478",-77.467927,38.208687,2,0,0
"30699329010478",-80.282248,37.687558,2,36,315
"30574791010478",-78.447656,38.873824,1,35,145
"79207806010478",-79.231752,37.706291,2,55,150.5
"79196588010478",-82.868623,36.670406,2,60,50
"100178751010478",-77.086254,37.555852,2,0,0
"100184980010478",-77.977955,37.592381,2,8,22
"100228530010478",-81.168845,37.024317,1,39,180
"142966823010478",-76.875022,37.673107,2,0.5,0
"142934535010478",-76.530129,36.574936,3,0,0
"142983868010478",-78.803052,38.766581,2,28,127
"142960315010478",-80.540409,37.380353,2,30,290
"142931786010478",-81.482879,37.249756,1,23,288
"73599875010538",-73.164129,43.586015,2,7,146
"73602912010538",-72.738475,43.124105,2,12,40
"122567204010661",-73.010119,44.766172,3,0,0
"122567288010661",-72.973127,43.00644,2,0,0
"69869686010661",-88.369079,45.776564,2,15,272
"69870201010661",-88.131866,45.778627,2,7,202
"69765913010661",-89.433452,46.023828,2,31,125
"69859331010661",-91.566126,46.648727,2,0,0
"69860550010661",-91.978243,46.281959,2,2,0
"90645020010661",-89.561256,45.375463,2,17,150
"90590142010661",-89.670802,45.53,2,20,16
"90600856010661",-87.884952,45.595408,2,0,0
"90604613010661",-88.679865,44.972839,2,1.5,0
"90771244010661",-91.059199,46.700066,1,8,135
"90685356010661",-90.496944,45.114565,3,0,0
"90692091010661",-90.718737,43.445569,2,50,335
"90591617010661",-87.866029,44.254489,2,0.5,0
"90620314010661",-88.500221,44.321803,2,0.5,0
"96203011010661",-89.707337,45.381692,2,7,250
"96210957010661",-88.340157,45.531138,2,2,0
"96259886010661",-91.550111,45.53995,2,8,310
"96265963010661",-91.398533,46.227786,2,21,220
"96236945010661",-91.593399,46.352173,2,2,0
"96278764010661",-90.598758,45.755632,2,6.5,96
"96162295010661",-90.786283,45.946005,2,7.5,260
"96255092010661",-89.734504,44.145718,1,0.5,0
"102485636010661",-88.899326,45.934526,2,37,83
"102485882010661",-92.199236,46.554474,2,30,190
"102488487010661",-92.018461,45.927484,1,28,283
"102488163010661",-91.497425,44.93288,2,1,0
"102487992010661",-91.171319,43.8865,2,32,95
"102482654010661",-87.773937,44.406243,2,5,290
"102549171010661",-88.021982,45.662086,3,1,0
"102549186010661",-88.22309,45.367419,1,2,0
"102555264010661",-88.622631,45.093974,2,4,0
"102551904010661",-90.661288,46.286923,2,2,0
"102550719010661",-91.073978,44.786119,1,0,0
"102555624010661",-90.118823,44.794636,2,2,0
"60263702010538",-80.22228,38.519722,2,52,139
"75127867010538",-79.286348,39.048854,2,48,157
"66745002010538",-79.683466,38.512851,2,46,155
"66768624010538",-81.632479,38.63502,2,44,200
"75116424010538",-81.532088,39.133689,2,10,130
"75102010010538",-79.519543,39.62202,2,9,256
"249603872010854",-65.934889,18.096986,NA,73,36.5
"22302100010478",-87.297236,31.861499,2,6,220
"22304969010478",-85.57332,33.086149,2,13.5,220
"22300980010478",-86.165708,31.8112,2,8.5,142.5
"22306971010478",-86.917519,34.281119,2,15.5,100
"22306957010478",-86.824974,34.062586,2,17,185
"22305602010478",-85.496283,33.606797,2,0,0
"22337428010478",-86.552614,34.399283,2,23,75
"22339691010478",-87.678708,31.055048,2,0,0
"22343901010478",-85.802869,34.977316,1,21,119
"22346803010478",-86.34034,34.407477,2,24.5,90
"38950621010478",-85.821355,34.533672,2,4.5,122.5
"38956142010478",-87.606984,34.465055,2,22,341
"38916221010478",-85.150336,32.272205,2,34.5,80
"59427282010478",-92.876612,33.601941,2,0,0
"59427864010478",-92.967306,33.539189,2,6,146
"59571597010478",-91.749663,36.298856,2,13,219.5
"59412557010478",-91.313526,34.719796,2,0,0
"59357080010478",-93.170079,33.673905,2,2.5,45
"59377516010478",-94.253119,35.326707,2,0,0
"59359729010478",-93.474298,35.924831,2,29,292.5
"59522913010478",-93.487789,35.716867,2,41.5,53.5
"82527192010478",-91.170466,33.159963,3,0,0
"82507399010478",-92.284376,35.706082,2,48,307.5
"121329691010478",-91.369412,34.720296,2,0,0
"121328990010478",-90.079538,35.887345,2,1.5,0
"121317158010478",-92.981251,34.191277,2,0,0
"121321650010478",-93.642475,35.631538,2,8,181.5
"121333148010478",-93.421101,35.791078,2,25,120
"122555883010661",-71.893403,41.690633,2,5,168.5
"20343333010478",-82.576365,30.125892,2,0.5,0
"20327993010478",-86.804245,30.809387,2,7.5,236
"20271796010478",-82.08906,29.417779,2,0,0
"140549244010478",-84.487847,30.315556,3,0.5,0
"20278609010478",-81.660558,28.225528,2,0,0
"20236520010478",-81.779456,29.420179,1,0,0
"20357595010478",-82.013874,28.41369,2,0,0
"20229633010478",-82.238807,28.144923,2,1,0
"20219125010478",-81.182144,28.353406,3,0,0
"61611263010478",-82.566856,31.997881,2,0,0
"61182957010478",-82.358913,33.520432,2,3.5,53
"61078519010478",-82.91834,32.803429,2,17.5,156.5
"76404447010478",-81.73964,32.581627,2,0,0
"76311553010478",-83.760101,34.705424,1,48.5,136.5
"76817882010478",-82.60706,33.396077,2,0,0
"76945707010478",-85.103093,33.955105,2,26,165.5
"123925370010478",-84.420008,34.49566,2,31,212
"123995087010478",-82.077559,30.947236,2,0,0
"123951249010478",-81.898472,32.129069,2,0,0
"123968830010478",-82.51712,32.990963,2,0,0
"123938246010478",-84.254414,32.589647,2,0,0
"123915773010478",-83.382421,34.060212,2,18,291
"123926578010478",-85.060328,33.96684,2,42,188
"70055012010661",-95.006197,41.157867,2,40,340
"102498537010661",-91.687777,40.619175,2,3,0
"70018504010661",-89.287348,37.304351,2,45,166
"70015821010661",-88.852001,37.686727,2,0.5,0
"70000903010661",-90.531291,42.439424,2,6,335
"86094638010661",-89.429629,37.325378,2,1,0
"86140961010661",-89.114129,37.261646,2,1,0
"96310981010661",-88.609806,37.297799,2,2,0
"102163342010661",-88.642445,37.560336,2,10,130
"102493341010661",-89.367953,37.22985,2,46,279
"102489801010661",-88.468189,37.130649,3,0,0
"90544518010661",-86.412335,39.054776,2,15,340
"95851461010661",-86.484696,38.390281,2,22,185
"102495978010661",-85.854661,38.506294,2,5,280
"102496131010661",-85.842529,38.473827,2,8,230
"102493698010661",-85.981321,38.673464,2,60,55
"102493929010661",-86.125909,38.7453,2,30,355
"74599945010478",-83.834573,37.004685,1,40,236
"74667549010478",-84.840474,38.443926,2,22.5,265.5
"74635587010478",-82.934362,38.549222,2,50,251
"74601533010478",-82.849481,38.114201,1,21,50
"74678418010478",-83.640817,38.12419,2,24.5,256
"74625209010478",-84.070781,36.679396,1,66,315.5
"74718228010478",-88.044803,37.21915,2,9.5,53
"74778818010478",-86.074116,37.132196,2,46,187.5
"75616139010478",-84.758892,38.717676,2,24.5,170.5
"95304924010478",-82.680722,37.899983,2,46,106.5
"95314227010478",-83.273941,37.936008,1,41,172.5
"95320073010478",-84.47858,37.058134,2,14,180.5
"70563133010478",-92.387395,30.872437,2,0,0
"70560111010478",-93.90988,32.150098,3,5.5,88.5
"70403800010478",-92.060746,32.674594,2,0,0
"55926903010538",-72.599208,42.670057,2,27,311
"55940846010538",-71.642467,42.164164,2,20,252
"74373285010538",-72.808746,42.057536,2,5.5,68.5
"74375260010538",-72.480899,42.254516,2,12,311
"74371671010538",-72.279166,42.507355,3,0,0
"122556183010661",-70.618393,41.415455,2,0,0
"122556565010661",-71.835167,42.510809,2,7,164
"74204180010538",-75.63215,38.029428,3,0,0
"122558378010661",-78.977675,39.488856,1,53,155
"53105098010538",-69.300842,46.636982,2,17,343
"53106129010538",-68.326336,46.912847,2,0,0
"53079992010538",-68.26348,44.869196,2,12,230
"53080691010538",-68.64511,44.385725,2,5,277
"53038434010538",-68.883327,45.952882,2,35,138
"53086972010538",-70.575169,44.138084,2,10,237
"70624156010538",-67.83771,44.88406,2,22,45
"70580403010538",-68.57405,46.49154,2,0,0
"70554019010538",-68.31112,44.50902,2,0,0
"70551206010538",-70.45211,45.11822,2,32,200
"70393580010538",-69.06006,46.58905,2,0,0
"70416298010538",-68.65664,45.40382,2,0,0
"70428594010538",-69.26147,46.19914,2,0,0
"70432004010538",-69.89181,45.15956,2,15,50
"70437378010538",-70.11602,44.85954,2,9,45
"75797762010538",-67.93451,45.72448,2,0,0
"75757249010538",-69.30614,45.33283,2,0,0
"75758736010538",-69.47979,45.59187,2,0,0
"75767583010538",-70.06657,45.35556,2,0,0
"75769315010538",-69.59391,44.98419,2,5,280
"75787075010538",-70.84158,43.66822,2,15,55
"75976015010538",-68.18602,45.29917,2,6,188
"75976133010538",-68.58336,46.3634,2,0,0
"75976817010538",-70.23551,44.61679,2,0,0
"55443518010661",-85.828411,44.006346,1,9,293
"55474886010661",-85.942913,44.905842,2,22,285
"55737587010661",-84.206486,43.762057,2,0,0
"89630329010661",-85.073739,46.644436,1,9,258
"89754715010661",-88.06645,46.378587,2,26,70
"89756419010661",-87.569198,46.292088,2,0,0
"89854062010661",-86.00285,44.715208,2,11,34
"89724607010661",-83.976232,44.900004,2,28,75
"89612114010661",-83.054489,43.171877,2,1.5,0
"89747294010661",-82.939469,42.762592,2,0,0
"100250795010661",-87.009322,46.272164,3,0,0
"100236269010661",-84.561377,46.072146,2,1.5,0
"104971217010661",-89.559645,46.333831,2,0.5,0
"100221236010661",-88.369485,46.382481,2,0,0
"104967953010661",-83.489491,44.565283,2,1.5,0
"100200831010661",-83.567991,42.825987,2,5,180
"102443984010661",-88.486128,46.487021,2,5,246
"102444491010661",-89.95766,46.427525,3,0,0
"102444824010661",-85.029191,45.48035,2,8,110
"102450512010661",-85.64095,44.214772,1,15,29
"102509337010661",-85.156033,46.589691,1,0,0
"102509487010661",-85.688641,46.579958,2,8,165
"102510081010661",-88.66631,48.054142,2,0,0
"102509874010661",-88.102898,46.465769,2,0,0
"102517782010661",-89.699063,46.522412,3,1,0
"102515544010661",-83.888073,44.539712,2,10,82
"68861748010661",-93.215807,46.462446,2,0,0
"68992840010661",-95.558701,46.651196,2,0,0
"92355454010661",-92.853725,46.735796,2,7,230
"92635102010661",-93.076627,46.820228,3,0,0
"92261748010661",-93.086343,47.729061,2,0,0
"92339063010661",-95.743412,47.301925,2,4.5,170
"98945345010661",-89.786338,48.009176,2,15,238
"98931083010661",-93.951947,48.615368,3,0,0
"98971446010661",-92.626798,48.426227,2,9,235
"98974310010661",-92.345595,48.057831,2,2,0
"98960678010661",-92.058684,47.068467,2,15,192
"99273783010661",-93.40838,46.657049,3,0,0
"99037362010661",-93.07032,46.89777,3,0,0
"99028628010661",-94.956166,48.582356,2,0,0
"98998181010661",-93.481312,46.045036,3,0,0
"98998921010661",-94.445113,46.272507,2,20,162.5
"98994312010661",-95.59587,47.732246,2,2.5,150
"102453083010661",-92.494334,46.676986,3,0,0
"102460235010661",-94.09339,48.584164,2,0,0
"102456848010661",-96.35663,48.546535,2,0,0
"102563494010661",-93.473407,48.279068,3,0,0
"102566770010661",-95.492028,46.921701,2,12,270
"102559066010661",-94.824266,47.080491,2,34,250
"102566536010661",-92.688418,45.91446,2,0,0
"102556126010661",-91.97471,44.173048,2,25,335
"70387015010661",-90.142438,37.086628,1,11,354
"70304065010661",-90.921715,37.024279,1,15,62
"70343332010661",-92.06544,36.804189,1,8,30
"70337799010661",-93.865267,38.435907,2,30,190
"70350212010661",-94.086778,37.118767,2,5,105
"70224286010661",-92.341653,40.465103,2,15,50
"70309317010661",-92.161759,38.421087,1,13,84
"70278698010661",-89.321952,36.74831,2,0,0
"70255695010661",-91.310222,38.750255,1,35,255
"92194885010661",-90.109801,37.501355,1,17,239.5
"92197508010661",-90.587672,36.851133,1,16,165
"97523963010661",-90.453042,36.906187,1,21,215
"97476089010661",-91.37881,36.82817,2,5,35
"97501635010661",-92.508032,37.072823,1,10,318
"97529182010661",-93.760695,37.589208,1,1,0
"97520962010661",-94.600273,38.375005,2,9,305
"102464954010661",-92.708099,36.55357,1,13,319
"102464876010661",-92.406077,37.968531,1,12,232
"102529836010661",-90.546847,37.801469,1,10,148
"102531081010661",-92.372109,37.387336,2,32,10
"102531300010661",-92.676742,37.907139,1,26,239
"102533346010661",-91.951816,37.791581,1,30,68
"102533718010661",-92.798232,40.056058,2,8,350
"102530217010661",-90.905801,39.039856,1,30,200
"85189406010478",-90.041226,33.967665,2,17.5,296
"100506752010478",-91.120485,31.913442,2,31,180
"100623177010478",-89.408961,34.349969,2,15.5,341.5
"30112219010478",-79.775755,35.580944,2,9,102
"29973251010478",-81.679234,35.546396,1,25,137.5
"30063432010478",-80.447404,34.823656,2,0,0
"30029454010478",-82.379405,36.048142,1,72.5,213.5
"30100548010478",-77.855581,34.390583,2,0,0
"30057060010478",-83.48923,35.476175,2,50.5,57.5
"94607363010478",-82.513747,35.809287,1,41,280.5
"54984704010478",-79.282652,34.812202,2,0,0
"55084670010478",-81.023788,35.367008,2,27.5,158
"94630557010478",-81.808867,36.025442,1,56.5,130
"55135218010478",-84.009763,35.248128,2,57,18.5
"55062579010478",-77.365225,36.049491,2,0,0
"54975858010478",-76.803623,35.114384,3,0,0
"70113287010661",-99.841502,48.862723,2,3,32.5
"97018177010661",-103.408721,47.555566,1,15,265
"55891334010538",-71.115428,43.48309,2,10,90.5
"55891924010538",-71.115131,43.39594,2,7,75
"55893375010538",-71.181188,43.371379,2,11,28
"62236773010538",-71.117065,44.851487,2,7,110
"62236887010538",-71.285405,44.676808,2,45,100
"73072226010538",-71.354456,43.988851,2,0,0
"74527426010538",-74.379708,39.878896,1,0,0
"53724490010538",-78.429282,43.171276,2,0,0
"53721619010538",-75.133853,43.565408,2,25,317.5
"53760324010538",-74.065024,44.328744,2,45,265
"53762111010538",-74.316498,43.976247,2,12,5
"53705773010538",-73.760515,43.461938,2,32,322
"53745477010538",-79.091912,42.048599,2,14.5,324.5
"53952117010538",-74.217504,44.309541,2,21.5,290
"53953992010538",-74.714682,43.114702,2,0,0
"53907274010538",-74.980676,44.050851,2,16,198
"53932032010538",-73.789019,41.822483,2,8,142
"65195188010538",-74.198545,44.31445,2,13,93
"64269312010538",-73.954428,43.851878,2,22,100
"64265752010538",-74.928389,42.136711,2,15,132
"64254188010538",-76.488501,42.199079,2,27,29
"64253409010538",-74.625357,41.74075,2,5,243
"74938469010538",-74.475575,43.073265,2,11,208
"74906550010538",-74.968659,43.895458,2,5,350
"74934296010538",-74.062666,44.191559,2,30,334
"74956442010538",-74.703442,43.996702,3,4.5,97.5
"74951797010538",-74.746139,42.08895,2,18,232
"122563581010661",-74.372167,43.385769,2,19,114
"122564287010661",-76.43026,42.19265,2,10,104
"122564141010661",-76.23865,42.163164,2,0,0
"59815863010538",-81.716138,39.51397,2,45,200
"59825688010538",-81.05726,40.951346,2,0,0
"59887301010538",-81.955271,40.391093,2,16,292.5
"72782061010538",-82.655229,38.574246,2,56,125
"72739980010538",-81.072881,41.416935,2,0,0
"72759244010538",-82.881371,38.980125,2,22,230
"76388932010538",-82.442286,38.526902,2,28,40
"76389226010538",-82.026497,40.423611,2,3,175
"76390226010538",-83.675375,41.115311,2,0.5,0
"58366143010538",-78.353528,41.090625,2,18,290
"58405074010538",-78.058235,41.636208,2,35,50
"58406652010538",-78.117817,41.574403,2,18,293
"58402186010538",-75.444902,41.060639,2,0,0
"58560918010538",-78.096075,40.359451,2,25,33
"58571383010538",-80.015447,41.233097,2,0,0
"58577361010538",-77.821467,41.65405,2,44,345
"68307759010538",-80.47358,40.5757,2,27,99
"68303804010538",-79.95938,42.1725,2,0,0
"68279690010538",-76.84089,41.54865,2,26,295
"68279121010538",-77.54389,41.50099,1,27,342
"76912586010538",-77.17035,41.53017,2,9,190
"76910084010538",-75.8949,41.04741,2,37,345
"122561852010661",-77.16652,41.47308,2,28,210
"122561832010661",-76.92617,41.89777,2,85,357
"122562776010661",-76.04596,41.88539,2,1,0
"55945500010538",-71.540177,41.921636,2,0,0
"122556763010661",-71.56406,41.985843,2,9,335
"24013176010478",-81.417899,33.528834,3,0,0
"23981363010478",-79.633214,33.087056,3,0,0
"24083317010478",-80.615403,32.916972,2,0,0
"24085460010478",-80.233992,33.065166,2,0,0
"24084496010478",-79.5222,34.294626,3,0,0
"24067249010478",-81.708928,33.43489,1,9,300
"126142648010478",-81.129021,33.552137,2,1,0
"126130535010478",-80.810657,34.259176,2,0,0
"86557735010661",-104.031428,43.599696,1,24,170
"20651384010478",-86.350356,35.68471,2,7,65
"20654145010478",-83.01314,36.329206,2,42.5,189
"20637446010478",-89.109589,36.348894,2,42,123
"20637744010478",-86.291988,35.683705,2,2.5,95.5
"20637308010478",-84.361315,35.39448,2,7.5,328.5
"76868872010478",-87.972537,36.21734,1,27,251.5
"76883080010478",-84.786919,36.445723,2,6.5,64
"76864223010478",-85.283296,35.981922,2,33.5,138.5
"76872581010478",-82.056807,36.273284,2,25,185
"76857603010478",-82.532539,36.492307,2,45,160
"93847320010478",-84.233128,36.499972,2,25.5,305
"17513732010478",-95.226357,32.689772,2,0,0
"20043895010478",-93.562238,31.11127,2,0,0
"20054391010478",-94.382198,30.725755,2,0,0
"20042329010478",-95.745123,32.032493,2,8,320
"71272828010478",-95.584522,32.036249,2,6,255
"30656091010478",-77.316757,37.439799,2,13,315
"30702388010478",-79.120993,37.751658,2,58,82.5
"30638984010478",-77.849381,38.69473,2,15,345
"30732204010478",-79.861274,37.780251,1,73,60
"29126884010478",-79.673125,38.185606,1,36,145
"79221785010478",-80.206588,37.432682,1,38,160
"79174455010478",-79.675291,38.507801,2,23,25
"79229086010478",-80.819146,37.213975,1,36,212
"100215409010478",-78.402848,37.406145,2,0.5,0
"100221538010478",-80.911824,37.235652,1,23,180
"142949848010478",-77.357945,38.076554,2,0,0
"142980392010478",-78.32162,38.674109,2,11,111
"142981390010478",-79.370876,37.954966,2,12,360
"55964257010538",-71.545952,44.88154,2,22,122
"55956339010538",-72.894863,43.775531,2,45,90
"55961914010538",-72.967515,42.905148,2,27,45
"62278211010538",-72.541818,44.73654,2,5,148
"73591047010538",-72.740978,44.874991,2,5,284
"122566792010661",-72.657092,42.938355,2,27,5
"122567152010661",-72.670889,44.905111,2,16,22
"122566994010661",-72.454462,44.174414,2,21,274
"69875242010661",-88.842195,45.457993,2,14,310
"69878364010661",-88.716627,45.612179,2,35,42
"69922175010661",-88.33621,45.715612,3,1,0
"69959815010661",-90.511119,46.091547,2,4.5,72.5
"69968212010661",-91.331151,46.750216,2,23,176
"69901558010661",-90.05255,44.386097,2,8,132
"69884129010661",-90.556369,43.094401,2,55,252.5
"90671928010661",-88.912117,45.636018,2,1,0
"90605122010661",-88.54853,44.885239,3,0,0
"90676654010661",-90.054372,44.31525,3,0.5,0
"90754931010661",-91.949513,44.456998,2,30,45
"90756198010661",-91.777454,44.305681,2,5,320
"90622579010661",-90.893831,43.053381,2,33,55
"96213466010661",-87.815409,45.5482,3,0.5,0
"96234583010661",-91.876835,46.606225,2,1,0
"96277391010661",-89.685102,44.305537,1,0,0
"96158603010661",-88.904974,44.038923,3,0.5,0
"102483446010661",-88.803943,45.794204,2,3,0
"102486533010661",-88.230418,45.232051,3,2,0
"102488898010661",-90.238338,45.460062,2,17,127
"102488259010661",-91.563667,45.720961,2,10,210
"102489045010661",-90.40682,44.594905,2,2,0
"102551715010661",-89.501166,45.334849,3,2,0
"102552531010661",-87.806507,44.998113,3,1,0
"102550680010661",-90.351407,46.119655,2,2,0
"102554694010661",-91.40024,46.454758,2,3,0
"102550932010661",-91.092115,45.636834,3,1,0
"102552276010661",-90.955506,46.019468,2,2,0
"66736478010538",-82.129669,38.213176,2,45,9
"75119028010538",-80.065585,39.094194,2,60,82
"66735011010538",-81.639484,38.199085,2,54,57
"75108259010538",-81.136993,38.575993,2,32,116
"66762134010538",-80.789379,39.43901,2,38,342
"66778601010538",-80.459142,39.630819,2,42,330
"122560074010661",-80.320155,38.200643,2,18,205
"75130185010538",-80.065355,38.038911,2,48,111
"75116529010538",-81.518253,39.080576,2,20,188
"122560144010661",-80.111824,39.24321,2,28,293
"122560350010661",-80.935004,37.868917,2,16,33.5
"249603862010854",-66.218115,18.03815,NA,53,37.5
"249603955010854",-66.524353,18.214689,NA,67,96.5
"22304658010478",-88.356011,31.039613,3,0,0
"22304852010478",-85.76618,33.702775,2,6.5,20
"22339676010478",-87.642348,30.276276,1,0,0
"22349040010478",-88.25111,31.421963,2,11,51
"22333196010478",-86.618871,31.948205,2,7,300.5
"22344000010478",-87.00139,33.405748,2,17,125
"22303455010478",-86.076027,34.532491,2,5,230
"22302604010478",-86.05698,32.52824,2,4.5,175
"59579946010478",-91.520935,35.499397,2,7,43
"59576943010478",-93.023301,34.362029,2,2.5,92.5
"59528540010478",-93.986908,34.77319,2,12,103
"59388957010478",-93.206678,34.766859,2,21,345
"59366424010478",-94.096946,34.688164,1,35,127
"59518284010478",-94.183496,34.335462,2,35.5,197.5
"59450428010478",-92.60586,33.714545,2,0,0
"82528323010478",-93.277962,34.272891,2,14.5,205
"82556274010478",-93.018174,33.624731,2,0,0
"82530307010478",-92.371005,35.030924,2,8,165
"82506395010478",-92.435501,35.761012,2,38.5,350
"121343471010478",-94.439119,36.492085,2,55,322.5
"62289397010538",-72.911641,41.412597,2,13,79
"65355559010538",-75.594797,39.357438,2,0,0
"20332254010478",-81.02382,28.89363,3,0,0
"20333892010478",-84.152451,30.149735,3,0,0
"20299843010478",-82.17967,28.111719,2,0,0
"20291946010478",-82.520416,28.318362,3,0,0
"20296044010478",-81.507383,26.925764,2,0,0
"20279337010478",-81.740778,29.560098,3,0,0
"20260280010478",-81.926711,30.11303,1,0,0
"90802279010478",-80.42621,26.92855,2,0,0
"61217230010478",-83.538796,33.866477,2,0,0
"61153894010478",-82.689733,31.886344,2,0,0
"61317218010478",-83.463252,33.660528,2,5,330
"76740245010478",-81.341969,32.45065,2,0,0
"76700961010478",-84.851312,31.072356,2,0,0
"76811942010478",-84.129687,34.427917,2,34,257
"76931927010478",-84.15329,34.853516,1,45,348
"123946272010478",-84.893711,31.330675,3,0,0
"123972009010478",-83.417833,33.124056,2,11,201
"123978477010478",-85.490272,34.820978,2,18,204.5
"123954070010478",-84.226079,34.600913,2,40.5,342
"70060305010661",-90.695437,41.484356,2,15,62.5
"70050269010661",-92.275986,40.599741,2,8,120
"95868853010661",-94.385746,41.988113,2,1.5,0
"70009787010661",-88.460205,37.486516,2,15,240
"102493284010661",-88.244157,37.526305,1,20,290
"102489969010661",-88.678803,37.354297,2,0,0
"57233682010661",-86.974839,39.693917,2,2,0
"90559882010661",-86.248614,39.14356,2,18,280
"90555951010661",-87.07599,38.120563,2,8,125
"95838089010661",-86.575802,38.130273,2,10,180
"95858857010661",-86.085059,40.779389,2,2,0
"102182444010661",-85.078233,38.997226,2,26,280
"102496341010661",-86.089289,39.077363,2,20.5,88.5
"102495789010661",-85.006167,39.31301,2,0.5,0
"74639416010478",-84.142573,37.386541,1,37.5,161
"74636564010478",-83.011668,36.875018,2,41,259
"74773285010478",-84.268081,38.892306,2,22.5,322
"74751876010478",-88.378486,37.373689,2,26,125
"75579336010478",-83.78821,37.65117,1,15,45
"75591883010478",-84.364578,38.693868,2,24,40.5
"75607030010478",-86.692743,37.284126,2,0,0
"95306008010478",-83.378292,37.050791,1,20,171.5
"95321352010478",-83.338248,38.211628,2,27.5,253.5
"95310185010478",-84.485059,36.662532,2,31,121
"95292378010478",-84.552116,37.722591,2,2,0
"95308200010478",-88.33408,37.239977,2,8.5,161.5
"70284070010478",-93.017263,31.148147,2,0,0
"55932083010538",-72.043186,42.706516,2,14,340
"62268490010538",-72.108045,42.082921,2,8,61
"74368666010538",-73.265353,42.383533,2,3,80
"53068726010538",-69.091753,46.922759,2,0,0
"53099049010538",-68.65436,46.259074,2,8,124
"53033349010538",-69.560148,46.128757,2,19,261
"53076164010538",-70.155245,45.112724,3,0,0
"53073921010538",-70.619947,45.563058,2,10,140
"70384962010538",-69.41343,46.89032,2,2.5,90
"70418348010538",-68.71186,45.94118,2,14,200
"70414778010538",-68.53389,45.1271,2,0,0
"70405053010538",-68.33485,44.63132,2,0,0
"70398994010538",-70.61773,44.99184,2,0,0
"75798403010538",-69.43764,46.82439,2,1.5,0
"75840946010538",-68.58674,45.94203,2,13,65
"75820830010538",-68.24895,45.1877,2,0,0
"75763143010538",-69.9256,45.10676,2,15,151
"75975749010538",-69.52416,46.87484,2,5,120
"75976275010538",-69.43363,45.59851,2,35,47
"75976493010538",-69.84748,44.88604,2,20,303
"54849005010661",-86.226588,46.539904,2,0,0
"55247696010661",-89.565002,46.357706,2,2,0
"55289448010661",-88.340505,47.100798,2,0,0
"55664688010661",-87.297154,46.193003,2,0.5,0
"55653908010661",-87.317127,46.115872,3,0,0
"55913402010661",-85.165903,43.9413,3,0,0
"55464457010661",-83.271469,42.912394,2,0,0
"89830005010661",-86.294148,46.596908,2,0,0
"89635920010661",-84.352215,46.262224,2,0,0
"89798700010661",-86.660235,45.940149,1,7,29
"89751210010661",-88.043526,46.834126,2,7,76
"89624776010661",-84.684183,45.557786,1,2,0
"89599856010661",-84.930977,44.648261,1,1,0
"89864036010661",-84.168545,45.562911,3,0,0
"100182567010661",-86.199267,46.432236,3,0,0
"100217607010661",-88.738444,46.836586,2,12,190
"100223095010661",-88.53834,46.376454,2,0,0
"100204953010661",-89.537372,46.645556,2,30,108
"100203998010661",-89.817895,46.801471,2,7,333
"100220216010661",-83.848683,44.366912,2,2,0
"104974724010661",-85.971719,43.954863,2,1,0
"100229966010661",-85.970345,43.983457,1,21,190
"102450983010661",-86.576741,46.040175,2,0,0
"102451847010661",-89.314178,46.260019,2,4,0
"102444461010661",-86.134935,45.009391,2,33,115
"102447860010661",-86.231271,43.500893,2,1,0
"102452102010661",-83.913034,44.536543,2,17,120
"102444221010661",-83.66789,41.846541,2,0,0
"102509352010661",-85.178486,46.196053,3,0,0
"102509838010661",-88.005324,45.8423,2,6,355
"102507648010661",-83.397845,44.731189,3,0.5,0
"102515979010661",-84.373734,44.611815,2,0,0
"102508362010661",-84.896639,43.808856,1,4,0
"102511809010661",-83.997958,44.472707,2,11,183
"102508890010661",-85.989987,42.55967,2,0.5,0
"102510243010661",-83.28775,42.862126,2,18,65
"68668815010661",-90.344887,47.79487,2,15,260
"68718213010661",-92.677383,47.983894,2,5,360
"68875470010661",-94.666516,47.981905,2,0,0
"68805907010661",-94.076109,47.562082,2,0,0
"92329867010661",-91.49075,47.693222,2,9,226
"92243579010661",-92.745115,46.977716,2,0,0
"92637061010661",-93.069931,46.556073,2,0,0
"92218974010661",-95.807723,46.863257,2,12,235
"92267184010661",-93.437177,47.641957,3,0,0
"92335106010661",-94.956809,48.908152,2,0,0
"92301982010661",-92.919366,46.2202,2,4.5,22.5
"99271108010661",-93.975503,48.016981,3,0,0
"98964229010661",-91.992714,47.423966,3,0,0
"98969034010661",-92.042407,48.070388,3,0,0
"98971130010661",-92.831408,48.412896,2,20,210
"99260556010661",-93.665479,47.020736,2,25,265
"98955461010661",-96.067481,48.550814,2,0,0
"99255983010661",-96.20304,48.457007,2,0,0
"102453086010661",-92.41789,46.470623,2,0,0
"102459605010661",-93.634096,48.319235,3,0,0
"102460499010661",-94.41966,48.258831,3,0,0
"102459941010661",-93.920257,47.966557,3,0,0
"102457991010661",-91.053142,47.63389,2,7,242
"102453572010661",-92.750799,47.989467,2,1.5,0
"102453941010661",-93.438819,45.978079,2,1,0
"102456878010661",-96.355262,48.099286,2,0,0
"102556111010661",-90.422511,47.857772,2,9,352
"102564016010661",-93.960958,48.35846,3,0,0
"102563188010661",-93.382481,48.056191,2,1.5,0
