"latitude","longitude","elevation"
"363",36.7479,-81.948,705.87841796875
"364",36.8821,-81.8883,869.960754394531
"365",36.6365,-81.6609,972.182006835938
"366",38.1545,-76.854,23.1595420837402
"367",36.8938,-82.6499,1110.76953125
"368",47.4208,-87.7451,206.362014770508
"369",47.3566,-88.1686,350.072784423828
"370",36.9529,-81.3586,836.463684082031
"371",47.3805,-88.2498,385.506805419922
"372",36.7933,-81.1347,880.323059082031
"373",36.865,-80.9257,635.064514160156
"374",36.8613,-81.0886,835.997924804688
"375",37.0141,-81.0135,824.445922851562
"376",37.0243,-81.1688,1150.74645996094
"377",47.9136,-89.1714,195.696838378906
"378",48.084,-88.7399,219.518783569336
"379",36.6495,-76.368,19.3140201568604
"380",36.6976,-76.3558,7.84101390838623
"381",43.9733,-85.5791,371.30712890625
"382",43.9724,-85.7565,268.790496826172
"383",36.6705,-76.5314,6.68685579299927
"384",43.9835,-85.9703,337.791107177734
"385",36.7343,-76.4999,6.76645612716675
"386",45.0512,-85.6216,237.227783203125
"387",42.4986,-84.0373,283.991577148438
"388",46.4564,-85.8346,281.335357666016
"389",46.4485,-85.4789,235.552200317383
"390",46.3865,-85.5126,229.852645874023
"391",46.363,-85.3323,231.226974487305
"392",46.6039,-85.7765,250.689682006836
"393",46.6178,-85.4043,230.370910644531
"394",46.2868,-85.384,224.463500976562
"395",46.2181,-85.2285,271.177581787109
"396",46.1395,-85.4596,231.622512817383
"397",45.901,-84.8367,179.611129760742
"398",46.2127,-85.7649,240.070877075195
"399",46.1332,-85.0967,261.149475097656
"400",45.777,-84.4608,196.794525146484
"401",45.7563,-84.3839,184.449096679688
"402",46.1282,-84.9304,267.710876464844
"403",46.0754,-84.7481,230.737487792969
"404",45.9184,-84.8619,180.777130126953
"405",46.0721,-84.5614,200.923324584961
"406",44.4969,-86.2288,180.852676391602
"407",44.4206,-85.9101,260.430603027344
"408",44.184,-85.8578,278.030517578125
"409",46.7092,-87.8651,498.827392578125
"410",41.9686,-85.1402,294.590118408203
"411",42.2007,-85.0247,283.243072509766
"412",41.8665,-85.8228,272.414001464844
"413",45.5994,-85.5153,188.953109741211
"414",45.2072,-84.8412,297.169555664062
"415",45.1457,-84.8667,358.60302734375
"416",45.2905,-85.3256,193.242340087891
"417",45.7543,-84.7186,201.431503295898
"418",45.6108,-84.2967,212.458862304688
"419",45.4467,-84.7147,203.928482055664
"420",45.4328,-84.5188,212.038146972656
"421",45.3029,-84.6947,296.308044433594
"422",45.2916,-84.5804,273.341278076172
"423",45.2937,-84.4304,260.602508544922
"424",46.3732,-85.1577,223.531677246094
"425",46.2197,-84.6962,217.539337158203
"426",46.0706,-84.223,204.73860168457
"427",46.0557,-83.6957,178.972946166992
"428",45.9633,-83.5443,209.651000976562
"429",46.5974,-85.2213,236.113800048828
"430",46.4466,-84.7533,202.299514770508
"431",46.2188,-84.3263,185.860458374023
"432",46.2157,-85.0219,262.269561767578
"433",46.4298,-84.9601,279.492736816406
"434",46.1333,-84.1773,182.888931274414
"435",46.3743,-84.9753,290.489410400391
"436",46.222,-84.8679,252.959274291992
"437",44.0554,-85.0624,322.519439697266
"438",44.0109,-84.6527,291.454559326172
"439",43.9588,-85.0748,316.942962646484
"440",44.6004,-84.6108,370.103637695312
"441",44.5928,-84.7962,398.062347412109
"442",44.7563,-84.7187,388.810150146484
"443",44.5924,-84.4346,354.632080078125
"444",46.0963,-87.0996,278.822174072266
"445",45.9486,-87.1582,245.599151611328
"446",45.9015,-86.9966,183.424011230469
"447",44.7601,-83.4477,230.431762695312
"448",44.6866,-83.8439,340.672546386719
"449",44.656,-83.4878,255.708679199219
"450",44.6032,-83.7148,316.344360351562
"451",46.5908,-85.9444,263.459686279297
"452",46.515,-86.17,274.391174316406
"453",46.4283,-86.7416,250.378936767578
"454",46.4371,-86.5729,275.207061767578
"455",46.2722,-87.0093,290.105590820312
"456",46.1779,-87.0435,278.707611083984
"457",46.5888,-86.1395,315.5654296875
"458",46.2846,-86.6464,260.688079833984
"459",42.7257,-86.1607,225.300247192383
"460",42.746,-86.1011,205.336318969727
"461",44.1448,-83.9659,246.306137084961
"462",44.123,-83.6186,182.845672607422
"463",44.073,-84.1522,234.042358398438
"464",46.8529,-88.3562,194.448989868164
"465",46.8545,-88.167,249.924926757812
"466",46.8257,-88.5377,262.545104980469
"467",46.7702,-88.4111,237.658767700195
"468",46.7845,-88.1968,388.163848876953
"469",46.7108,-88.2561,567.930541992188
"470",46.4668,-88.533,482.668731689453
"471",46.4715,-88.1518,538.724792480469
"472",46.5483,-88.3207,515.594299316406
"473",46.4407,-88.6399,481.636871337891
"474",46.6257,-88.6605,366.457214355469
"475",42.743,-85.2996,256.925537109375
"476",43.833,-84.1004,199.922912597656
"477",44.6495,-85.9697,217.471801757812
"478",42.0341,-86.3007,218.662246704102
"479",45.82,-86.5119,204.913665771484
"480",45.7386,-86.5517,185.410842895508
"481",46.0519,-86.9013,205.32893371582
"482",46.1735,-87.7764,384.127502441406
"483",46.0995,-87.978,416.651428222656
"484",45.9421,-87.6788,334.100433349609
"485",45.8469,-88.09,337.873870849609
"486",45.8542,-87.9202,345.708374023438
"487",45.8564,-87.7126,313.507843017578
"488",46.0244,-88.0217,379.306762695312
"489",45.9443,-87.8774,331.96337890625
"490",45.318,-84.7533,299.810211181641
"491",42.9152,-83.5185,273.004974365234
"492",43.9046,-84.4045,222.585662841797
"493",43.9153,-84.2505,221.820739746094
"494",46.7018,-89.8706,332.990173339844
"495",46.5164,-90.084,360.948944091797
"496",46.4295,-87.0937,254.164108276367
"497",46.4402,-86.3652,272.486846923828
"498",46.716,-88.0771,553.740356445312
"499",46.276,-84.7667,222.186614990234
"500",45.9673,-86.8003,224.421676635742
"501",46.3278,-89.8344,485.193908691406
"502",46.1394,-88.8688,513.26513671875
"503",46.05,-85.5888,184.049667358398
"504",42.4321,-83.5511,295.410552978516
"505",33.5318,-89.9897,74.8526382446289
"506",33.3285,-89.6629,96.7887649536133
"507",33.8406,-88.8827,92.007453918457
"508",33.9298,-89.0983,97.1679153442383
"509",32.0928,-90.7601,91.2582397460938
"510",32.0039,-90.8105,36.1463165283203
"511",32.091,-90.8619,64.6013641357422
"512",32.0477,-90.8568,78.0660095214844
"513",31.9535,-91.0674,37.9039535522461
"514",31.8775,-90.8034,58.0145683288574
"515",31.9134,-91.1205,74.3430252075195
"516",32.0669,-88.7377,88.7894134521484
"517",31.8422,-88.7968,109.624458312988
"518",32.2176,-88.5474,120.409889221191
"519",31.9499,-88.873,98.9364166259766
"520",33.5498,-88.5742,50.8471870422363
"521",33.5921,-88.9269,84.4863433837891
"522",31.7653,-90.2539,105.536026000977
"523",31.7205,-90.3097,85.1325073242188
"524",32.0169,-90.3482,140.700134277344
"525",31.7699,-90.4098,130.230987548828
"526",31.9799,-90.4534,138.1796875
"527",31.9378,-90.6072,60.3061790466309
"528",31.7661,-90.668,139.832275390625
"529",31.7656,-90.7066,99.9155807495117
"530",34.1272,-89.673,101.994995117188
"531",33.9099,-89.7287,73.0511016845703
"532",34.1261,-89.823,117.824005126953
"533",34.6679,-89.8373,103.123626708984
"534",34.7542,-89.8384,116.911125183105
"535",34.6197,-89.9352,85.6650314331055
"536",34.6219,-90.1475,95.2079544067383
"537",34.9037,-88.834,132.660766601562
"538",34.6021,-88.7775,208.140853881836
"539",34.7727,-89.0401,175.955474853516
"540",34.6464,-89.0427,159.997085571289
"541",34.952,-88.3314,193.778213500977
"542",34.9579,-88.2089,185.736373901367
"543",34.902,-88.2197,177.670227050781
"544",34.8893,-88.1135,166.522552490234
"545",34.562,-88.7836,193.019729614258
"546",34.5172,-88.9439,140.000137329102
"547",33.5953,-89.3414,131.360763549805
"548",33.7049,-89.4189,85.2495880126953
"549",33.4973,-89.3251,108.199127197266
"550",31.0244,-91.2107,114.226028442383
"551",31.2871,-91.3147,79.5718765258789
"552",31.3265,-91.3432,31.5419197082519
"553",31.2417,-91.4211,37.5789604187012
"554",31.0274,-91.5266,79.8994522094727
"555",31.2379,-91.1666,83.8390960693359
"556",31.0025,-91.4455,109.165542602539
"557",33.2203,-88.9569,162.424896240234
"558",33.1297,-88.962,165.806167602539
"559",32.963,-89.0058,153.150177001953
"560",33.1115,-89.0929,194.173492431641
"561",33.1762,-88.8629,132.672744750977
"562",33.0452,-89.2175,171.212875366211
"563",32.843,-88.9589,142.52880859375
"564",32.7903,-88.9491,167.417846679688
"565",32.5797,-88.9412,147.341415405273
"566",32.5805,-88.9955,131.230819702148
"567",32.8848,-89.156,137.127853393555
"568",32.79,-89.3091,121.96263885498
"569",32.9082,-88.9229,162.817886352539
"570",32.8152,-89.2357,127.089012145996
"571",32.528,-89.3091,153.606323242188
"572",32.3596,-89.0507,131.873153686523
"573",32.2689,-89.0947,151.855743408203
"574",32.5316,-89.0994,132.899993896484
"575",32.5321,-89.1469,178.144973754883
"576",32.3997,-89.3046,131.188125610352
"577",33.2793,-88.3542,53.0708999633789
"578",33.0616,-88.3901,65.2941970825195
"579",33.0522,-88.6516,72.716552734375
"580",33.1809,-88.5545,66.9975967407227
"581",33.1841,-88.7104,65.4716796875
"582",33.2196,-88.8083,102.636444091797
"583",33.5519,-88.7304,74.3904266357422
"584",33.5053,-88.8259,104.471382141113
"585",33.5446,-88.8364,64.2739562988281
"586",33.2875,-89.0751,156.077392578125
"587",33.2864,-88.9334,95.8678207397461
"588",34.3626,-89.7398,121.875579833984
"589",34.3977,-89.8402,69.9576110839844
"590",31.1534,-90.4149,118.656280517578
"591",31.03,-90.5188,82.2201690673828
"592",31.4575,-90.2578,143.285202026367
"593",31.5983,-90.3013,125.873916625977
"594",31.4567,-90.406,139.966415405273
"595",31.551,-90.5182,144.395233154297
"596",31.4533,-90.6108,142.08708190918
"597",31.6797,-90.7221,97.7926025390625
"598",31.662,-90.7221,97.8924179077148
"599",33.6593,-88.276,110.352516174316
"600",32.8666,-89.8243,122.269668579102
"601",32.5679,-89.8787,95.6768341064453
"602",32.7916,-89.9742,73.0627670288086
"603",32.6959,-89.9218,85.4648132324219
"604",32.4424,-90.2287,105.266067504883
"605",32.8447,-89.9542,83.6442413330078
"606",34.8402,-89.3038,175.401382446289
"607",34.8052,-89.3636,128.337844848633
"608",34.5764,-89.5211,108.372367858887
"609",34.8037,-89.5664,164.264266967773
"610",34.9334,-89.5795,115.851280212402
"611",34.6635,-89.5769,175.8291015625
"612",34.518,-89.2806,103.632553100586
"613",33.9659,-88.4073,106.22290802002
"614",34.0546,-88.2176,161.900177001953
"615",33.6587,-89.515,103.657066345215
"616",33.4923,-89.6156,133.042098999023
"617",33.6554,-89.6707,85.2003631591797
"618",31.8281,-90.9535,77.7764511108398
"619",31.6565,-90.9698,140.023712158203
"620",31.8315,-91.119,95.2410049438477
"621",31.744,-91.1672,73.1479873657227
"622",31.7282,-91.2766,47.0180206298828
"623",31.8307,-91.3143,20.9358863830566
"624",32.7496,-88.6442,139.309967041016
"625",32.6705,-88.8017,170.815567016602
"626",32.6675,-88.8465,150.73957824707
"627",32.5782,-88.8875,168.070571899414
"628",34.2224,-89.2589,119.699676513672
"629",34.3831,-89.3122,141.293487548828
"630",34.4278,-89.3065,149.297256469727
"631",34.35,-89.409,152.579360961914
"632",34.3857,-89.6145,117.686462402344
"633",32.4452,-88.4316,81.4086837768555
"634",32.3995,-88.4773,109.81852722168
"635",32.5296,-88.7912,134.090148925781
"636",32.3549,-88.8833,114.878540039062
"637",32.4085,-88.8903,126.104911804199
"638",32.3638,-88.4299,78.4807891845703
"639",32.7002,-89.7152,110.094764709473
"640",32.7459,-89.6188,150.190490722656
"641",32.8306,-89.6629,126.020851135254
"642",32.6582,-89.7154,110.621482849121
"643",34.7958,-89.8927,97.7442474365234
"644",31.413,-90.6679,123.073089599609
"645",31.5052,-90.6595,105.516311645508
"646",31.5744,-91.1332,88.3087921142578
"647",31.4583,-90.8061,91.8809814453125
"648",31.3692,-90.81,137.261474609375
"649",31.3814,-90.9628,72.3573989868164
"650",31.5494,-91.0106,98.6400527954102
"651",31.3568,-91.0502,76.3260116577148
"652",31.5907,-90.7562,94.1127014160156
"653",33.7436,-89.6176,94.8665542602539
"654",33.8276,-89.8752,62.1779747009277
"655",32.2664,-90.6868,46.0059089660645
"656",32.1851,-90.4309,99.4934387207031
"657",32.2536,-90.7087,54.7942543029785
"658",32.0682,-90.7086,97.6504211425781
"659",34.1881,-88.3564,139.014846801758
"660",34.3968,-88.4157,99.1959915161133
"661",34.1871,-88.5111,104.107887268066
"662",34.3998,-88.5148,116.45874786377
"663",34.0964,-88.3049,123.489974975586
