"plotLon","plotLat"
"90626335010661_ereg_212",-90.3316,46.4221
"90626842010661_ereg_212",-90.2202,46.3633
"90627150010661_ereg_212",-90.252,46.2837
"90628984010661_ereg_212",-89.9315,46.141
"90629189010661_ereg_212",-90.4212,46.2679
"90629357010661_ereg_212",-90.5383,46.425
"90629820010661_ereg_212",-89.9761,46.2868
"90629930010661_ereg_212",-90.512,46.3244
"90630034010661_ereg_212",-90.1844,46.2593
"90630306010661_ereg_212",-90.5286,46.2646
"90630760010661_ereg_222",-90.6216,44.387
"90630956010661_ereg_222",-90.8032,44.3052
"90631215010661_ereg_222",-91.0297,44.2022
"90631816010661_ereg_222",-91.1509,44.3804
"90632006010661_ereg_222",-90.9536,44.3713
"90632445010661_ereg_222",-90.6249,44.33
"90632741010661_ereg_222",-90.7342,44.1678
"90632900010661_ereg_222",-91.0471,44.1241
"90633093010661_ereg_222",-90.738,44.3864
"90633231010661_ereg_222",-90.6087,44.2425
"90633357010661_ereg_222",-90.9717,44.2249
"90633465010661_ereg_222",-90.6414,44.1686
"90634189010661_ereg_222",-88.5591,43.104
"90634499010661_ereg_222",-88.7493,42.9292
"90634902010661_ereg_222",-90.2251,44.1191
"90635188010661_ereg_222",-90.1354,43.8895
"90635561010661_ereg_222",-89.8217,43.6511
"90636164010661_ereg_222",-90.2254,43.653
"90636348010661_ereg_222",-90.192,44.2005
"90636517010661_ereg_222",-90.0224,43.9476
"90636577010661_ereg_222",-90.204,43.9522
"90636787010661_ereg_222",-90.1382,44.173
"90637872010661_ereg_212",-87.6692,44.6695
"90638202010661_ereg_222",-90.9368,43.9805
"90639641010661_ereg_222",-90.0841,42.6381
"90640060010661_ereg_222",-89.8548,42.7178
"90640591010661_ereg_212",-89.1894,45.4002
"90641359010661_ereg_212",-89.0206,45.3444
"90641746010661_ereg_212",-89.1649,45.2812
"90642297010661_ereg_212",-88.9442,45.173
"90642499010661_ereg_212",-89.0277,45.2406
"90642618010661_ereg_212",-88.6856,45.3425
"90642950010661_ereg_212",-89.3573,45.314
"90643672010661_ereg_212",-88.6815,45.179
"90644553010661_ereg_212",-89.8173,45.5252
"90645020010661_ereg_212",-89.5613,45.3755
"90645330010661_ereg_212",-89.5828,45.2972
"90645531010661_ereg_212",-89.4279,45.2462
"90645994010661_ereg_212",-89.481,45.2097
"90646360010661_ereg_212",-90.02,45.5194
"90646862010661_ereg_222",-89.407,43.5377
"90647175010661_ereg_222",-89.2041,43.368
"90647378010661_ereg_222",-89.1669,43.6124
"90647786010661_ereg_222",-90.8307,43.2339
"90647898010661_ereg_222",-91.1681,43.1131
"90648087010661_ereg_222",-91.0507,43.2296
"90648791010661_ereg_222",-90.8752,43.2203
"90648873010661_ereg_222",-91.0789,43.1304
"90649159010661_ereg_222",-91.0399,43.034
"90649929010661_ereg_222",-89.4876,43.2872
"90650304010661_ereg_222",-89.796,43.059
"90650608010661_ereg_222",-89.6176,42.9642
"90650818010661_ereg_222",-89.7629,42.8957
"90652436010661_ereg_222",-88.8192,43.3246
"90653568010661_ereg_212",-87.6673,44.7519
"90653665010661_ereg_212",-92.2499,46.6242
"90653943010661_ereg_212",-91.6001,46.6431
"90654914010661_ereg_212",-91.7612,46.5052
"90655648010661_ereg_212",-92.1299,46.3428
"90656073010661_ereg_212",-92.1837,46.2548
"90656314010661_ereg_212",-92.1073,46.2534
"90657002010661_ereg_212",-92.2075,46.5258
"90657132010661_ereg_212",-91.9407,46.4186
"90657554010661_ereg_212",-91.7581,46.2742
"90657982010661_ereg_212",-91.8273,46.583
"90658416010661_ereg_212",-92.2552,46.3744
"90659840010661_ereg_222",-92.1281,44.9236
"90659961010661_ereg_222",-91.9836,44.8661
"90660250010661_ereg_222",-91.6727,44.7837
"90660602010661_ereg_222",-91.8743,44.7169
"90661420010661_ereg_222",-92.1213,44.7617
"90662245010661_ereg_222",-91.0085,44.7642
"90662623010661_ereg_222",-91.4481,44.741
"90662685010661_ereg_212",-90.9269,44.8337
"90663413010661_ereg_212",-88.4979,45.8183
"90663707010661_ereg_212",-88.3029,45.8185
"90663912010661_ereg_212",-88.3456,45.7468
"90664115010661_ereg_212",-88.6706,45.8953
"90664636010661_ereg_212",-88.1305,45.7317
"90664788010661_ereg_212",-88.549,45.9327
"90664951010661_ereg_212",-88.2575,45.7313
"90665388010661_ereg_212",-88.6073,45.9749
"90665679010661_ereg_212",-88.59,45.8813
"90665995010661_ereg_212",-88.5581,45.7299
"90667242010661_ereg_222",-88.2773,43.6313
"90667769010661_ereg_212",-88.8546,45.5531
"90668153010661_ereg_212",-88.8041,45.8757
"90668627010661_ereg_212",-88.7652,45.7706
"90668715010661_ereg_212",-88.9661,45.7169
"90669479010661_ereg_212",-88.7993,45.4663
"90669760010661_ereg_212",-88.7277,45.4844
"90670119010661_ereg_212",-88.6731,45.4092
"90670371010661_ereg_212",-88.4467,45.3888
"90670616010661_ereg_212",-88.959,45.7894
"90670727010661_ereg_212",-89.016,45.7036
"90670818010661_ereg_212",-88.6722,45.6228
"90671928010661_ereg_212",-88.9121,45.636
"90672048010661_ereg_212",-88.708,45.7219
"90672180010661_ereg_212",-88.6963,46.0064
"90672251010661_ereg_212",-88.9813,45.9388
"90672632010661_ereg_212",-89.0028,45.8694
"90673013010661_ereg_212",-89.0395,45.8091
"90673213010661_ereg_212",-88.8876,45.7964
"90673384010661_ereg_212",-88.5672,45.6391
"90673629010661_ereg_212",-88.5858,45.5525
"90673853010661_ereg_222",-90.5164,43.1571
"90674069010661_ereg_222",-91.1422,42.9699
"90674320010661_ereg_222",-88.9425,44.2352
"90674763010661_ereg_222",-89.4314,44.004
"90676654010661_ereg_222",-90.0544,44.3152
"90677368010661_ereg_222",-90.2998,44.3238
"90677504010661_ereg_222",-90.298,44.2509
"90677765010661_ereg_222",-89.9739,44.2866
"90678087010661_ereg_222",-90.0276,44.4232
"90678184010661_ereg_222",-89.727,44.3668
"90678266010661_ereg_222",-90.2374,44.3136
"90678851010661_ereg_212",-91.5416,46.1388
"90679258010661_ereg_212",-91.2347,45.8194
"90679599010661_ereg_212",-91.4857,45.6629
"90679957010661_ereg_212",-90.8548,45.8463
"90679978010661_ereg_212",-90.936,45.7703
"90680714010661_ereg_212",-88.882,44.8634
"90681164010661_ereg_212",-88.8449,44.9344
"90681278010661_ereg_212",-89.1015,44.8019
"90681388010661_ereg_212",-89.0133,44.8405
"90681437010661_ereg_212",-88.9053,44.7754
"90681951010661_ereg_212",-89.2183,44.7734
"90682983010661_ereg_212",-88.8811,44.6828
"90683143010661_ereg_212",-88.4027,44.6289
"90683643010661_ereg_222",-88.1499,43.7224
"90683917010661_ereg_222",-88.0764,43.883
"90684323010661_ereg_222",-88.0627,43.7255
"90684422010661_ereg_222",-88.1287,43.557
"90684618010661_ereg_212",-90.435,45.348
"90685356010661_ereg_212",-90.4969,45.1146
"90685769010661_ereg_212",-90.5832,45.2532
"90685878010661_ereg_212",-90.4884,45.2516
"90686755010661_ereg_212",-90.916,45.2258
"90686888010661_ereg_212",-90.5866,45.1629
"90687443010661_ereg_212",-90.6705,45.1942
"90688031010661_ereg_222",-91.4145,44.1285
"90688461010661_ereg_222",-91.3152,44.373
"90688621010661_ereg_222",-91.363,44.1925
"90689949010661_ereg_222",-90.7518,43.5341
"90690217010661_ereg_222",-91.144,43.4574
"90690440010661_ereg_222",-91.1494,43.6823
"90690562010661_ereg_222",-91.0932,43.6666
"90690754010661_ereg_222",-90.5181,43.7066
"90691058010661_ereg_222",-91.1047,43.5958
"90691879010661_ereg_222",-90.8061,43.6587
"90692091010661_ereg_222",-90.7187,43.4456
"90692265010661_ereg_222",-90.9201,43.4265
"90692962010661_ereg_212",-89.7859,46.0597
"90693825010661_ereg_212",-89.6973,45.9133
"90694540010661_ereg_212",-89.3984,46.1545
"90694708010661_ereg_212",-89.0911,46.0939
"90695031010661_ereg_212",-89.0349,46.0834
"90695531010661_ereg_212",-89.2579,45.9978
"90695658010661_ereg_212",-89.9984,45.9662
"90696244010661_ereg_212",-89.5037,46.1466
"90696855010661_ereg_212",-89.0462,45.9933
"90697494010661_ereg_212",-88.9472,46.0425
"90698020010661_ereg_222",-88.3494,42.7934
"90698317010661_ereg_222",-88.3321,42.7108
"90698552010661_ereg_212",-91.6559,46.1093
"90698810010661_ereg_212",-91.7376,46.0491
"90699059010661_ereg_212",-91.5632,46.0632
"90699674010661_ereg_212",-91.6475,45.8181
"90700221010661_ereg_212",-91.8893,45.6445
"90700497010661_ereg_212",-91.9078,46.1069
"90700639010661_ereg_212",-91.9256,46.0112
"90701228010661_ereg_212",-91.6007,45.9952
"90701642010661_ereg_212",-91.8154,46.1016
"90702146010661_ereg_212",-91.9257,45.843
"90702547010661_ereg_222",-88.1216,43.4355
"90702870010661_ereg_222",-88.0893,43.3394
"90703145010661_ereg_222",-88.1991,43.1794
"90703836010661_ereg_222",-88.224,43.1054
"90704236010661_ereg_222",-89.1333,44.5144
"90704618010661_ereg_212",-89.1735,44.6156
"90705682010661_ereg_212",-88.9755,44.4775
"90707288010661_ereg_222",-92.3473,44.6065
"90707659010661_ereg_222",-92.5825,44.6632
"90708181010661_ereg_212",-92.729,45.5659
"90708295010661_ereg_212",-92.3398,45.5878
"90709388010661_ereg_212",-92.3658,45.2436
"90709832010661_ereg_Md",-92.2034,45.2269
"90710307010661_ereg_212",-92.4602,45.3679
"90710448010661_ereg_212",-92.1766,45.6943
"90711623010661_ereg_222",-89.4257,44.3741
"90712151010661_ereg_212",-90.6406,45.9382
"90713068010661_ereg_212",-90.4791,45.645
"90713282010661_ereg_212",-90.4189,45.6462
"90713446010661_ereg_212",-90.6676,45.623
"90713553010661_ereg_212",-90.3415,45.577
"90713722010661_ereg_212",-90.2591,45.5856
"90714164010661_ereg_212",-90.3823,45.4392
"90714995010661_ereg_212",-90.078,45.8165
"90715585010661_ereg_212",-90.5748,45.6852
"90715703010661_ereg_212",-90.3059,45.6508
"90716451010661_ereg_212",-90.0499,45.4307
"90716646010661_ereg_212",-90.167,45.8957
"90716753010661_ereg_212",-90.5387,45.8733
"90716847010661_ereg_212",-90.1921,45.7854
"90716952010661_ereg_212",-90.5335,45.801
"90717193010661_ereg_212",-90.3521,45.4111
"90717807010661_ereg_212",-90.185,45.9783
"90718360010661_ereg_222",-90.5781,43.3856
"90718457010661_ereg_222",-90.5226,43.2372
"90719055010661_ereg_222",-90.4608,43.3204
"90719327010661_ereg_222",-90.2378,43.1979
"90719543010661_ereg_222",-90.3043,43.4066
"90719633010661_ereg_222",-90.5185,43.3143
"90720458010661_ereg_222",-88.7905,42.5391
"90720609010661_ereg_222",-89.3361,42.6646
"90720810010661_ereg_212",-91.3537,45.5871
"90721119010661_ereg_212",-90.8283,45.6358
"90721330010661_ereg_212",-90.7781,45.6266
"90721523010661_ereg_212",-91.1819,45.5137
"90722561010661_ereg_212",-91.4028,45.5058
"90722935010661_ereg_212",-91.3031,45.5929
"90723271010661_ereg_212",-91.3613,45.5216
"90723373010661_ereg_212",-90.8214,45.4657
"90723525010661_ereg_212",-91.0726,45.3808
"90723592010661_ereg_212",-91.4184,45.3352
"90723682010661_ereg_212",-91.0557,45.2963
"90723773010661_ereg_212",-90.9726,45.6215
"90724006010661_ereg_212",-91.3271,45.292
"90725561010661_ereg_Md",-92.2061,45.0583
"90725655010661_ereg_Md",-92.6042,44.8716
"90725840010661_ereg_222",-90.1604,43.3488
"90726251010661_ereg_222",-89.8539,43.2659
"90726456010661_ereg_222",-89.8487,43.2074
"90727595010661_ereg_222",-90.0889,43.4071
"90727646010661_ereg_222",-89.7917,43.2491
"90728736010661_ereg_212",-91.1058,45.8375
"90728903010661_ereg_212",-90.7713,45.8724
"90729203010661_ereg_212",-91.4004,45.7959
"90729297010661_ereg_212",-91.2943,45.751
"90730013010661_ereg_212",-90.8066,45.6968
"90730324010661_ereg_212",-91.264,45.9816
"90730905010661_ereg_212",-90.7096,45.9553
"90731668010661_ereg_212",-90.7178,45.8628
"90732474010661_ereg_222",-91.6248,44.9649
"90732847010661_ereg_212",-91.5285,45.1977
"90733229010661_ereg_212",-91.051,45.1737
"90733517010661_ereg_212",-91.3378,45.1088
"90733739010661_ereg_212",-91.1036,44.908
"90733891010661_ereg_212",-91.1808,45.2264
"90734159010661_ereg_212",-91.1134,45.1333
"90734272010661_ereg_212",-91.005,45.0632
"90734345010661_ereg_212",-91.3612,45.0567
"90734658010661_ereg_212",-91.0564,44.8868
"90735264010661_ereg_222",-90.851,44.7723
"90735404010661_ereg_222",-90.8538,44.6946
"90736551010661_ereg_222",-89.9267,43.9564
"90738130010661_ereg_222",-89.6867,43.8411
"90738592010661_ereg_212",-90.8354,46.4511
"90738644010661_ereg_212",-90.5971,46.3576
"90739605010661_ereg_212",-90.3072,46.1351
"90739851010661_ereg_212",-90.4056,46.109
"90740228010661_ereg_212",-90.8568,46.3808
"90740584010661_ereg_212",-90.8326,46.1668
"90740979010661_ereg_212",-90.8408,46.0935
"90741073010661_ereg_212",-90.7727,46.077
"90741199010661_ereg_212",-90.8159,46.0174
"90741291010661_ereg_212",-90.6877,46.0197
"90741473010661_ereg_212",-90.6094,46.2701
"90741594010661_ereg_212",-90.8878,46.0153
"90741782010661_ereg_212",-90.7593,47.0171
"90741936010661_ereg_212",-90.6715,46.7871
"90742303010661_ereg_212",-90.8976,46.2226
"90742599010661_ereg_212",-90.6911,46.3116
"90742725010661_ereg_212",-90.7037,46.2532
"90742843010661_ereg_212",-90.7281,46.1674
"90742943010661_ereg_212",-90.6415,46.1807
"90743243010661_ereg_212",-91.916,45.5785
"90743820010661_ereg_212",-91.9215,45.3348
"90744124010661_ereg_212",-92.055,45.6262
"90744404010661_ereg_212",-91.6201,45.4286
"90745276010661_ereg_212",-91.42,46.775
"90745393010661_ereg_212",-90.9896,46.7099
"90745694010661_ereg_212",-91.3485,46.6237
"90745952010661_ereg_212",-91.4527,46.5921
"90746256010661_ereg_212",-91.3809,46.5338
"90746362010661_ereg_212",-91.2126,46.5408
"90746840010661_ereg_212",-91.4412,46.2829
"90747137010661_ereg_212",-90.901,46.8806
"90747347010661_ereg_212",-91.0779,46.8459
"90747581010661_ereg_212",-91.1326,46.7875
"90747994010661_ereg_212",-91.1475,46.6906
"90748310010661_ereg_212",-91.2941,46.5895
"90748481010661_ereg_212",-91.2509,46.3796
"90748724010661_ereg_212",-91.0379,46.386
"90748868010661_ereg_212",-91.4218,46.2852
"90750130010661_ereg_212",-90.9355,46.7896
"90750311010661_ereg_212",-90.8682,46.9501
"90750745010661_ereg_212",-91.3391,46.6891
"90750846010661_ereg_212",-90.9881,46.9115
"90750942010661_ereg_212",-91.0036,46.8461
"90751525010661_ereg_212",-91.1232,46.6225
"90751885010661_ereg_212",-91.1897,46.4612
"90752180010661_ereg_212",-91.2084,46.36
"90752652010661_ereg_212",-91.2495,46.6694
"90753098010661_ereg_212",-90.9778,46.2623
"90753437010661_ereg_212",-91.1023,46.1704
"90753554010661_ereg_212",-87.8655,44.5965
"90754282010661_ereg_212",-88.0578,44.3585
"90754931010661_ereg_222",-91.9495,44.457
"90755145010661_ereg_222",-91.7895,44.4988
"90755379010661_ereg_222",-91.7972,44.4027
"90755814010661_ereg_222",-91.5997,44.1149
"90756146010661_ereg_222",-91.9436,44.3953
"90756198010661_ereg_222",-91.7775,44.3057
"90756331010661_ereg_222",-91.8239,44.2425
"90756478010661_ereg_212",-92.1662,46.1355
"90757117010661_ereg_212",-92.357,45.9728
"90757210010661_ereg_212",-92.2817,45.9349
"90757522010661_ereg_212",-92.7031,45.8198
"90758236010661_ereg_212",-92.5123,45.7564
"90759379010661_ereg_212",-92.817,45.7318
"90760307010661_ereg_212",-88.1076,44.0425
"90760401010661_ereg_222",-88.0504,43.9512
"90760696010661_ereg_222",-90.8716,44.63
"90761694010661_ereg_212",-90.394,44.7673
"90761776010661_ereg_212",-90.7626,44.7558
"90769454010661_ereg_212",-90.5252,45.334
"90770841010661_ereg_212",-91.5474,46.6071
"90771244010661_ereg_212",-91.0592,46.7001
"90771758010661_ereg_212",-88.4612,45.7326
"90771810010661_ereg_212",-88.7704,45.9652
"90772001010661_ereg_212",-88.7775,45.5919
"90772726010661_ereg_222",-89.0821,43.8438
"90772902010661_ereg_212",-90.0646,46.2042
"90773228010661_ereg_212",-90.1168,46.0518
"90773518010661_ereg_212",-89.7028,45.4454
"90773729010661_ereg_212",-89.8243,45.3791
"90773778010661_ereg_212",-87.6688,45.048
"90773925010661_ereg_212",-88.6402,44.9218
"90774419010661_ereg_212",-88.3778,45.2694
"90775711010661_ereg_212",-90.6425,45.7216
"90775786010661_ereg_212",-90.5802,45.6399
"90775820010661_ereg_212",-90.1408,45.658
"90775872010661_ereg_212",-90.378,45.4996
"90776194010661_ereg_212",-91.2046,46.0718
"90799740010478_ereg_232",-81.5684,30.6219
"90800180010478_ereg_232",-86.6577,30.9796
"90800276010478_ereg_232",-86.6659,30.9109
"90800352010478_ereg_232",-86.5707,30.7348
"90802055010478_ereg_232",-80.3117,26.8532
"90802139010478_ereg_232",-80.2825,26.9284
"90802201010478_ereg_232",-80.4515,26.8647
"90802279010478_ereg_232",-80.4262,26.9286
"90802373010478_ereg_232",-81.458,27.9854
"90802643010478_ereg_232",-81.7169,29.4589
"90802789010478_ereg_232",-81.9209,29.6869
"90802869010478_ereg_232",-81.5822,29.5374
"90803587010478_ereg_232",-81.3694,29.9128
"90803636010478_ereg_232",-81.3821,29.9748
"90804079010478_ereg_232",-86.9044,30.6488
"90804414010478_ereg_232",-81.1134,28.8134
"90804514010478_ereg_232",-81.9674,28.5181
"90804669010478_ereg_232",-83.9296,30.0893
"90805324010478_ereg_232",-83.6023,29.8602
"90805527010478_ereg_232",-83.4517,29.9287
"90805795010478_ereg_232",-83.4641,29.77
"90806230010478_ereg_232",-83.6794,30.0118
"90806335010478_ereg_232",-81.4963,29.2965
"90806457010478_ereg_232",-81.4627,29.3698
"90807012010478_ereg_232",-81.1262,29.1277
"90807105010478_ereg_232",-81.0568,28.9959
"90807669010478_ereg_232",-81.1864,28.9786
"90807808010478_ereg_232",-84.3826,30.079
"90808113010478_ereg_232",-86.0011,30.2824
"90808885010478_ereg_232",-86.2609,30.8221
"90809007010478_ereg_232",-85.9247,30.6053
"90809191010478_ereg_232",-85.9801,30.4376
"90809770010478_ereg_232",-82.2053,29.6987
"90809930010478_ereg_232",-82.4503,30.5391
"90810703010478_ereg_232",-82.4423,30.2431
"90810766010478_ereg_232",-82.3751,30.3753
"90811040010478_ereg_232",-80.6058,27.9433
"90811181010478_ereg_232",-80.8494,28.7349
"90811281010478_ereg_232",-80.8079,28.5019
"90811729010478_ereg_232",-80.8598,28.0401
"90812309010478_ereg_411",-80.8633,26.1611
"90812367010478_ereg_232",-85.3154,30.204
"90812424010478_ereg_232",-82.1619,26.8093
"90812544010478_ereg_232",-82.2524,28.8273
"90812839010478_ereg_232",-81.9085,30.0781
"90813406010478_ereg_411",-81.6231,26.3548
"90813473010478_ereg_411",-81.5496,26.2674
"90813829010478_ereg_411",-81.4753,26.3327
"90814086010478_ereg_411",-81.3423,25.9265
"90814218010478_ereg_411",-81.3007,26.1045
"90814429010478_ereg_411",-80.9832,25.8293
"90814544010478_ereg_411",-80.9503,26.2393
"90814792010478_ereg_411",-81.3382,26.0212
"90814880010478_ereg_411",-81.7117,26.103
"90816042010478_ereg_411",-80.4114,25.84
"90816781010478_ereg_232",-83.0648,29.3857
"90816920010478_ereg_232",-83.0141,29.4483
"90817498010478_ereg_232",-81.7155,30.2264
"90817638010478_ereg_232",-81.53,30.312
"90817884010478_ereg_232",-81.9685,30.3164
"90818082010478_ereg_232",-81.4318,29.4437
"90818422010478_ereg_232",-81.2178,29.2823
"90818733010478_ereg_232",-85.0724,29.7673
"90818801010478_ereg_232",-85.0073,29.9893
"90818844010478_ereg_232",-85.0212,29.8468
"90819355010478_ereg_232",-84.5548,30.005
"90819568010478_ereg_232",-84.581,29.9266
"90821158010478_ereg_232",-82.766,30.539
"90821333010478_ereg_232",-82.6315,28.5892
"90821948010478_ereg_232",-85.268,30.8608
"90822180010478_ereg_232",-84.0616,30.1544
"90822548010478_ereg_232",-83.9027,30.5686
"90823569010478_ereg_232",-83.154,29.9324
"90823672010478_ereg_232",-83.3193,29.8544
"90823789010478_ereg_232",-83.1617,29.848
"90823853010478_ereg_232",-83.2178,30.1046
"90823955010478_ereg_232",-81.8708,28.7603
"90824100010478_ereg_232",-81.3687,28.8928
"90824195010478_ereg_232",-81.5211,28.8998
"90824553010478_ereg_232",-82.7573,29.392
"90824590010478_ereg_232",-82.7413,29.0782
"90825211010478_ereg_232",-82.6463,29.318
"90825452010478_ereg_232",-82.5703,29.5242
"90825536010478_ereg_232",-85.0969,30.0754
"90825631010478_ereg_232",-85.0834,30.1464
"90825924010478_ereg_232",-84.9541,30.1471
"90826032010478_ereg_232",-84.9273,30.2512
"90826499010478_ereg_232",-84.8519,30.3839
"90826719010478_ereg_232",-84.785,30.2303
"90826923010478_ereg_232",-84.729,30.3077
"90827147010478_ereg_232",-83.7138,30.3092
"90828604010478_ereg_232",-82.4384,29.1373
"90829002010478_ereg_232",-82.2522,29.2152
"90829189010478_ereg_232",-82.0613,29.3005
"90829254010478_ereg_232",-82.0287,29.4586
"90829389010478_ereg_232",-81.9949,29.1483
"90829761010478_ereg_232",-81.8118,29.3001
"90830035010478_ereg_232",-81.7619,29.3684
"90921485010661_ereg_251",-91.6867,40.8348
"90921599010661_ereg_251",-91.4033,40.8699
"90922647010661_ereg_222",-90.5214,42.3808
"90922736010661_ereg_222",-90.5545,42.2171
"90925487010661_ereg_Me",-91.7836,42.0724
"90926154010661_ereg_251",-93.1394,40.9004
"90926858010661_ereg_251",-92.6833,41.215
"90927607010661_ereg_251",-95.8061,41.1029
"90929814010661_ereg_251",-93.9658,41.0928
"90929890010661_ereg_251",-93.9184,40.985
"90929990010661_ereg_251",-93.714,41.0685
"90931931010661_ereg_222",-91.4985,43.3495
"90932159010661_ereg_222",-91.2347,43.1912
"90932669010661_ereg_222",-91.4767,43.4159
"90933021010661_ereg_251",-92.9753,40.8912
"90933863010661_ereg_Me",-92.432,42.5747
"90935205010661_ereg_251",-94.004,40.6642
"90935743010661_ereg_Me",-91.2744,42.4165
"90936197010661_ereg_251",-91.1896,40.8631
"90937762010661_ereg_251",-95.9213,41.8761
"90942167010661_ereg_251",-93.5698,42.0927
"90942594010661_ereg_251",-92.5244,41.9653
"90943460010661_ereg_251",-91.9191,40.6798
"92113426010661_ereg_223",-90.8503,37.0844
"92113761010661_ereg_223",-91.1194,37.2963
"92114223010661_ereg_223",-90.9976,37.21
"92114530010661_ereg_223",-90.8213,37.2316
"92114712010661_ereg_223",-90.9487,37.3004
"92115133010661_ereg_223",-90.9844,37.5185
"92115238010661_ereg_223",-91.1327,37.5206
"92115334010661_ereg_223",-91.0235,37.4548
"92115518010661_ereg_223",-91.0484,37.4324
"92116205010661_ereg_223",-90.7791,36.5418
"92116646010661_ereg_223",-90.6996,36.6934
"92116857010661_ereg_223",-90.66,36.7719
"92117162010661_ereg_223",-90.9781,36.7506
"92117501010661_ereg_223",-90.916,36.7621
"92117822010661_ereg_223",-90.9344,36.6652
"92118593010661_ereg_223",-93.6382,38.0183
"92118909010661_ereg_251",-94.0072,37.9374
"92119624010661_ereg_223",-90.3868,38.0368
"92119971010661_ereg_223",-90.3181,38.0427
"92120157010661_ereg_223",-90.2704,37.9638
"92120319010661_ereg_223",-90.1488,37.7279
"92120416010661_ereg_223",-90.1986,37.7293
"92120621010661_ereg_223",-90.5133,37.6945
"92121348010661_ereg_223",-90.1573,38.8289
"92121442010661_ereg_223",-90.5454,38.5438
"92121725010661_ereg_223",-90.6633,38.5829
"92121871010661_ereg_223",-93.255,38.9392
"92122004010661_ereg_251",-93.0508,39.0346
"92123476010661_ereg_223",-89.6306,37.0601
"92123982010661_ereg_223",-91.6283,37.1029
"92124129010661_ereg_223",-91.1322,37.226
"92124282010661_ereg_223",-91.4674,37.1928
"92125001010661_ereg_223",-91.5616,37.3474
"92125141010661_ereg_223",-91.4585,37.12
"92125380010661_ereg_223",-91.3511,37.0482
"92125527010661_ereg_223",-91.3078,37.1948
"92125682010661_ereg_223",-91.2404,36.9001
"92125984010661_ereg_223",-91.2188,37.3421
"92126230010661_ereg_223",-91.3166,36.9499
"92126644010661_ereg_251",-91.9135,39.938
"92127126010661_ereg_234",-90.1254,37.0239
"92127409010661_ereg_223",-93.5657,36.6309
"92127620010661_ereg_223",-93.4207,36.7128
"92127778010661_ereg_223",-93.5617,36.8854
"92128125010661_ereg_223",-93.3817,36.7954
"92128630010661_ereg_223",-93.5654,36.691
"92128831010661_ereg_251",-93.1942,40.0901
"92128984010661_ereg_251",-92.8717,40.1427
"92129311010661_ereg_251",-93.1724,40.156
"92129646010661_ereg_223",-92.9309,36.767
"92129797010661_ereg_223",-93.2582,36.7403
"92130149010661_ereg_223",-92.9888,36.6023
"92130464010661_ereg_223",-92.9271,36.6814
"92130741010661_ereg_223",-92.9605,36.6704
"92131021010661_ereg_223",-91.9398,37.0674
"92131399010661_ereg_223",-92.0596,37.218
"92131765010661_ereg_223",-92.0001,37.3761
"92131900010661_ereg_223",-92.1624,37.3807
"92132241010661_ereg_223",-92.2087,37.6003
"92132549010661_ereg_223",-92.0396,37.506
"92132847010661_ereg_223",-92.2427,37.4351
"92133459010661_ereg_223",-91.9637,37.5292
"92133928010661_ereg_223",-91.7622,37.1584
"92134232010661_ereg_223",-92.1163,37.5322
"92134370010661_ereg_223",-92.1336,37.4556
"92134533010661_ereg_251",-94.1927,37.7315
"92135349010661_ereg_223",-91.1098,38.7868
"92135468010661_ereg_251",-91.1034,38.8667
"92135597010661_ereg_251",-91.2325,38.8414
"92135718010661_ereg_223",-91.4154,38.8424
"92136239010661_ereg_223",-90.7263,37.9381
"92136571010661_ereg_223",-90.9959,38.0718
"92136747010661_ereg_223",-90.6963,38.1008
"92137054010661_ereg_223",-90.7735,37.8346
"92137242010661_ereg_223",-91.0687,37.9164
"92137418010661_ereg_223",-90.9624,37.7651
"92137591010661_ereg_223",-90.9985,37.9234
"92137705010661_ereg_223",-90.8813,37.8484
"92137881010661_ereg_223",-90.9644,37.992
"92138123010661_ereg_223",-91.0593,37.9975
"92138295010661_ereg_223",-90.6559,37.0205
"92138397010661_ereg_223",-90.447,37.0214
"92138565010661_ereg_223",-90.7015,37.0966
"92138683010661_ereg_223",-90.5529,37.0903
"92138990010661_ereg_223",-90.2682,37.1037
"92139303010661_ereg_223",-90.5363,37.1645
"92139456010661_ereg_223",-90.3738,37.1786
"92139855010661_ereg_223",-90.2981,36.9509
"92140222010661_ereg_223",-90.3701,37.0896
"92140325010661_ereg_223",-90.4808,37.107
"92140407010661_ereg_223",-90.3642,37.0226
"92140492010661_ereg_223",-90.5811,37.0036
"92140612010661_ereg_223",-90.6103,36.9353
"92141943010661_ereg_223",-92.6735,37.1616
"92142225010661_ereg_223",-92.6077,37.4279
"92142403010661_ereg_223",-92.3208,37.2763
"92142760010661_ereg_223",-92.2836,37.4594
"92143013010661_ereg_251",-93.6506,39.731
"92143346010661_ereg_223",-94.2119,36.578
"92143824010661_ereg_223",-94.1705,36.6336
"92144047010661_ereg_251",-92.6008,39.6919
"92144193010661_ereg_251",-92.6704,39.8199
"92144822010661_ereg_223",-90.1446,37.4539
"92145029010661_ereg_223",-90.4851,37.5032
"92145124010661_ereg_223",-90.4761,37.3386
"92145577010661_ereg_223",-90.5181,37.5336
"92145731010661_ereg_223",-90.5393,37.479
"92145974010661_ereg_223",-90.2817,37.4869
"92146099010661_ereg_223",-90.3195,37.4368
"92146250010661_ereg_223",-91.7813,38.1043
"92146562010661_ereg_223",-92.0817,38.1387
