"plotLon","plotLat"
"142937332010478_ereg_M221",-80.0417,37.9071
"142937403010478_ereg_M221",-80.081,37.8308
"142937478010478_ereg_M221",-80.1534,37.6683
"142937822010478_ereg_231",-77.8934,37.3546
"142938146010478_ereg_231",-78.0334,37.4091
"142938227010478_ereg_M221",-79.2145,37.5574
"142938312010478_ereg_231",-79.0441,37.6329
"142938368010478_ereg_231",-79.1267,37.488
"142938506010478_ereg_231",-78.9207,37.5384
"142938716010478_ereg_M221",-79.1559,37.7855
"142938918010478_ereg_231",-78.8171,37.4742
"142939013010478_ereg_231",-78.8149,37.3854
"142939467010478_ereg_M221",-79.2872,38.0432
"142939647010478_ereg_M221",-79.4298,38.097
"142939712010478_ereg_M221",-79.3778,38.2791
"142939781010478_ereg_M221",-79.2577,38.1754
"142939863010478_ereg_M221",-79.2371,38.2603
"142939928010478_ereg_M221",-79.0216,37.9299
"142940098010478_ereg_M221",-78.7744,38.1609
"142940235010478_ereg_M221",-79.3005,38.4089
"142940312010478_ereg_M221",-79.3348,38.3336
"142940386010478_ereg_M221",-79.0167,38.0596
"142940466010478_ereg_M221",-79.1406,38.4035
"142940549010478_ereg_M221",-79.7725,38.1097
"142940613010478_ereg_M221",-79.7141,37.8701
"142940703010478_ereg_M221",-79.7316,38.2103
"142940811010478_ereg_M221",-79.525,38.0945
"142940888010478_ereg_M221",-79.6441,38.0421
"142940982010478_ereg_M221",-79.8498,37.9665
"142941129010478_ereg_M221",-79.8817,37.8981
"142941205010478_ereg_M221",-79.8851,38.2007
"142941263010478_ereg_M221",-79.9383,38.1302
"142941356010478_ereg_M221",-79.9977,37.9728
"142941564010478_ereg_M221",-79.6016,37.4086
"142942112010478_ereg_M221",-79.4409,37.5369
"142942181010478_ereg_M221",-79.3859,37.5182
"142942263010478_ereg_M221",-81.4097,36.9993
"142942352010478_ereg_M221",-81.241,37.0963
"142942415010478_ereg_M221",-81.1843,37.2501
"142942686010478_ereg_M221",-80.9213,37.0834
"142942754010478_ereg_M221",-81.1991,37.1594
"142943041010478_ereg_M221",-79.8235,37.7174
"142943113010478_ereg_M221",-79.7475,37.6262
"142943311010478_ereg_M221",-79.5858,37.5047
"142943545010478_ereg_231",-77.9969,36.8224
"142943652010478_ereg_231",-77.972,36.882
"142943779010478_ereg_231",-77.9067,36.7161
"142944695010478_ereg_231",-77.7731,36.6465
"142944990010478_ereg_M221",-82.0157,37.4389
"142945054010478_ereg_M221",-82.159,37.198
"142945128010478_ereg_M221",-82.0802,37.3162
"142945198010478_ereg_M221",-82.0102,37.4978
"142945597010478_ereg_M221",-81.7682,37.2433
"142945688010478_ereg_M221",-82.033,37.1007
"142946174010478_ereg_231",-78.3763,37.7167
"142946318010478_ereg_231",-78.3351,37.6403
"142947544010478_ereg_231",-78.7325,37.6196
"142948218010478_ereg_231",-79.1663,37.0983
"142948521010478_ereg_231",-79.0336,37.3196
"142949612010478_ereg_231",-77.492,38.1006
"142949848010478_ereg_232",-77.3579,38.0766
"142950197010478_ereg_232",-77.2738,38.1541
"142950905010478_ereg_M221",-80.9243,36.8102
"142951221010478_ereg_232",-77.0517,37.3644
"142951752010478_ereg_232",-77.0662,37.4084
"142952918010478_ereg_231",-78.5878,36.9847
"142953678010478_ereg_M221",-80.425,37.4361
"142953776010478_ereg_M221",-80.2663,37.4667
"142953918010478_ereg_M221",-80.0991,37.4415
"142954089010478_ereg_M221",-80.0091,37.5873
"142954167010478_ereg_M221",-80.1943,37.5926
"142954234010478_ereg_M221",-80.308,37.3717
"142954298010478_ereg_M221",-80.0348,37.5901
"142954559010478_ereg_221",-77.9492,38.4865
"142954752010478_ereg_221",-78.0431,38.5329
"142954822010478_ereg_221",-77.8179,38.4713
"142955656010478_ereg_M221",-82.4433,37.0213
"142955866010478_ereg_M221",-82.2228,37.047
"142956119010478_ereg_M221",-82.3632,36.986
"142956397010478_ereg_231",-77.6606,37.1313
"142957713010478_ereg_M221",-78.0106,38.9551
"142957823010478_ereg_221",-77.8054,38.7333
"142958033010478_ereg_M221",-78.0578,38.8913
"142958148010478_ereg_221",-77.7785,38.4935
"142958647010478_ereg_231",-78.3559,37.8967
"142958791010478_ereg_231",-78.1304,37.8077
"142958959010478_ereg_231",-80.035,36.8861
"142959157010478_ereg_231",-79.7726,36.8
"142959408010478_ereg_231",-79.6885,37.0312
"142959635010478_ereg_M221",-78.4498,39.0817
"142959706010478_ereg_M221",-78.1538,39.0811
"142960131010478_ereg_M221",-80.7915,37.3126
"142960206010478_ereg_M221",-80.6365,37.3806
"142960315010478_ereg_M221",-80.5404,37.3804
"142960367010478_ereg_M221",-80.8578,37.2449
"142960458010478_ereg_M221",-80.586,37.4537
"142961060010478_ereg_231",-77.9853,37.7817
"142961708010478_ereg_M221",-81.0848,36.7054
"142961769010478_ereg_M221",-80.9974,36.6202
"142961905010478_ereg_M221",-81.0621,36.7778
"142961973010478_ereg_M221",-81.2617,36.7063
"142962051010478_ereg_M221",-78.5586,38.2832
"142962259010478_ereg_M221",-78.4737,38.4433
"142962335010478_ereg_M221",-78.5114,38.374
"142962699010478_ereg_231",-77.536,36.7757
"142962956010478_ereg_231",-79.078,36.6235
"142963479010478_ereg_231",-78.946,36.8635
"142963717010478_ereg_231",-78.7547,36.9231
"142964487010478_ereg_231",-77.5687,37.8545
"142964929010478_ereg_232",-77.3333,37.7776
"142965357010478_ereg_231",-80.0454,36.7656
"142965535010478_ereg_231",-79.758,36.7433
"142966125010478_ereg_M221",-79.4411,38.4156
"142966161010478_ereg_M221",-79.5297,38.2675
"142966232010478_ereg_M221",-79.5807,38.5422
"142966823010478_ereg_232",-76.875,37.6731
"142966926010478_ereg_232",-76.7177,37.6424
"142967633010478_ereg_232",-76.3916,37.6343
"142967762010478_ereg_M221",-83.4655,36.6557
"142967977010478_ereg_M221",-82.79,36.805
"142968043010478_ereg_221",-82.9831,36.7251
"142968259010478_ereg_221",-83.1661,36.6469
"142968364010478_ereg_M221",-77.7104,39.2585
"142968558010478_ereg_221",-77.5939,39.1007
"142968617010478_ereg_221",-77.6288,39.0278
"142968758010478_ereg_221",-77.6353,38.9716
"142969596010478_ereg_231",-77.769,37.8791
"142969745010478_ereg_231",-78.3771,36.9823
"142970707010478_ereg_221",-78.2049,38.2972
"142970835010478_ereg_M221",-78.4127,38.5319
"142971270010478_ereg_231",-78.5782,36.5866
"142971981010478_ereg_231",-78.2903,36.5977
"142972795010478_ereg_M221",-80.3599,37.3028
"142972979010478_ereg_M221",-80.2174,37.2104
"142973281010478_ereg_231",-78.8563,37.7412
"142973354010478_ereg_M221",-78.879,37.9175
"142973802010478_ereg_M221",-79.0856,37.8582
"142973899010478_ereg_M221",-78.8122,37.7744
"142974047010478_ereg_232",-77.0957,37.5947
"142975005010478_ereg_231",-78.0282,37.0346
"142975415010478_ereg_231",-77.9161,38.19
"142975721010478_ereg_M221",-78.4376,38.7568
"142975799010478_ereg_M221",-78.3791,38.597
"142975922010478_ereg_231",-80.374,36.5816
"142976283010478_ereg_231",-80.2611,36.8138
"142976349010478_ereg_231",-80.152,36.6264
"142977928010478_ereg_231",-77.934,37.55
"142979627010478_ereg_221",-77.4813,38.6467
"142979931010478_ereg_M221",-80.645,37.0007
"142980020010478_ereg_M221",-80.7953,36.9533
"142980127010478_ereg_221",-78.116,38.7096
"142980312010478_ereg_M221",-78.2694,38.7512
"142980392010478_ereg_M221",-78.3216,38.6741
"142980675010478_ereg_232",-76.8518,38.0455
"142980780010478_ereg_M221",-80.1523,37.1883
"142981390010478_ereg_M221",-79.3709,37.955
"142981460010478_ereg_M221",-79.3587,37.6638
"142981538010478_ereg_M221",-79.3218,37.7337
"142981594010478_ereg_M221",-79.3908,38.024
"142981761010478_ereg_M221",-79.6437,37.7257
"142981957010478_ereg_M221",-78.9571,38.697
"142982041010478_ereg_M221",-78.9224,38.781
"142982237010478_ereg_M221",-79.0593,38.5578
"142982330010478_ereg_M221",-79.091,38.4563
"142982423010478_ereg_M221",-79.0185,38.6325
"142982488010478_ereg_M221",-78.6889,38.3128
"142982848010478_ereg_M221",-82.246,36.9523
"142982889010478_ereg_M221",-82.1283,36.8784
"142982959010478_ereg_M221",-81.904,37.0226
"142983095010478_ereg_M221",-82.6127,36.8679
"142983173010478_ereg_M221",-82.6383,36.7754
"142983254010478_ereg_M221",-82.4519,36.8691
"142983334010478_ereg_M221",-82.5149,36.712
"142983428010478_ereg_M221",-82.534,36.6224
"142983721010478_ereg_M221",-82.6987,36.652
"142983821010478_ereg_221",-82.3378,36.7215
"142983868010478_ereg_M221",-78.8031,38.7666
"142984019010478_ereg_M221",-78.5081,38.9856
"142984102010478_ereg_M221",-78.4036,38.8385
"142984280010478_ereg_M221",-81.6451,36.944
"142984357010478_ereg_M221",-81.5548,36.7251
"142984428010478_ereg_M221",-81.3664,36.77
"142984503010478_ereg_M221",-81.7778,36.9526
"142984601010478_ereg_M221",-81.3481,36.8496
"142984694010478_ereg_M221",-81.4962,36.8581
"142984836010478_ereg_M221",-81.5362,36.7785
"142985308010478_ereg_232",-77.1386,36.6107
"145737467010478_ereg_231",-80.3441,36.4076
"145737615010478_ereg_231",-80.1463,36.4093
"145738811010478_ereg_M221",-83.576,35.3667
"145739001010478_ereg_M221",-83.4311,35.3871
"145743744010478_ereg_231",-78.0671,36.2175
"145745418010478_ereg_232",-78.0604,35.2369
"145745590010478_ereg_232",-77.9001,35.3767
"145746409010478_ereg_231",-80.8886,36.3228
"145748558010478_ereg_M221",-82.4328,35.9154
"145754941010478_ereg_M221",-83.7359,35.3743
"145760705010478_ereg_M221",-82.8027,35.3731
"145761164010478_ereg_M221",-83.1407,35.7041
"145761515010478_ereg_M221",-82.6428,35.3531
"145763352010478_ereg_232",-76.0627,35.6314
"145763549010478_ereg_232",-75.9029,35.6234
"145765056010478_ereg_M221",-83.1362,35.3892
"145768510010478_ereg_232",-77.5778,35.1971
"145768757010478_ereg_232",-77.7391,35.21
"145769246010478_ereg_M221",-82.2733,35.6979
"145771201010478_ereg_M221",-82.5595,35.8939
"145772561010478_ereg_M221",-82.1169,35.9129
"145775506010478_ereg_232",-79.5809,35.3054
"145781156010478_ereg_M221",-83.6507,35.0564
"145786487010478_ereg_232",-77.6661,35.5205
"145786630010478_ereg_232",-77.7252,34.4936
"145786849010478_ereg_232",-78.8939,34.8961
"145789863010478_ereg_M221",-81.5611,36.4381
"145791049010478_ereg_232",-76.8365,35.6848
"145792408010478_ereg_232",-76.7486,36.2225
"145796537010478_ereg_232",-78.5581,34.0171
"145797173010478_ereg_232",-78.3872,34.1772
"145797975010478_ereg_M221",-81.8107,35.8983
"145799776010478_ereg_232",-76.2276,36.3721
"145805045010478_ereg_M221",-82.1244,35.7136
"146704316010478_ereg_231",-81.0263,35.906
"146775875010854_ereg_M221",-84.0331,35.5819
"146776022010854_ereg_231",-88.0902,35.7809
"146776029010854_ereg_223",-85.7402,35.9966
"146776125010854_ereg_223",-87.1449,35.3022
"146776518010854_ereg_223",-85.6297,36.1653
"146777359010854_ereg_232",-80.8167,33.9629
"146777451010478_ereg_M221",-83.1178,35.8376
"146777868010478_ereg_M221",-82.3697,35.1368
"149754150010478_ereg_231",-85.7233,32.343
"151578386010478_ereg_232",-87.7893,30.3316
"153847371010854_ereg_232",-82.2883,32.1522
"153847495010854_ereg_232",-81.7966,31.6425
"153850114010478_ereg_M221",-80.123,37.6201
"153850177010478_ereg_M221",-79.0264,37.8906
"153850312010478_ereg_M221",-79.1236,38.4297
"153882304010854_ereg_232",-92.6095,30.232
"153882320010854_ereg_234",-92.1213,30.9678
"153882344010854_ereg_234",-91.9669,31.9759
"153882356010854_ereg_231",-92.835,32.9752
"153882364010854_ereg_234",-91.7047,31.2386
"153882377010854_ereg_234",-91.0586,30.7063
"153882400010854_ereg_234",-91.2668,30.0102
"153882409010854_ereg_234",-91.3666,30.0954
"153882412010854_ereg_234",-91.462,30.1852
"153882446010854_ereg_234",-91.444,32.2178
"153882468010854_ereg_234",-92.1632,32.2821
"153882522010854_ereg_234",-91.8155,30.7581
"153882531010854_ereg_234",-91.1645,29.7497
"153882534010854_ereg_234",-91.2703,29.9283
"153882536010854_ereg_234",-91.7169,30.2295
"153882562010854_ereg_234",-91.3963,32.0636
"153882567010854_ereg_232",-91.0678,29.6229
"153882575010854_ereg_232",-93.0829,31.0568
"153882577010854_ereg_231",-93.248,32.4914
"153882586010854_ereg_232",-92.529,32.0538
"155441173010478_ereg_223",-86.5469,36.9461
"155531050010478_ereg_M221",-80.1868,37.6464
"155531145010478_ereg_M221",-79.6629,37.7991
"155531298010478_ereg_M221",-81.2602,37.1279
"155531387010478_ereg_M221",-80.5286,37.259
"155531453010478_ereg_M221",-79.0652,38.5821
"155531515010478_ereg_M221",-79.0887,38.521
"155531602010478_ereg_M221",-78.7273,38.8957
"155531920010854_ereg_M221",-81.0403,37.1625
"155532185010854_ereg_M221",-81.4184,36.6993
"155532641010854_ereg_231",-77.6777,38.2844
"155532647010854_ereg_231",-77.4991,38.3994
"157256632010478_ereg_M231",-95.4639,34.3089
"157256825010478_ereg_M231",-95.2116,34.1837
"157257176010478_ereg_231",-94.8659,33.9417
"157258586010478_ereg_M231",-94.9114,34.2424
"157258721010478_ereg_M231",-94.9223,34.1963
"157260540010478_ereg_231",-95.0218,34.0697
"157261312010478_ereg_M231",-95.0772,34.243
"157261796010478_ereg_231",-95.1225,33.9792
"157261963010478_ereg_231",-94.6173,33.7499
"157262408010478_ereg_231",-94.895,33.918
"157262486010478_ereg_M231",-94.7233,34.4336
"157262554010478_ereg_231",-94.686,34.0464
"157262845010478_ereg_M231",-94.4731,34.4286
"157263786010478_ereg_M231",-95.575,34.7116
"157263871010478_ereg_M231",-95.5507,34.6734
"157263997010478_ereg_M231",-95.5459,34.7266
"157264069010478_ereg_M231",-95.564,34.7667
"157264545010478_ereg_231",-95.5603,35.1538
"157265641010478_ereg_M231",-95.6542,34.6757
"157266301010478_ereg_231",-95.7118,35.0737
"157266914010478_ereg_231",-95.7694,34.8951
"157267191010478_ereg_231",-95.7703,35.0697
"157267297010478_ereg_231",-95.7617,35.0283
"157267492010478_ereg_231",-95.8234,34.9747
"157267620010478_ereg_231",-95.8185,34.8941
"157267693010478_ereg_231",-95.824,34.802
"157268220010478_ereg_231",-95.87,35.0706
"157268433010478_ereg_231",-95.9222,35.0182
"157268636010478_ereg_231",-95.9236,34.72
"157268782010478_ereg_231",-95.9812,34.8905
"157269053010478_ereg_231",-95.9774,35.1125
"157269824010478_ereg_231",-96.0863,35.0274
"157270157010478_ereg_231",-95.8011,34.8694
"157270244010478_ereg_231",-96.0027,34.7343
"157270326010478_ereg_M231",-95.5547,34.6322
"157271065010478_ereg_M231",-95.0254,34.6354
"157272617010478_ereg_M231",-95.1368,34.634
"157273779010478_ereg_M231",-95.2407,34.2348
"157273804010478_ereg_M231",-95.2468,34.2868
"157274523010478_ereg_M231",-95.2862,34.6803
"157274681010478_ereg_M231",-95.3511,34.5915
"157276517010478_ereg_M231",-95.3936,34.6308
"157276639010478_ereg_M231",-95.3918,34.5426
"157277428010478_ereg_M231",-95.4457,34.3673
"157277537010478_ereg_M231",-95.4575,34.4604
"157277638010478_ereg_M231",-95.4401,34.5019
"157277825010478_ereg_M231",-95.4451,34.629
"157277944010478_ereg_M231",-95.5524,34.5897
"157279428010478_ereg_M231",-95.5,34.6732
"157279895010478_ereg_M231",-95.6003,34.372
"157281451010478_ereg_M231",-95.7682,34.4634
"157281718010478_ereg_M231",-94.9886,34.5611
"157282084010478_ereg_255",-96.3341,34.4988
"157282608010478_ereg_255",-96.3403,34.5514
"157282748010478_ereg_255",-96.3425,34.4595
"157283055010478_ereg_231",-96.3912,34.6802
"157283166010478_ereg_255",-96.5027,34.4629
"157283470010478_ereg_231",-96.1381,34.7256
"157283675010478_ereg_255",-96.4736,34.4698
"157283985010478_ereg_M231",-94.9706,35.0688
"157284863010478_ereg_M231",-95.8163,34.3691
"157286009010478_ereg_M231",-95.9246,34.499
"157286134010478_ereg_M231",-95.9173,34.4186
"157286284010478_ereg_M231",-95.917,34.3258
"157286883010478_ereg_231",-95.9762,34.6794
"157287431010478_ereg_231",-96.0264,34.3285
"157287814010478_ereg_M231",-96.0667,34.4132
"157288713010478_ereg_255",-96.1825,34.4151
"157288845010478_ereg_231",-96.2252,34.3269
"157288911010478_ereg_231",-96.2317,34.2825
"157289418010478_ereg_231",-96.3276,34.3721
"157289714010478_ereg_255",-96.0088,34.6083
"157289903010478_ereg_M231",-95.9485,34.3453
"157290447010478_ereg_255",-95.9782,34.111
"157291047010478_ereg_231",-96.0723,34.1558
"157291320010478_ereg_255",-96.0798,34.022
"157291605010478_ereg_255",-96.2348,34.0716
"157292331010478_ereg_231",-96.3464,33.8487
"157292742010478_ereg_231",-96.5036,33.8022
"157293824010478_ereg_231",-95.1916,33.9812
"157294001010478_ereg_231",-95.2457,34.0668
"157294154010478_ereg_231",-95.2993,34.1119
"157294269010478_ereg_231",-95.2877,34.0222
"157294896010478_ereg_231",-95.393,34.1147
"157294986010478_ereg_231",-95.3966,34.0694
"157295175010478_ereg_255",-95.4531,33.9829
"157295239010478_ereg_255",-95.4539,34.0256
"157295402010478_ereg_231",-95.5031,34.1566
"157296106010478_ereg_231",-95.7583,34.1166
"157296247010478_ereg_231",-95.7134,34.0685
"157296704010478_ereg_231",-95.8621,34.068
"157297079010478_ereg_231",-95.8643,34.1131
"157297342010478_ereg_255",-95.9167,33.9729
"157298014010478_ereg_255",-96.1401,34.55
"157298491010478_ereg_231",-94.9755,35.3262
"157299075010478_ereg_M231",-95.0292,35.0681
"157299814010478_ereg_231",-95.1205,35.067
"157299918010478_ereg_231",-95.239,35.1939
"157300509010478_ereg_231",-95.2888,35.2011
"157300960010478_ereg_231",-95.3928,35.2422
"157302145010478_ereg_M231",-95.1406,34.7636
"157302651010478_ereg_M231",-95.0252,34.9846
"157302821010478_ereg_M231",-95.2302,34.8944
"157303210010478_ereg_M231",-95.2376,34.7692
"157303261010478_ereg_M231",-95.2313,34.803
"157303444010478_ereg_M231",-95.1846,34.8867
"157304514010478_ereg_M231",-95.3359,34.8108
"157304614010478_ereg_M231",-95.3462,34.8495
"157304919010478_ereg_M231",-95.353,35.028
"157305367010478_ereg_M231",-95.3947,34.7663
"157305694010478_ereg_M231",-95.4448,34.9341
"157305779010478_ereg_231",-95.4475,35.025
"157305873010478_ereg_231",-95.5043,35.0222
"157306105010478_ereg_231",-95.4976,34.9329
"157306243010478_ereg_M231",-95.4941,34.8047
"157306457010478_ereg_M231",-95.3243,34.9978
"157306732010478_ereg_M231",-95.4957,34.8887
"157307274010478_ereg_M231",-94.4922,34.7072
"157307406010478_ereg_M231",-94.5016,34.8028
"157307934010478_ereg_231",-94.4971,35.202
"157308922010478_ereg_M231",-94.5499,34.7218
"157309037010478_ereg_M231",-94.5581,34.6734
"157309777010478_ereg_M231",-94.6183,34.7178
"157310187010478_ereg_M231",-94.5977,34.9855
"157310983010478_ereg_M231",-94.6598,34.6713
"157311663010478_ereg_M231",-94.7206,34.7275
"157311991010478_ereg_M231",-94.7074,34.9433
"157312088010478_ereg_M231",-94.7136,35.0238
"157312126010478_ereg_M231",-94.7123,35.0655
"157312834010478_ereg_M231",-94.7614,34.8958
"157313798010478_ereg_M231",-94.818,34.6302
"157314543010478_ereg_231",-94.8166,35.2006
"157314857010478_ereg_M231",-94.8679,34.9424
"157316509010478_ereg_M231",-94.9159,34.9807
"157316875010478_ereg_M231",-94.9752,34.8543
"157317072010478_ereg_M231",-94.9779,34.7611
"157317165010478_ereg_M231",-95.0214,34.8064
"157317899010478_ereg_M231",-94.4591,34.9395
"157317969010478_ereg_M231",-94.6206,34.8383
"157318139010478_ereg_M231",-94.4571,34.8088
"157318302010478_ereg_M231",-94.5259,34.688
"157318486010478_ereg_M231",-94.5283,34.563
"157321169010478_ereg_M231",-94.511,34.2909
"157321673010478_ereg_M231",-94.6039,34.3267
"157321854010478_ereg_M231",-94.6101,34.2426
"157322023010478_ereg_M231",-94.5672,34.1583
"157322339010478_ereg_231",-94.6024,33.9308
"157322480010478_ereg_231",-94.7149,33.8484
"157323214010478_ereg_M231",-94.6561,34.1948
"157324637010478_ereg_231",-94.7154,33.9417
"157325702010478_ereg_M231",-94.7636,34.2411
"157325787010478_ereg_M231",-94.8074,34.2449
"157326643010478_ereg_M231",-94.7616,34.289
"157326955010478_ereg_231",-94.8949,34.0478
"158399751010478_ereg_M221",-82.1385,35.6738
"158399825010478_ereg_M221",-83.3286,35.1285
"158399981010478_ereg_M221",-83.7846,35.3846
"158400062010478_ereg_M221",-82.9052,35.3118
"158400163010478_ereg_M221",-83.6962,35.2197
"158400229010478_ereg_231",-79.8305,35.2538
"158400286010478_ereg_M221",-83.6624,35.3075
"158400463010478_ereg_M221",-83.5398,35.1737
"166400533010854_ereg_M221",-82.4854,37.9758
"173002902010854_ereg_232",-84.9514,30.0687
"173496347010854_ereg_232",-80.8014,33.8063
"173496349010854_ereg_M221",-82.5908,35.1062
"173496351010854_ereg_231",-81.8499,34.8826
"173527677010854_ereg_M221",-79.7643,37.9711
"173527678010854_ereg_M221",-79.7409,38.0614
"173527679010854_ereg_M221",-80.0762,37.621
"173527680010854_ereg_M221",-79.1456,38.4921
"173527685010854_ereg_M221",-80.8168,37.0804
"173527686010854_ereg_M221",-81.5127,36.9976
"173674682010854_ereg_232",-80.1387,33.7048
"173674830010854_ereg_232",-80.7377,33.7969
"173675096010854_ereg_231",-81.3925,35.1284
"17478971010478_ereg_232",-95.1494,30.2043
"17492676010478_ereg_232",-93.6586,31.0785
"17492982010478_ereg_232",-93.7688,31.1639
"17493419010478_ereg_232",-93.6144,31.1722
"17493463010478_ereg_232",-93.706,30.2859
"17493565010478_ereg_232",-93.8942,30.104
"17493925010478_ereg_231",-94.249,32.1968
"17493979010478_ereg_231",-94.2452,32.2888
"17494285010478_ereg_232",-94.5837,30.6804
"17494346010478_ereg_232",-94.6422,30.4954
"17494423010478_ereg_232",-94.6371,30.5913
"17494729010478_ereg_232",-94.8919,30.6279
"17494767010478_ereg_232",-94.7918,31.1113
"17494819010478_ereg_232",-94.7969,31.0271
"17495366010478_ereg_231",-94.7908,33.3864
"17496181010478_ereg_231",-94.6738,32.2473
"17496622010478_ereg_232",-93.768,31.2095
"17496670010478_ereg_232",-93.8632,31.2849
"17497482010478_ereg_231",-94.2388,31.5614
"17498579010478_ereg_231",-95.0732,32.1634
"17499060010478_ereg_231",-95.0128,33.122
"17499536010478_ereg_231",-95.1938,31.1565
"17499950010478_ereg_232",-94.2262,30.5468
"17500274010478_ereg_232",-94.3303,30.6717
"17500860010478_ereg_231",-94.8197,32.6807
"17501286010478_ereg_255",-95.7984,32.7421
"17501351010478_ereg_255",-95.89,32.3844
"17502229010478_ereg_255",-95.9585,30.1932
"17502490010478_ereg_231",-95.3287,32.8733
"17502564010478_ereg_255",-95.3798,32.7794
"17502621010478_ereg_255",-95.3782,32.7033
"17506069010478_ereg_255",-95.0464,33.4827
"17506208010478_ereg_255",-95.1507,33.5555
"17506619010478_ereg_231",-94.616,32.2807
"17507238010478_ereg_231",-94.5461,31.9608
"17507943010478_ereg_232",-93.8021,31.4788
"17508224010478_ereg_232",-94.1063,31.2822
"17508749010478_ereg_232",-95.2412,30.8504
"17508811010478_ereg_232",-95.2399,30.5418
"17509315010478_ereg_231",-94.0106,31.7589
"17509775010478_ereg_231",-94.2869,31.8318
"17509940010478_ereg_231",-95.2748,32.3471
"17510213010478_ereg_255",-95.5244,32.5562
"17510264010478_ereg_231",-95.1569,32.354
"17510670010478_ereg_231",-95.1538,31.1081
"17511594010478_ereg_232",-94.4824,30.9447
"17512103010478_ereg_231",-94.9104,32.7662
"17512461010478_ereg_255",-95.9529,32.6088
"17513056010478_ereg_255",-95.6499,30.8062
"17513183010478_ereg_255",-95.798,30.7145
"17513732010478_ereg_231",-95.2264,32.6898
"17513828010478_ereg_255",-95.3239,32.6033
"17513860010478_ereg_255",-95.4261,32.9496
"17514582010478_ereg_231",-94.1972,32.0679
"17523986010478_ereg_231",-95.5447,31.9455
"17524304010478_ereg_255",-95.7502,31.7159
"17524629010478_ereg_232",-94.5742,31.1586
"17524975010478_ereg_232",-94.8546,31.2152
"17525036010478_ereg_231",-94.2177,33.3431
"17525156010478_ereg_231",-94.3623,33.3009
"17525414010478_ereg_231",-94.6307,33.6031
"17526098010478_ereg_231",-94.5351,33.1226
"17538549010478_ereg_231",-95.2919,31.8182
"17538971010478_ereg_231",-94.8572,32.4201
"17539253010478_ereg_255",-96.0586,30.4505
"17539318010478_ereg_255",-96.1111,30.5835
"17539367010478_ereg_255",-96.1137,30.7466
"17539414010478_ereg_232",-94.1891,30.5082
"17539740010478_ereg_232",-94.3345,30.5024
"17539783010478_ereg_232",-94.3892,30.3311
"17540154010478_ereg_255",-94.9538,29.7172
"17540701010478_ereg_255",-95.6048,29.8133
"17541009010478_ereg_231",-94.2231,32.6406
"17541802010478_ereg_255",-95.9414,32.0384
"17542000010478_ereg_231",-95.0979,31.4162
"17542232010478_ereg_231",-95.2934,31.2486
"17542385010478_ereg_231",-95.3974,31.3779
"17542692010478_ereg_231",-95.6089,31.1234
"17542876010478_ereg_255",-95.6998,31.2895
"17543129010478_ereg_232",-93.9766,30.2824
"17543254010478_ereg_232",-94.0275,31.0703
"17543393010478_ereg_232",-94.0754,30.4216
"17543535010478_ereg_232",-94.1305,30.7692
"17543914010478_ereg_232",-94.2893,30.1061
"17544111010478_ereg_255",-95.8123,31.4892
"17544264010478_ereg_255",-95.8999,31.4955
"17544404010478_ereg_255",-95.9114,31.2836
"17544467010478_ereg_255",-95.958,31.1847
"17544515010478_ereg_255",-96.1581,31.0518
"17544964010478_ereg_231",-94.9773,31.8144
"17545052010478_ereg_232",-94.7469,29.8938
"17545151010478_ereg_232",-94.8061,30.2928
"17545211010478_ereg_232",-94.8538,30.1147
"17545642010478_ereg_255",-96.2154,30.9707
"17545738010478_ereg_255",-96.0632,30.8441
"17545762010478_ereg_255",-96.1094,31.0159
"17546504010478_ereg_232",-95.4949,30.28
"17546550010478_ereg_232",-95.5024,30.3614
"17546614010478_ereg_232",-95.5986,30.4904
"17546719010478_ereg_232",-95.5068,30.3086
"17547581010478_ereg_232",-94.6753,31.459
"17547739010478_ereg_231",-94.8774,31.769
"17547966010478_ereg_232",-93.6649,30.9455
"17548124010478_ereg_232",-93.7612,30.4645
"17548271010478_ereg_232",-93.7612,31.1161
"17548307010478_ereg_232",-93.8046,30.9305
"17548640010478_ereg_232",-93.8878,30.0646
"17548755010478_ereg_232",-93.9946,30.1935
"17549193010478_ereg_231",-94.4069,31.9941
"17549358010478_ereg_231",-94.5032,32.1201
"17561186010478_ereg_231",-94.3685,33.4253
"17561423010478_ereg_231",-94.6229,33.563
"17561573010478_ereg_231",-94.3864,33.2765
"17561794010478_ereg_231",-94.1725,32.909
"17562619010478_ereg_232",-94.645,29.8125
"17563044010478_ereg_231",-95.3372,31.9852
"17563700010478_ereg_231",-95.2787,33.0026
"17564842010478_ereg_232",-94.441,30.1502
"17565278010478_ereg_255",-94.9536,29.8501
"17565395010478_ereg_232",-95.1547,30.12
"17566084010478_ereg_231",-94.2719,32.3814
"17566740010478_ereg_255",-95.7978,32.1649
"17566817010478_ereg_255",-95.8982,32.3479
"17566953010478_ereg_255",-96.1047,32.0835
"17567043010478_ereg_231",-95.098,31.4625
"17567209010478_ereg_231",-95.2485,31.5482
"17567392010478_ereg_231",-95.4482,31.2101
"17567462010478_ereg_231",-95.4995,31.0385
"17568200010478_ereg_232",-94.2266,31.0338
"17568295010478_ereg_232",-94.1056,30.4104
"17568764010478_ereg_255",-95.9658,31.2315
"17568893010478_ereg_255",-95.8556,31.2333
